STNAM,FIPST,LEAID,leanm10,ALL_MTH04numvalid_1011,ALL_MTH04pctprof_1011,ECD_MTH04numvalid_1011,ECD_MTH04pctprof_1011,HOM_MTH04numvalid_1011,HOM_MTH04pctprof_1011,ALL_MTH08numvalid_1011,ALL_MTH08pctprof_1011,ECD_MTH08numvalid_1011,ECD_MTH08pctprof_1011,HOM_MTH08numvalid_1011,HOM_MTH08pctprof_1011
CALIFORNIA,6,626640,Napa Valley Unified,1320.0,68.0,616.0,57.0,28.0,50.0,1336.0,45.0,537.0,30.0,35.0,24.0
CALIFORNIA,6,626670,National Elementary,779.0,67.0,778.0,67.0,70.0,67.0,25.0,70.0,22.0,70.0,,
CALIFORNIA,6,626760,Needles Unified,82.0,52.0,56.0,44.0,,,67.0,32.0,43.0,34.0,1.0,
CALIFORNIA,6,626820,Nevada City Elementary,118.0,77.0,38.0,64.0,1.0,,121.0,57.0,20.0,50.0,1.0,
CALIFORNIA,6,626880,Nevada Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,626910,New Haven Unified,903.0,71.0,435.0,61.0,,,974.0,31.0,441.0,19.0,3.0,
CALIFORNIA,6,626970,New Hope Elementary,20.0,70.0,18.0,50.0,1.0,,25.0,10.0,22.0,10.0,1.0,
CALIFORNIA,6,627030,New Jerusalem Elementary,37.0,84.0,17.0,40.0,,,50.0,15.0,24.0,10.0,1.0,
CALIFORNIA,6,627040,Mountain Union Elementary,5.0,,5.0,,,,13.0,25.0,11.0,25.0,1.0,
CALIFORNIA,6,627060,Newark Unified,486.0,68.0,284.0,57.0,43.0,34.0,476.0,64.0,252.0,52.0,28.0,70.0
CALIFORNIA,6,627120,Newcastle Elementary,69.0,82.0,20.0,40.0,,,57.0,44.0,12.0,25.0,,
CALIFORNIA,6,627180,Newhall,1065.0,83.0,331.0,67.0,6.0,25.0,,,,,,
CALIFORNIA,6,627200,Newman-Crows Landing Unified,223.0,57.0,181.0,52.0,1.0,,201.0,27.0,148.0,27.0,3.0,
CALIFORNIA,6,627240,Newport-Mesa Unified,1633.0,73.0,817.0,56.0,22.0,50.0,1563.0,63.0,774.0,49.0,18.0,70.0
CALIFORNIA,6,627300,Nicasio,3.0,,,,,,3.0,,,,,
CALIFORNIA,6,627450,Norris Elementary,432.0,75.0,75.0,57.0,1.0,,344.0,58.0,63.0,37.0,7.0,25.0
CALIFORNIA,6,627480,North County Joint Union Elementary,95.0,77.0,38.0,74.0,,,87.0,52.0,30.0,50.0,1.0,
CALIFORNIA,6,627510,North Cow Creek Elementary,30.0,50.0,5.0,,,,35.0,64.0,6.0,25.0,1.0,
CALIFORNIA,6,627590,North Monterey County Unified,337.0,59.0,267.0,52.0,,,298.0,17.0,241.0,12.0,2.0,
CALIFORNIA,6,627690,Norwalk-La Mirada Unified,1505.0,69.0,1090.0,64.0,300.0,62.0,1613.0,34.0,1031.0,30.0,314.0,24.0
CALIFORNIA,6,627720,Novato Unified,608.0,83.0,213.0,72.0,18.0,50.0,579.0,61.0,174.0,37.0,22.0,30.0
CALIFORNIA,6,627750,Nuestro Elementary,65.0,47.0,18.0,30.0,1.0,,97.0,12.0,40.0,5.0,,
CALIFORNIA,6,627780,Nuview Union,203.0,72.0,152.0,72.0,11.0,25.0,231.0,37.0,146.0,37.0,2.0,
CALIFORNIA,6,627810,Oak Grove Elementary,1235.0,66.0,641.0,53.0,1.0,,1275.0,51.0,533.0,35.0,1.0,
CALIFORNIA,6,627840,Oak Grove Union Elementary,66.0,82.0,21.0,70.0,,,150.0,52.0,42.0,34.0,1.0,
CALIFORNIA,6,627850,Oak Park Unified,244.0,87.0,13.0,25.0,1.0,,364.0,88.0,22.0,70.0,,
CALIFORNIA,6,627870,Oak Run Elementary,3.0,,3.0,,,,1.0,,1.0,,,
CALIFORNIA,6,627900,Oak Valley Union Elementary,42.0,74.0,29.0,70.0,,,59.0,44.0,46.0,34.0,,
CALIFORNIA,6,627930,Oak View Union Elementary,48.0,64.0,19.0,70.0,,,44.0,84.0,20.0,40.0,,
CALIFORNIA,6,628050,Oakland Unified,3763.0,68.0,2279.0,63.0,127.0,52.0,3194.0,31.0,2124.0,29.0,123.0,12.0
CALIFORNIA,6,628080,Oakley Union Elementary,543.0,74.0,263.0,67.0,,,568.0,20.0,224.0,12.0,2.0,
CALIFORNIA,6,628140,Ocean View,985.0,82.0,375.0,71.0,35.0,64.0,1047.0,71.0,353.0,58.0,54.0,64.0
CALIFORNIA,6,628170,Ocean View,278.0,57.0,278.0,57.0,2.0,,274.0,47.0,273.0,47.0,2.0,
CALIFORNIA,6,628250,Oceanside Unified,1670.0,65.0,1006.0,58.0,29.0,50.0,1477.0,47.0,805.0,40.0,28.0,30.0
CALIFORNIA,6,628270,Ojai Unified,188.0,62.0,65.0,52.0,2.0,,242.0,52.0,92.0,32.0,,
CALIFORNIA,6,628320,Old Adobe Union,264.0,72.0,111.0,62.0,1.0,,,,,,,
CALIFORNIA,6,628470,Ontario-Montclair Elementary,2484.0,66.0,2170.0,65.0,309.0,62.0,2403.0,37.0,2056.0,37.0,264.0,27.0
CALIFORNIA,6,628530,Orange Center,32.0,54.0,31.0,44.0,,,29.0,50.0,26.0,50.0,,
CALIFORNIA,6,628650,Orange Unified,2259.0,74.0,1103.0,63.0,17.0,70.0,2318.0,59.0,1037.0,46.0,17.0,50.0
CALIFORNIA,6,628680,Orchard Elementary,87.0,57.0,41.0,54.0,,,93.0,27.0,32.0,24.0,2.0,
CALIFORNIA,6,628710,Orcutt Union Elementary,475.0,66.0,214.0,57.0,3.0,,538.0,67.0,212.0,57.0,3.0,
CALIFORNIA,6,628830,Orick Elementary,,,,,,,2.0,,2.0,,1.0,
CALIFORNIA,6,628860,Orinda Union Elementary,280.0,48.0,6.0,25.0,,,258.0,87.0,3.0,,,
CALIFORNIA,6,628950,Oro Grande Elementary,172.0,67.0,81.0,67.0,4.0,,280.0,17.0,134.0,12.0,8.0,25.0
CALIFORNIA,6,629100,Oroville City Elementary,268.0,57.0,217.0,52.0,7.0,25.0,272.0,42.0,174.0,37.0,4.0,
CALIFORNIA,6,629130,Oroville Union High,,,,,,,,,,,,
CALIFORNIA,6,629160,Outside Creek Elementary,14.0,25.0,8.0,25.0,1.0,,12.0,25.0,5.0,,,
CALIFORNIA,6,629190,Owens Valley Unified,5.0,,2.0,,,,2.0,,2.0,,,
CALIFORNIA,6,629220,Oxnard,1718.0,56.0,1490.0,54.0,13.0,25.0,1560.0,29.0,1293.0,27.0,4.0,
CALIFORNIA,6,629270,Oxnard Union High,66.0,92.0,6.0,25.0,1.0,,59.0,74.0,8.0,25.0,,
CALIFORNIA,6,629280,Pacheco Union Elementary,56.0,74.0,27.0,70.0,,,80.0,42.0,40.0,24.0,1.0,
CALIFORNIA,6,629340,Pacific Elementary,14.0,25.0,7.0,25.0,,,,,,,,
CALIFORNIA,6,629370,Pacific Grove Unified,132.0,82.0,26.0,70.0,1.0,,135.0,72.0,20.0,70.0,3.0,
CALIFORNIA,6,629400,Pacific Union Elementary,36.0,84.0,33.0,84.0,1.0,,27.0,30.0,24.0,30.0,,
CALIFORNIA,6,629430,Pacific Union Elementary,60.0,84.0,28.0,70.0,,,72.0,37.0,18.0,30.0,,
CALIFORNIA,6,629490,Pajaro Valley Unified,1546.0,63.0,1178.0,56.0,45.0,54.0,1447.0,35.0,973.0,27.0,41.0,24.0
CALIFORNIA,6,629540,Palermo Union Elementary,147.0,62.0,130.0,62.0,13.0,25.0,149.0,32.0,121.0,27.0,8.0,25.0
CALIFORNIA,6,629550,Palm Springs Unified,1819.0,68.0,1564.0,66.0,14.0,25.0,1731.0,34.0,1446.0,31.0,5.0,
CALIFORNIA,6,629580,Palmdale Elementary,2277.0,59.0,1956.0,56.0,119.0,52.0,2450.0,21.0,2023.0,19.0,150.0,12.0
CALIFORNIA,6,629610,Palo Alto Unified,914.0,91.0,95.0,67.0,1.0,,828.0,80.0,80.0,32.0,,
CALIFORNIA,6,629640,Palo Verde Unified,266.0,67.0,188.0,57.0,,,264.0,12.0,179.0,8.0,3.0,
CALIFORNIA,6,629670,Palo Verde Union Elementary,60.0,64.0,54.0,64.0,,,43.0,15.0,33.0,15.0,,
CALIFORNIA,6,629700,Palos Verdes Peninsula Unified,854.0,93.0,24.0,70.0,,,954.0,72.0,28.0,30.0,,
CALIFORNIA,6,629770,Panoche Elementary,,,,,,,1.0,,,,,
CALIFORNIA,6,629790,Paradise Elementary,15.0,25.0,9.0,25.0,,,23.0,30.0,13.0,25.0,,
CALIFORNIA,6,629820,Paradise Unified,322.0,57.0,191.0,47.0,8.0,25.0,316.0,34.0,172.0,27.0,7.0,25.0
CALIFORNIA,6,629850,Paramount Unified,1152.0,68.0,1084.0,68.0,3.0,,1268.0,52.0,1160.0,52.0,1.0,
CALIFORNIA,6,629910,Parlier Unified,282.0,57.0,282.0,57.0,4.0,,239.0,22.0,239.0,22.0,,
CALIFORNIA,6,629940,Pasadena Unified,1550.0,68.0,1086.0,62.0,77.0,67.0,1394.0,29.0,949.0,22.0,32.0,15.0
CALIFORNIA,6,630030,Patterson Joint Unified,415.0,69.0,304.0,65.0,6.0,25.0,403.0,33.0,295.0,27.0,3.0,
CALIFORNIA,6,630090,Peninsula Union,3.0,,2.0,,,,3.0,,3.0,,,
CALIFORNIA,6,630180,Perris Elementary,792.0,60.0,698.0,60.0,113.0,62.0,,,,,,
CALIFORNIA,6,630210,Perris Union High,,,,,,,792.0,24.0,719.0,24.0,38.0,24.0
CALIFORNIA,6,630230,Petaluma City Elementary,318.0,68.0,131.0,57.0,1.0,,13.0,25.0,,,,
CALIFORNIA,6,630250,Petaluma Joint Union High,45.0,54.0,7.0,25.0,,,832.0,62.0,278.0,47.0,14.0,25.0
CALIFORNIA,6,630330,Piedmont City Unified,200.0,92.0,,,,,209.0,87.0,,,,
CALIFORNIA,6,630360,Pierce Joint Unified,100.0,57.0,82.0,57.0,8.0,25.0,81.0,12.0,56.0,5.0,2.0,
CALIFORNIA,6,630390,Pine Ridge Elementary,14.0,25.0,7.0,25.0,,,10.0,25.0,3.0,,,
CALIFORNIA,6,630450,Piner-Olivet Union Elementary,178.0,67.0,89.0,62.0,,,120.0,62.0,58.0,54.0,1.0,
CALIFORNIA,6,630480,Pioneer Union Elementary,45.0,64.0,27.0,50.0,2.0,,42.0,54.0,19.0,50.0,,
CALIFORNIA,6,630510,Pioneer Union Elementary,164.0,77.0,55.0,54.0,1.0,,173.0,47.0,45.0,44.0,,
CALIFORNIA,6,630520,Pioneer Union Elementary,13.0,25.0,11.0,25.0,,,13.0,25.0,9.0,25.0,1.0,
CALIFORNIA,6,630600,Pittsburg Unified,779.0,65.0,673.0,63.0,5.0,,700.0,32.0,538.0,30.0,1.0,
CALIFORNIA,6,630630,Pixley Union Elementary,126.0,42.0,125.0,42.0,2.0,,110.0,32.0,106.0,32.0,4.0,
CALIFORNIA,6,630660,Placentia-Yorba Linda Unified,1867.0,79.0,649.0,63.0,79.0,67.0,1995.0,67.0,643.0,56.0,38.0,54.0
CALIFORNIA,6,630720,Placer Hills Union Elementary,101.0,77.0,24.0,50.0,3.0,,148.0,42.0,28.0,30.0,1.0,
CALIFORNIA,6,630750,Placer Union High,,,,,,,,,,,,
CALIFORNIA,6,630780,Placerville Union Elementary,136.0,82.0,79.0,77.0,13.0,25.0,121.0,57.0,58.0,54.0,8.0,25.0
CALIFORNIA,6,630810,Plainsburg Union Elementary,17.0,70.0,9.0,25.0,,,10.0,25.0,5.0,,,
CALIFORNIA,6,630840,Planada Elementary,69.0,72.0,69.0,72.0,1.0,,84.0,22.0,84.0,22.0,1.0,
CALIFORNIA,6,630870,Plaza Elementary,15.0,25.0,3.0,,,,11.0,25.0,5.0,,,
CALIFORNIA,6,630900,Pleasant Grove Joint Union,15.0,25.0,8.0,25.0,,,21.0,40.0,9.0,25.0,,
CALIFORNIA,6,630930,Pleasant Ridge Union Elementary,155.0,82.0,54.0,74.0,2.0,,205.0,52.0,50.0,44.0,1.0,
CALIFORNIA,6,630960,Pleasant Valley Elementary,53.0,74.0,22.0,70.0,,,73.0,47.0,24.0,50.0,1.0,
CALIFORNIA,6,630990,Pleasant Valley,796.0,79.0,179.0,62.0,1.0,,799.0,40.0,170.0,22.0,2.0,
CALIFORNIA,6,631020,Pleasant Valley Joint Union Elementary,12.0,25.0,5.0,,1.0,,8.0,25.0,4.0,,1.0,
CALIFORNIA,6,631050,Pleasant View Elementary,55.0,54.0,55.0,54.0,1.0,,50.0,34.0,50.0,34.0,,
CALIFORNIA,6,631140,Plum Valley Elementary,1.0,,1.0,,,,1.0,,1.0,,,
CALIFORNIA,6,631170,Plumas Unified,154.0,77.0,89.0,72.0,1.0,,157.0,42.0,104.0,37.0,,
CALIFORNIA,6,631180,Plumas Lake Elementary,105.0,82.0,43.0,74.0,2.0,,98.0,32.0,39.0,24.0,,
CALIFORNIA,6,631230,Point Arena Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,631290,Pollock Pines Elementary,73.0,72.0,35.0,54.0,2.0,,86.0,12.0,42.0,5.0,2.0,
CALIFORNIA,6,631320,Pomona Unified,2262.0,58.0,1883.0,53.0,184.0,52.0,2197.0,24.0,1818.0,20.0,151.0,17.0
CALIFORNIA,6,631350,Pond Union Elementary,23.0,40.0,20.0,40.0,1.0,,18.0,70.0,15.0,25.0,2.0,
CALIFORNIA,6,631380,Pope Valley Union Elementary,9.0,25.0,2.0,,,,6.0,25.0,2.0,,,
CALIFORNIA,6,631400,Potter Valley Community Unified,20.0,50.0,13.0,25.0,4.0,,19.0,10.0,10.0,25.0,3.0,
CALIFORNIA,6,631470,Portola Valley Elementary,75.0,48.0,2.0,,,,73.0,77.0,4.0,,,
CALIFORNIA,6,631530,Poway Unified,2477.0,85.0,371.0,64.0,10.0,25.0,2535.0,63.0,358.0,39.0,12.0,25.0
CALIFORNIA,6,631620,Princeton Joint Unified,13.0,25.0,9.0,25.0,,,18.0,50.0,12.0,25.0,,
CALIFORNIA,6,631680,Raisin City Elementary,41.0,34.0,41.0,34.0,,,29.0,10.0,28.0,10.0,,
CALIFORNIA,6,631710,Ramona City Unified,420.0,77.0,174.0,67.0,3.0,,485.0,67.0,175.0,57.0,2.0,
CALIFORNIA,6,631740,Rancho Santa Fe Elementary,79.0,48.0,3.0,,,,98.0,82.0,2.0,,,
CALIFORNIA,6,631830,Ravendale-Termo Elementary,22.0,30.0,16.0,30.0,,,22.0,30.0,14.0,25.0,,
CALIFORNIA,6,631860,Ravenswood City Elementary,455.0,65.0,429.0,66.0,18.0,50.0,391.0,37.0,340.0,37.0,18.0,30.0
CALIFORNIA,6,631920,Raymond-Knowles Union Elementary,12.0,25.0,9.0,25.0,1.0,,6.0,25.0,5.0,,,
CALIFORNIA,6,631950,Ready Springs Union Elementary,32.0,54.0,23.0,50.0,3.0,,28.0,50.0,11.0,25.0,,
CALIFORNIA,6,631980,Red Bluff Union Elementary,232.0,67.0,171.0,67.0,8.0,25.0,185.0,37.0,119.0,27.0,2.0,
CALIFORNIA,6,632010,Red Bluff Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,632040,Redding Elementary,407.0,71.0,206.0,67.0,11.0,25.0,300.0,27.0,140.0,22.0,3.0,
CALIFORNIA,6,632070,Redlands Unified,1511.0,77.0,853.0,68.0,277.0,67.0,1625.0,41.0,842.0,32.0,236.0,37.0
CALIFORNIA,6,632130,Redwood City Elementary,961.0,64.0,599.0,56.0,4.0,,869.0,39.0,503.0,28.0,3.0,
CALIFORNIA,6,632160,Reed Union Elementary,152.0,92.0,5.0,,,,121.0,82.0,2.0,,,
CALIFORNIA,6,632250,Reeds Creek Elementary,11.0,25.0,7.0,25.0,1.0,,16.0,50.0,11.0,25.0,,
CALIFORNIA,6,632270,Reef-Sunset Unified,221.0,47.0,220.0,47.0,29.0,30.0,184.0,27.0,183.0,27.0,15.0,25.0
CALIFORNIA,6,632310,Rescue Union Elementary,459.0,79.0,50.0,54.0,4.0,,480.0,53.0,76.0,32.0,4.0,
CALIFORNIA,6,632340,Kashia Elementary,1.0,,1.0,,,,,,,,,
CALIFORNIA,6,632370,Rialto Unified,1987.0,61.0,1916.0,61.0,16.0,50.0,2124.0,23.0,2050.0,23.0,15.0,25.0
CALIFORNIA,6,632400,Richfield Elementary,27.0,40.0,16.0,40.0,,,32.0,44.0,20.0,50.0,,
CALIFORNIA,6,632430,Richgrove Elementary,62.0,37.0,62.0,37.0,1.0,,68.0,17.0,68.0,17.0,,
CALIFORNIA,6,632520,Richmond Elementary,29.0,40.0,2.0,,,,23.0,50.0,4.0,,,
CALIFORNIA,6,632550,West Contra Costa Unified,2475.0,58.0,1879.0,52.0,31.0,54.0,1951.0,17.0,1435.0,12.0,58.0,5.0
CALIFORNIA,6,632610,Rim of the World Unified,289.0,62.0,160.0,57.0,20.0,50.0,291.0,57.0,144.0,52.0,13.0,25.0
CALIFORNIA,6,632640,Rincon Valley Union Elementary,439.0,84.0,149.0,72.0,1.0,,79.0,57.0,16.0,50.0,,
CALIFORNIA,6,632710,Rio Bravo-Greeley Union Elementary,110.0,62.0,49.0,44.0,1.0,,122.0,52.0,54.0,34.0,5.0,
CALIFORNIA,6,632730,Rio Dell Elementary,45.0,54.0,34.0,44.0,,,38.0,44.0,29.0,50.0,,
CALIFORNIA,6,632760,Rio Elementary,497.0,52.0,405.0,45.0,31.0,44.0,469.0,35.0,400.0,35.0,21.0,30.0
CALIFORNIA,6,632880,Ripon Unified,229.0,77.0,95.0,72.0,9.0,25.0,232.0,62.0,85.0,57.0,4.0,
CALIFORNIA,6,633110,River Delta Joint Unified,195.0,67.0,129.0,67.0,1.0,,175.0,52.0,99.0,42.0,3.0,
CALIFORNIA,6,633150,Riverside Unified,3149.0,69.0,2114.0,63.0,182.0,62.0,3252.0,43.0,2059.0,36.0,171.0,27.0
CALIFORNIA,6,633210,Roberts Ferry Union Elementary,13.0,25.0,6.0,25.0,,,15.0,25.0,5.0,,,
CALIFORNIA,6,633240,Robla Elementary,261.0,62.0,192.0,57.0,13.0,25.0,,,,,,
CALIFORNIA,6,633270,Rockford Elementary,48.0,64.0,29.0,70.0,,,33.0,74.0,17.0,70.0,1.0,
CALIFORNIA,6,633330,Rohnerville Elementary,80.0,72.0,36.0,64.0,5.0,,62.0,32.0,28.0,30.0,1.0,
CALIFORNIA,6,633390,Romoland Elementary,358.0,66.0,266.0,62.0,23.0,50.0,285.0,42.0,210.0,42.0,6.0,25.0
CALIFORNIA,6,633480,Rosedale Union Elementary,589.0,75.0,175.0,67.0,2.0,,575.0,54.0,173.0,47.0,,
CALIFORNIA,6,633510,Roseland Elementary,197.0,62.0,176.0,62.0,2.0,,150.0,42.0,136.0,42.0,1.0,
CALIFORNIA,6,633570,Rosemead Elementary,292.0,77.0,91.0,72.0,10.0,25.0,356.0,62.0,126.0,62.0,7.0,25.0
CALIFORNIA,6,633600,Roseville City Elementary,1071.0,81.0,319.0,66.0,23.0,70.0,927.0,46.0,272.0,37.0,17.0,10.0
CALIFORNIA,6,633630,Roseville Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,633660,Ross Elementary,39.0,84.0,,,,,39.0,84.0,,,,
CALIFORNIA,6,633690,Round Valley Joint Elementary,7.0,25.0,3.0,,,,16.0,30.0,4.0,,,
CALIFORNIA,6,633720,Round Valley Unified,30.0,30.0,30.0,30.0,6.0,25.0,31.0,5.0,29.0,10.0,5.0,
CALIFORNIA,6,633750,Rowland Unified,1189.0,68.0,801.0,58.0,159.0,57.0,1235.0,54.0,805.0,47.0,158.0,52.0
CALIFORNIA,6,633840,Sacramento City Unified,3623.0,64.0,2777.0,59.0,103.0,52.0,3380.0,45.0,2475.0,40.0,54.0,34.0
CALIFORNIA,6,633860,Saddleback Valley Unified,2179.0,79.0,564.0,60.0,30.0,70.0,2414.0,75.0,507.0,56.0,22.0,70.0
CALIFORNIA,6,633900,Salida Union Elementary,302.0,71.0,191.0,62.0,2.0,,334.0,48.0,183.0,42.0,7.0,25.0
CALIFORNIA,6,633930,Salinas City Elementary,1061.0,61.0,886.0,58.0,69.0,37.0,,,,,,
CALIFORNIA,6,633980,Salinas Union High,,,,,,,1908.0,29.0,1429.0,27.0,20.0,30.0
CALIFORNIA,6,634050,San Antonio Union Elementary,22.0,40.0,8.0,25.0,,,28.0,30.0,10.0,25.0,,
CALIFORNIA,6,634080,San Ardo Union Elementary,12.0,25.0,12.0,25.0,,,9.0,25.0,9.0,25.0,,
CALIFORNIA,6,634140,San Benito High,,,,,,,,,,,,
CALIFORNIA,6,634170,San Bernardino City Unified,4195.0,58.0,3740.0,57.0,153.0,47.0,3955.0,28.0,3457.0,27.0,98.0,12.0
CALIFORNIA,6,634230,San Bruno Park Elementary,290.0,72.0,124.0,62.0,,,242.0,52.0,99.0,42.0,5.0,
CALIFORNIA,6,634290,San Carlos Elementary,326.0,83.0,22.0,70.0,,,327.0,82.0,9.0,25.0,,
CALIFORNIA,6,634320,San Diego Unified,9776.0,70.0,6506.0,62.0,191.0,47.0,9616.0,40.0,6126.0,30.0,96.0,22.0
CALIFORNIA,6,634380,San Dieguito Union High,,,,,,,1975.0,79.0,200.0,57.0,2.0,
CALIFORNIA,6,634410,San Francisco Unified,4000.0,69.0,2534.0,62.0,193.0,47.0,3745.0,47.0,2378.0,44.0,187.0,32.0
CALIFORNIA,6,634425,San Gabriel Unified,372.0,78.0,222.0,67.0,1.0,,536.0,31.0,334.0,22.0,10.0,25.0
CALIFORNIA,6,634440,San Jacinto Unified,800.0,62.0,638.0,59.0,80.0,52.0,781.0,54.0,598.0,53.0,75.0,47.0
CALIFORNIA,6,634590,San Jose Unified,2538.0,74.0,1301.0,62.0,61.0,47.0,2350.0,38.0,1151.0,20.0,47.0,15.0
CALIFORNIA,6,634620,San Juan Unified,3218.0,69.0,1591.0,57.0,30.0,30.0,3427.0,44.0,1503.0,30.0,19.0,10.0
CALIFORNIA,6,634680,San Leandro Unified,662.0,61.0,357.0,57.0,5.0,,660.0,23.0,391.0,23.0,13.0,25.0
CALIFORNIA,6,634710,San Lorenzo Unified,825.0,59.0,542.0,54.0,8.0,25.0,912.0,31.0,573.0,29.0,5.0,
CALIFORNIA,6,634740,San Lorenzo Valley Unified,323.0,64.0,84.0,57.0,7.0,25.0,294.0,47.0,68.0,42.0,6.0,25.0
CALIFORNIA,6,634770,San Lucas Union Elementary,8.0,25.0,8.0,25.0,,,9.0,25.0,9.0,25.0,,
CALIFORNIA,6,634800,San Luis Coastal Unified,529.0,77.0,195.0,62.0,45.0,64.0,558.0,64.0,187.0,52.0,41.0,34.0
CALIFORNIA,6,634860,San Marino Unified,231.0,48.0,6.0,25.0,,,254.0,48.0,8.0,25.0,,
CALIFORNIA,6,634880,San Marcos Unified,1453.0,82.0,666.0,71.0,15.0,25.0,1299.0,68.0,611.0,52.0,15.0,25.0
CALIFORNIA,6,634920,San Mateo-Foster City,1159.0,75.0,377.0,51.0,31.0,54.0,1009.0,37.0,333.0,11.0,29.0,10.0
CALIFORNIA,6,634980,San Mateo Union High,,,,,,,,,,,,
CALIFORNIA,6,635010,San Miguel Joint Union,61.0,77.0,38.0,74.0,4.0,,45.0,44.0,29.0,50.0,2.0,
CALIFORNIA,6,635040,San Pasqual Union Elementary,63.0,72.0,10.0,25.0,,,79.0,42.0,19.0,10.0,1.0,
CALIFORNIA,6,635070,San Pasqual Valley Unified,47.0,64.0,16.0,70.0,2.0,,50.0,15.0,5.0,,,
CALIFORNIA,6,635090,San Rafael City Elementary,437.0,81.0,273.0,72.0,96.0,77.0,346.0,37.0,203.0,17.0,67.0,17.0
CALIFORNIA,6,635110,San Rafael City High,,,,,,,,,,,,
CALIFORNIA,6,635130,San Ramon Valley Unified,2269.0,90.0,92.0,72.0,1.0,,2213.0,77.0,95.0,52.0,1.0,
CALIFORNIA,6,635220,San Ysidro Elementary,576.0,68.0,491.0,65.0,57.0,64.0,582.0,52.0,467.0,49.0,22.0,70.0
CALIFORNIA,6,635250,Sanger Unified,843.0,78.0,683.0,75.0,6.0,25.0,769.0,57.0,681.0,57.0,14.0,25.0
CALIFORNIA,6,635310,Santa Ana Unified,4398.0,73.0,4025.0,72.0,755.0,70.0,4153.0,39.0,3607.0,37.0,676.0,37.0
CALIFORNIA,6,635360,Santa Barbara Elementary,765.0,72.0,447.0,64.0,1.0,,1.0,,,,,
CALIFORNIA,6,635370,Santa Barbara Secondary,,,,,,,1507.0,57.0,651.0,44.0,1.0,
CALIFORNIA,6,635430,Santa Clara Unified,1220.0,78.0,547.0,66.0,16.0,50.0,991.0,49.0,457.0,37.0,19.0,30.0
CALIFORNIA,6,635490,Santa Clara Elementary,9.0,25.0,,,,,,,,,,
CALIFORNIA,6,635590,Santa Cruz City Elementary,357.0,77.0,144.0,62.0,14.0,25.0,,,,,,
CALIFORNIA,6,635600,Santa Cruz City High,2.0,,,,,,330.0,56.0,133.0,42.0,15.0,25.0
CALIFORNIA,6,635670,Santa Maria Joint Union High,,,,,,,,,,,,
CALIFORNIA,6,635700,Santa Monica-Malibu Unified,796.0,85.0,226.0,72.0,11.0,25.0,876.0,63.0,266.0,42.0,12.0,25.0
CALIFORNIA,6,635730,Santa Paula Elementary,409.0,77.0,324.0,74.0,33.0,84.0,312.0,37.0,247.0,32.0,52.0,34.0
CALIFORNIA,6,635760,Santa Paula Union High,,,,,,,,,,,,
CALIFORNIA,6,635790,Santa Rita Union Elementary,345.0,67.0,254.0,67.0,18.0,50.0,353.0,30.0,339.0,31.0,1.0,
CALIFORNIA,6,635810,Santa Rosa Elementary,677.0,69.0,456.0,62.0,16.0,50.0,36.0,54.0,8.0,25.0,,
CALIFORNIA,6,635830,Santa Rosa High,1.0,,,,,,1603.0,60.0,759.0,41.0,25.0,50.0
CALIFORNIA,6,635850,Santa Ynez Valley Union High,,,,,,,,,,,,
CALIFORNIA,6,635880,Santee Elementary,671.0,77.0,247.0,72.0,18.0,70.0,703.0,45.0,217.0,32.0,8.0,25.0
CALIFORNIA,6,635910,Saratoga Union Elementary,244.0,92.0,6.0,25.0,1.0,,329.0,90.0,3.0,,,
CALIFORNIA,6,635940,Saucelito Elementary,11.0,25.0,11.0,25.0,,,14.0,25.0,13.0,25.0,,
CALIFORNIA,6,635970,Saugus Union,1459.0,78.0,251.0,62.0,41.0,64.0,,,,,,
CALIFORNIA,6,636000,Sausalito Marin City,42.0,64.0,31.0,44.0,,,31.0,44.0,25.0,30.0,2.0,
CALIFORNIA,6,636030,Savanna Elementary,307.0,60.0,235.0,57.0,5.0,,,,,,,
CALIFORNIA,6,636100,Scotia Union Elementary,22.0,40.0,16.0,40.0,,,20.0,50.0,11.0,25.0,1.0,
CALIFORNIA,6,636180,Sebastopol Union Elementary,102.0,52.0,37.0,54.0,,,127.0,62.0,39.0,44.0,,
CALIFORNIA,6,636210,Seeley Union Elementary,43.0,84.0,43.0,84.0,,,47.0,34.0,46.0,34.0,1.0,
CALIFORNIA,6,636240,Seiad Elementary,4.0,,4.0,,,,1.0,,1.0,,,
CALIFORNIA,6,636270,Selma Unified,512.0,69.0,442.0,67.0,20.0,50.0,468.0,57.0,373.0,54.0,15.0,25.0
CALIFORNIA,6,636330,Semitropic Elementary,24.0,30.0,18.0,30.0,,,28.0,30.0,28.0,30.0,,
CALIFORNIA,6,636360,Sequoia Union Elementary,47.0,74.0,12.0,25.0,,,43.0,44.0,18.0,30.0,,
CALIFORNIA,6,636390,Sequoia Union High,,,,,,,,,,,,
CALIFORNIA,6,636420,Shaffer Union Elementary,27.0,70.0,17.0,70.0,1.0,,27.0,10.0,15.0,25.0,,
CALIFORNIA,6,636450,Shandon Joint Unified,27.0,70.0,8.0,25.0,7.0,25.0,12.0,25.0,4.0,,1.0,
