STNAM,FIPST,LEAID,LEANM,ALL_MTH04NUMVALID_1314,ALL_MTH04PCTPROF_1314,ECD_MTH04NUMVALID_1314,ECD_MTH04PCTPROF_1314,HOM_MTH04NUMVALID_1314,HOM_MTH04PCTPROF_1314,ALL_MTH08NUMVALID_1314,ALL_MTH08PCTPROF_1314,ECD_MTH08NUMVALID_1314,ECD_MTH08PCTPROF_1314,HOM_MTH08NUMVALID_1314,HOM_MTH08PCTPROF_1314
INDIANA,18,1808490,Orleans Community Schools,61.0,62.0,41.0,54.0,,,58.0,5.0,22.0,10.0,,
INDIANA,18,1808640,Paoli Community School Corp,127.0,77.0,75.0,72.0,,,129.0,77.0,69.0,72.0,,
INDIANA,18,1808760,Penn-Harris-Madison Sch Corp,751.0,91.0,225.0,82.0,2.0,,859.0,93.0,247.0,87.0,1.0,
INDIANA,18,1808820,M S D Perry Township,1119.0,77.0,709.0,72.0,31.0,64.0,996.0,83.0,610.0,79.0,27.0,70.0
INDIANA,18,1808850,Peru Community Schools,170.0,82.0,112.0,77.0,2.0,,185.0,92.0,121.0,87.0,4.0,
INDIANA,18,1808900,Pike County School Corp,141.0,82.0,68.0,77.0,1.0,,150.0,87.0,64.0,82.0,,
INDIANA,18,1808910,M S D Pike Township,907.0,81.0,635.0,80.0,13.0,25.0,848.0,80.0,517.0,75.0,15.0,25.0
INDIANA,18,1808940,Pioneer Regional School Corp,71.0,87.0,23.0,10.0,,,82.0,87.0,29.0,70.0,,
INDIANA,18,1808970,Plainfield Community Sch Corp,359.0,97.0,111.0,2.0,7.0,25.0,396.0,93.0,128.0,92.0,4.0,
INDIANA,18,1809000,East Porter County School Corp,176.0,2.0,43.0,5.0,4.0,,207.0,92.0,34.0,84.0,1.0,
INDIANA,18,1809060,Plymouth Community School Corp,212.0,82.0,135.0,82.0,1.0,,290.0,82.0,161.0,77.0,2.0,
INDIANA,18,1809120,John Glenn School Corporation,127.0,82.0,62.0,82.0,,,134.0,82.0,55.0,74.0,,
INDIANA,18,1809150,Portage Township Schools,615.0,89.0,353.0,84.0,23.0,10.0,601.0,90.0,324.0,88.0,13.0,25.0
INDIANA,18,1809180,Porter Township School Corp,105.0,82.0,21.0,70.0,,,117.0,82.0,27.0,70.0,,
INDIANA,18,1809300,Prairie Heights Com Sch Corp,95.0,82.0,44.0,74.0,4.0,,109.0,87.0,48.0,84.0,,
INDIANA,18,1809360,West Central School Corp,53.0,74.0,32.0,64.0,,,67.0,77.0,36.0,64.0,,
INDIANA,18,1809370,West Clark Community Schools,297.0,82.0,107.0,72.0,3.0,,375.0,85.0,139.0,82.0,6.0,25.0
INDIANA,18,1809420,Rensselaer Central School Corp,99.0,87.0,52.0,84.0,,,145.0,82.0,64.0,72.0,1.0,
INDIANA,18,1809480,Richland-Bean Blossom C S C,234.0,82.0,83.0,77.0,1.0,,204.0,77.0,74.0,67.0,1.0,
INDIANA,18,1809510,Richmond Community Schools,374.0,75.0,287.0,72.0,5.0,,355.0,74.0,269.0,72.0,2.0,
INDIANA,18,1809600,Rising Sun-Ohio Co Com,60.0,74.0,22.0,50.0,,,67.0,82.0,28.0,70.0,,
INDIANA,18,1809630,Rochester Community Sch Corp,145.0,87.0,83.0,82.0,1.0,,131.0,87.0,60.0,5.0,,
INDIANA,18,1809690,Merrillville Community School,505.0,83.0,311.0,78.0,,,526.0,62.0,302.0,54.0,5.0,
INDIANA,18,1809720,Rossville Con School District,67.0,92.0,20.0,10.0,,,82.0,92.0,26.0,10.0,,
INDIANA,18,1809750,Rush County Schools,173.0,82.0,91.0,77.0,,,188.0,82.0,82.0,77.0,,
INDIANA,18,1809810,Salem Community Schools,157.0,82.0,92.0,72.0,3.0,,139.0,72.0,67.0,67.0,3.0,
INDIANA,18,1809840,Daleville Community Schools,67.0,92.0,29.0,10.0,,,75.0,87.0,28.0,70.0,,
INDIANA,18,1809990,Scott County School District 1,78.0,77.0,57.0,84.0,1.0,,94.0,92.0,68.0,87.0,,
INDIANA,18,1810020,Scott County School District 2,194.0,77.0,108.0,72.0,10.0,25.0,211.0,77.0,101.0,72.0,4.0,
INDIANA,18,1810080,Seymour Community Schools,307.0,90.0,200.0,87.0,11.0,25.0,298.0,77.0,141.0,67.0,5.0,
INDIANA,18,1810110,M S D Shakamak Schools,50.0,84.0,31.0,74.0,,,52.0,74.0,27.0,70.0,,
INDIANA,18,1810140,Shelbyville Central Schools,260.0,87.0,162.0,87.0,4.0,,289.0,92.0,166.0,87.0,16.0,70.0
INDIANA,18,1810170,Shoals Community School Corp,43.0,84.0,24.0,10.0,,,39.0,74.0,27.0,70.0,,
INDIANA,18,1810230,Smith-Green Community Schools,90.0,72.0,25.0,70.0,,,88.0,82.0,25.0,70.0,,
INDIANA,18,1810260,South Adams Schools,96.0,92.0,46.0,5.0,,,106.0,92.0,50.0,84.0,,
INDIANA,18,1810290,South Bend Community Sch Corp,1379.0,65.0,1030.0,59.0,14.0,25.0,1293.0,71.0,913.0,68.0,9.0,25.0
INDIANA,18,1810350,South Gibson School Corp,136.0,77.0,36.0,54.0,,,162.0,87.0,38.0,74.0,,
INDIANA,18,1810360,South Harrison Com Schools,216.0,82.0,101.0,82.0,10.0,25.0,234.0,87.0,97.0,77.0,2.0,
INDIANA,18,1810380,South Henry School Corp,55.0,84.0,33.0,74.0,,,72.0,72.0,36.0,64.0,,
INDIANA,18,1810410,South Knox School Corp,89.0,2.0,25.0,10.0,,,86.0,77.0,30.0,70.0,,
INDIANA,18,1810440,South Madison Com Sch Corp,355.0,83.0,114.0,72.0,1.0,,395.0,90.0,131.0,82.0,,
INDIANA,18,1810450,South Montgomery Com Sch Corp,121.0,92.0,49.0,84.0,2.0,,157.0,87.0,58.0,74.0,1.0,
INDIANA,18,1810470,South Newton School Corp,63.0,87.0,35.0,84.0,,,71.0,77.0,33.0,64.0,,
INDIANA,18,1810500,South Putnam Community Schools,76.0,87.0,35.0,84.0,2.0,,85.0,2.0,40.0,5.0,,
INDIANA,18,1810530,South Ripley Com Sch Corp,89.0,82.0,52.0,84.0,1.0,,87.0,2.0,49.0,5.0,3.0,
INDIANA,18,1810560,South Spencer County Sch Corp,109.0,87.0,51.0,84.0,,,89.0,82.0,45.0,74.0,,
INDIANA,18,1810590,South Vermillion Com Sch Corp,138.0,87.0,64.0,82.0,2.0,,143.0,82.0,66.0,77.0,,
INDIANA,18,1810620,Southeast Fountain School Corp,86.0,77.0,43.0,74.0,2.0,,91.0,87.0,44.0,74.0,,
INDIANA,18,1810640,Southeast Dubois Co Sch Corp,108.0,2.0,30.0,10.0,,,101.0,92.0,16.0,70.0,,
INDIANA,18,1810650,Hamilton Southeastern Schools,1675.0,92.0,233.0,82.0,6.0,25.0,1641.0,95.0,227.0,87.0,,
INDIANA,18,1810680,Southeastern School Corp,85.0,82.0,38.0,74.0,1.0,,111.0,77.0,30.0,50.0,2.0,
INDIANA,18,1810710,Southern Hancock Co Com Sch Corp,228.0,87.0,47.0,84.0,,,262.0,87.0,44.0,74.0,,
INDIANA,18,1810740,Randolph Southern School Corp,35.0,84.0,15.0,25.0,,,52.0,5.0,21.0,10.0,,
INDIANA,18,1810770,Southern Wells Com Schools,62.0,72.0,19.0,70.0,,,61.0,82.0,24.0,70.0,,
INDIANA,18,1810800,Southwestern-Jefferson Co Con,111.0,87.0,65.0,82.0,,,93.0,87.0,44.0,84.0,,
INDIANA,18,1810830,Southwestern Con Sch Shelby Co,40.0,5.0,11.0,25.0,,,47.0,84.0,19.0,10.0,,
INDIANA,18,1810860,Southwest School Corp,125.0,82.0,64.0,82.0,,,149.0,82.0,69.0,77.0,,
INDIANA,18,1810870,Southwest Dubois Co Sch Corp,124.0,2.0,66.0,2.0,,,130.0,2.0,52.0,5.0,,
INDIANA,18,1810900,Southwest Parke Com Sch Corp,77.0,92.0,48.0,5.0,,,63.0,77.0,35.0,74.0,,
INDIANA,18,1810920,School Town of Speedway,128.0,92.0,86.0,87.0,4.0,,111.0,2.0,51.0,5.0,1.0,
INDIANA,18,1810950,Spencer-Owen Community Schools,201.0,77.0,111.0,67.0,10.0,25.0,221.0,82.0,108.0,77.0,6.0,25.0
INDIANA,18,1810980,Springs Valley Com School Corp,62.0,92.0,40.0,5.0,,,74.0,92.0,32.0,84.0,,
INDIANA,18,1811100,M S D Steuben County,227.0,87.0,127.0,82.0,,,222.0,82.0,95.0,77.0,,
INDIANA,18,1811190,Sunman-Dearborn Com Sch Corp,297.0,87.0,71.0,82.0,,,319.0,92.0,64.0,87.0,2.0,
INDIANA,18,1811220,Switzerland County School Corp,117.0,77.0,70.0,72.0,2.0,,109.0,92.0,59.0,5.0,1.0,
INDIANA,18,1811250,Taylor Community School Corp,87.0,57.0,54.0,54.0,,,114.0,72.0,60.0,64.0,,
INDIANA,18,1811260,Tell City-Troy Twp School Corp,125.0,92.0,51.0,84.0,11.0,25.0,96.0,92.0,46.0,5.0,2.0,
INDIANA,18,1811340,Tippecanoe School Corp,944.0,86.0,375.0,77.0,12.0,25.0,938.0,88.0,318.0,75.0,2.0,
INDIANA,18,1811370,Tippecanoe Valley School Corp,150.0,82.0,94.0,72.0,2.0,,163.0,62.0,92.0,52.0,,
INDIANA,18,1811400,Tipton Community School Corp,130.0,87.0,55.0,84.0,,,137.0,87.0,43.0,84.0,,
INDIANA,18,1811430,Tri-County School Corp,48.0,84.0,17.0,70.0,,,64.0,82.0,24.0,70.0,,
INDIANA,18,1811460,Tri-Creek School Corporation,235.0,82.0,58.0,74.0,1.0,,312.0,86.0,80.0,77.0,3.0,
INDIANA,18,1811490,Triton School Corporation,59.0,5.0,28.0,10.0,1.0,,80.0,87.0,32.0,84.0,,
INDIANA,18,1811580,Twin Lakes School Corp,165.0,87.0,85.0,82.0,1.0,,205.0,82.0,101.0,77.0,,
INDIANA,18,1811610,Union Co/Clg Corner Joint Sch Dist,109.0,87.0,49.0,84.0,1.0,,124.0,92.0,58.0,84.0,,
INDIANA,18,1811700,Union Township School Corp,108.0,92.0,25.0,10.0,2.0,,133.0,87.0,26.0,10.0,2.0,
INDIANA,18,1811730,Union School Corporation,25.0,10.0,17.0,10.0,,,31.0,84.0,18.0,10.0,,
INDIANA,18,1811910,Union-North United School Corp,82.0,92.0,51.0,5.0,1.0,,91.0,67.0,38.0,54.0,,
INDIANA,18,1811970,Valparaiso Community Schools,417.0,94.0,119.0,87.0,5.0,,503.0,88.0,138.0,77.0,1.0,
INDIANA,18,1812060,Crothersville Community Schools,41.0,84.0,22.0,10.0,1.0,,38.0,5.0,21.0,10.0,,
INDIANA,18,1812090,Vigo County School Corp,1162.0,83.0,669.0,75.0,19.0,70.0,1097.0,80.0,564.0,69.0,14.0,25.0
INDIANA,18,1812120,Vincennes Community Sch Corp,191.0,82.0,126.0,77.0,2.0,,209.0,87.0,107.0,77.0,1.0,
INDIANA,18,1812150,Wabash City Schools,98.0,82.0,63.0,77.0,1.0,,106.0,82.0,62.0,77.0,,
INDIANA,18,1812180,M S D Wabash County Schools,157.0,72.0,75.0,67.0,,,178.0,72.0,65.0,62.0,,
INDIANA,18,1812240,Wa-Nee Community Schools,228.0,87.0,86.0,82.0,,,232.0,2.0,88.0,92.0,,
INDIANA,18,1812360,M S D Warren Township,867.0,78.0,684.0,76.0,36.0,74.0,901.0,72.0,648.0,70.0,45.0,54.0
INDIANA,18,1812390,Warrick County School Corp,755.0,90.0,254.0,87.0,2.0,,815.0,87.0,260.0,82.0,3.0,
INDIANA,18,1812420,Warsaw Community Schools,565.0,87.0,311.0,81.0,,,558.0,80.0,248.0,72.0,5.0,
INDIANA,18,1812450,Washington Com Schools,184.0,77.0,128.0,72.0,,,174.0,77.0,99.0,72.0,,
INDIANA,18,1812720,M S D Washington Township,804.0,81.0,527.0,75.0,65.0,67.0,888.0,81.0,504.0,72.0,55.0,64.0
INDIANA,18,1812810,M S D Wayne Township,1177.0,74.0,945.0,73.0,52.0,64.0,1137.0,72.0,862.0,69.0,56.0,54.0
INDIANA,18,1812870,West Lafayette Com School Corp,198.0,92.0,28.0,10.0,,,163.0,92.0,16.0,50.0,,
INDIANA,18,1812880,Frankton-Lapel Community Schs,233.0,87.0,91.0,82.0,,,221.0,87.0,84.0,77.0,,
INDIANA,18,1812900,West Noble School Corporation,190.0,87.0,135.0,82.0,1.0,,190.0,82.0,131.0,77.0,1.0,
INDIANA,18,1812930,West Washington School Corp,50.0,5.0,22.0,10.0,,,58.0,5.0,31.0,5.0,,
INDIANA,18,1812990,Western Boone Co Com Sch Dist,122.0,87.0,53.0,74.0,,,141.0,92.0,48.0,84.0,1.0,
INDIANA,18,1813050,Western Wayne Schools,75.0,77.0,45.0,64.0,,,89.0,72.0,47.0,64.0,,
INDIANA,18,1813080,Westfield-Washington Schools,580.0,91.0,97.0,77.0,,,566.0,91.0,117.0,77.0,1.0,
INDIANA,18,1813110,Westview School Corporation,209.0,82.0,97.0,72.0,1.0,,215.0,92.0,63.0,87.0,1.0,
INDIANA,18,1813200,Whiting School City,74.0,72.0,47.0,74.0,,,86.0,82.0,55.0,74.0,,
INDIANA,18,1813230,Whitko Community School Corp,133.0,82.0,64.0,82.0,,,113.0,67.0,46.0,54.0,,
IOWA,19,1900006,North Fayette Comm School District,51.0,84.0,28.0,70.0,,,1.0,,,,,
IOWA,19,1900009,Colfax-Mingo Comm School District,52.0,74.0,20.0,70.0,,,52.0,84.0,23.0,10.0,,
IOWA,19,1900015,Sibley-Ocheyedan Comm School District,52.0,84.0,18.0,70.0,,,63.0,77.0,21.0,50.0,,
IOWA,19,1900021,Okoboji Comm School District,81.0,87.0,33.0,74.0,1.0,,57.0,74.0,18.0,70.0,1.0,
IOWA,19,1900022,Union Comm School District,94.0,82.0,32.0,64.0,,,94.0,77.0,32.0,64.0,,
IOWA,19,1900023,Sioux Central Comm School District,33.0,74.0,14.0,25.0,,,60.0,84.0,22.0,70.0,,
IOWA,19,1900024,Southern Cal Comm School District,,,,,,,,,,,,
IOWA,19,1900025,Panorama Comm School District,61.0,72.0,23.0,70.0,,,54.0,84.0,18.0,70.0,,
IOWA,19,1900026,South O'Brien Comm School District,39.0,5.0,16.0,10.0,,,49.0,84.0,15.0,25.0,,
IOWA,19,1900027,Riverside Comm School District,36.0,74.0,17.0,70.0,,,41.0,74.0,22.0,70.0,1.0,
IOWA,19,1900028,Prairie Valley Comm School District,44.0,5.0,18.0,10.0,,,43.0,74.0,16.0,50.0,,
IOWA,19,1900031,Albert City-Truesdale Comm School District,8.0,25.0,5.0,,,,,,,,,
IOWA,19,1900032,Alden Comm School District,23.0,10.0,5.0,,,,,,,,,
IOWA,19,1900040,East Marshall Comm School District,68.0,92.0,24.0,10.0,,,78.0,87.0,28.0,70.0,,
IOWA,19,1900060,GMG Comm School District,42.0,84.0,16.0,10.0,,,33.0,5.0,11.0,25.0,,
IOWA,19,1903060,AGWSR Comm School District,41.0,74.0,21.0,70.0,,,43.0,84.0,12.0,25.0,,
IOWA,19,1903090,Adair-Casey Comm School District,31.0,5.0,9.0,25.0,,,19.0,10.0,6.0,25.0,,
IOWA,19,1903150,Adel DeSoto Minburn Comm School District,104.0,82.0,26.0,70.0,,,125.0,92.0,24.0,10.0,,
IOWA,19,1903220,Akron Westfield Comm School District,41.0,84.0,15.0,25.0,,,35.0,74.0,12.0,25.0,,
IOWA,19,1903270,Albia Comm School District,86.0,77.0,43.0,74.0,,,82.0,72.0,26.0,50.0,,
IOWA,19,1903300,Alburnett Comm School District,44.0,84.0,11.0,25.0,,,45.0,84.0,10.0,25.0,,
IOWA,19,1903360,Algona Comm School District,96.0,82.0,39.0,64.0,1.0,,105.0,87.0,29.0,70.0,,
IOWA,19,1903390,Allamakee Comm School District,70.0,82.0,40.0,84.0,,,76.0,87.0,37.0,74.0,,
IOWA,19,1903450,North Butler Comm School District,47.0,5.0,13.0,25.0,,,45.0,84.0,16.0,70.0,,
IOWA,19,1903480,Alta Comm School District,34.0,74.0,12.0,25.0,,,,,,,,
IOWA,19,1903540,Ames Comm School District,359.0,84.0,118.0,62.0,11.0,25.0,333.0,90.0,78.0,77.0,6.0,25.0
IOWA,19,1903570,Anamosa Comm School District,82.0,82.0,33.0,74.0,1.0,,97.0,77.0,39.0,54.0,,
IOWA,19,1903630,Andrew Comm School District,23.0,70.0,18.0,70.0,,,19.0,70.0,10.0,25.0,,
IOWA,19,1903690,Ankeny Comm School District,809.0,89.0,131.0,72.0,6.0,25.0,686.0,94.0,87.0,82.0,4.0,
IOWA,19,1903750,Aplington-Parkersburg Comm School District,56.0,84.0,18.0,70.0,,,70.0,87.0,23.0,10.0,,
IOWA,19,1903780,Ar-We-Va Comm School District,16.0,70.0,8.0,25.0,,,17.0,10.0,4.0,,,
IOWA,19,1903850,Armstrong-Ringsted Comm School District,,,,,,,,,,,,
IOWA,19,1903930,Atlantic Comm School District,100.0,82.0,55.0,74.0,,,121.0,82.0,51.0,64.0,,
IOWA,19,1903960,Audubon Comm School District,39.0,84.0,10.0,25.0,,,34.0,5.0,14.0,25.0,,
IOWA,19,1904020,Aurelia Comm School District,14.0,25.0,4.0,,,,55.0,74.0,25.0,50.0,,
IOWA,19,1904080,A-H-S-T Comm School District,35.0,84.0,18.0,70.0,,,57.0,84.0,21.0,70.0,,
IOWA,19,1904200,Ballard Comm School District,108.0,77.0,21.0,50.0,,,139.0,77.0,30.0,70.0,,
IOWA,19,1904320,Battle Creek-Ida Grove Comm School District,54.0,84.0,18.0,70.0,,,5.0,,,,,
IOWA,19,1904380,Baxter Comm School District,26.0,10.0,9.0,25.0,,,32.0,84.0,5.0,,,
IOWA,19,1904440,BCLUW Comm School District,46.0,5.0,16.0,10.0,,,47.0,84.0,11.0,25.0,,
IOWA,19,1904560,Bedford Comm School District,36.0,84.0,19.0,10.0,,,34.0,84.0,17.0,10.0,,
IOWA,19,1904620,Belle Plaine Comm School District,55.0,64.0,29.0,70.0,,,41.0,74.0,15.0,25.0,,
IOWA,19,1904650,Bellevue Comm School District,40.0,5.0,14.0,25.0,,,39.0,84.0,13.0,25.0,,
IOWA,19,1904680,Belmond-Klemme Comm School District,66.0,92.0,36.0,84.0,,,55.0,74.0,33.0,64.0,,
IOWA,19,1904740,Bennett Comm School District,13.0,25.0,2.0,,,,,,,,,
IOWA,19,1904830,Benton Comm School District,118.0,82.0,35.0,64.0,,,110.0,72.0,28.0,70.0,,
IOWA,19,1904860,Bettendorf Comm School District,332.0,90.0,108.0,87.0,10.0,25.0,333.0,77.0,98.0,52.0,6.0,25.0
IOWA,19,1904950,Eddyville-Blakesburg- Fremont CSD,70.0,82.0,30.0,70.0,1.0,,66.0,77.0,32.0,74.0,,
IOWA,19,1905070,Bondurant-Farrar Comm School District,126.0,82.0,30.0,70.0,,,118.0,82.0,22.0,70.0,,
IOWA,19,1905130,Boone Comm School District,128.0,87.0,58.0,84.0,,,184.0,77.0,55.0,64.0,,
IOWA,19,1905190,Boyden-Hull Comm School District,52.0,74.0,17.0,70.0,,,47.0,84.0,18.0,70.0,,
IOWA,19,1905430,West Hancock Comm School District,46.0,74.0,23.0,70.0,,,34.0,74.0,16.0,70.0,,
IOWA,19,1905490,Brooklyn-Guernsey-Malcom Comm School District,36.0,84.0,13.0,25.0,,,34.0,84.0,10.0,25.0,,
IOWA,19,1905750,North Iowa Comm School District,35.0,5.0,14.0,25.0,,,33.0,74.0,13.0,25.0,,
IOWA,19,1905790,Burlington Comm School District,316.0,75.0,200.0,67.0,3.0,,308.0,64.0,190.0,52.0,3.0,
IOWA,19,1905940,CAM Comm School District,45.0,84.0,19.0,70.0,,,71.0,72.0,31.0,64.0,,
IOWA,19,1905970,CAL Comm School District,18.0,70.0,11.0,25.0,,,20.0,50.0,7.0,25.0,,
IOWA,19,1906000,Calamus-Wheatland Comm School District,29.0,70.0,13.0,25.0,,,34.0,5.0,9.0,25.0,,
IOWA,19,1906060,Camanche Comm School District,75.0,77.0,33.0,64.0,,,90.0,67.0,35.0,64.0,,
IOWA,19,1906240,Cardinal Comm School District,43.0,64.0,24.0,50.0,,,40.0,44.0,27.0,30.0,,
IOWA,19,1906270,Carlisle Comm School District,137.0,87.0,37.0,84.0,,,155.0,87.0,45.0,64.0,,
IOWA,19,1906330,Carroll Comm School District,122.0,82.0,49.0,74.0,,,135.0,82.0,43.0,74.0,,
IOWA,19,1906510,Cedar Falls Comm School District,431.0,87.0,110.0,77.0,10.0,25.0,360.0,88.0,72.0,72.0,1.0,
IOWA,19,1906540,Cedar Rapids Comm School District,1181.0,75.0,575.0,61.0,19.0,70.0,1195.0,67.0,553.0,49.0,22.0,30.0
IOWA,19,1906660,Center Point-Urbana Comm School District,116.0,87.0,20.0,10.0,,,114.0,92.0,14.0,25.0,,
IOWA,19,1906750,Centerville Comm School District,97.0,87.0,40.0,84.0,,,105.0,72.0,45.0,74.0,,
IOWA,19,1906780,Central City Comm School District,33.0,74.0,8.0,25.0,,,30.0,10.0,10.0,25.0,,
IOWA,19,1906810,Central Clinton Comm School District,107.0,82.0,34.0,74.0,,,108.0,82.0,33.0,74.0,,
IOWA,19,1906840,Central Comm School District,31.0,84.0,8.0,25.0,,,38.0,64.0,13.0,25.0,,
IOWA,19,1906900,Central Decatur Comm School District,60.0,84.0,36.0,84.0,,,44.0,64.0,31.0,64.0,,
IOWA,19,1906930,Central Lee Comm School District,80.0,87.0,27.0,10.0,,,87.0,72.0,27.0,50.0,,
IOWA,19,1906960,Central Lyon Comm School District,45.0,84.0,12.0,25.0,,,43.0,74.0,16.0,50.0,,
IOWA,19,1907050,Chariton Comm School District,91.0,77.0,58.0,74.0,,,106.0,62.0,59.0,54.0,,
IOWA,19,1907080,Charles City Comm School District,101.0,67.0,61.0,52.0,2.0,,131.0,82.0,69.0,77.0,1.0,
IOWA,19,1907110,Charter Oak-Ute Comm School District,23.0,70.0,13.0,25.0,,,22.0,50.0,12.0,25.0,,
IOWA,19,1907170,Cherokee Comm School District,72.0,82.0,28.0,70.0,,,82.0,82.0,33.0,74.0,,
IOWA,19,1907350,Clarinda Comm School District,67.0,77.0,27.0,50.0,,,69.0,82.0,34.0,74.0,,
IOWA,19,1907380,Clarion-Goldfield Comm School District,68.0,87.0,33.0,74.0,,,73.0,82.0,36.0,74.0,,
IOWA,19,1907410,Clarke Comm School District,94.0,77.0,60.0,74.0,1.0,,102.0,72.0,57.0,54.0,,
IOWA,19,1907440,Clarksville Comm School District,22.0,10.0,11.0,25.0,,,22.0,70.0,7.0,25.0,,
IOWA,19,1907470,Clay Central-Everly Comm School District,28.0,10.0,12.0,25.0,,,25.0,70.0,9.0,25.0,,
IOWA,19,1907590,Clear Creek Amana Comm School District,154.0,77.0,37.0,54.0,2.0,,113.0,67.0,20.0,50.0,2.0,
IOWA,19,1907620,Clear Lake Comm School District,95.0,92.0,29.0,10.0,,,112.0,77.0,28.0,50.0,2.0,
IOWA,19,1907650,Clearfield Comm School District,3.0,,3.0,,,,6.0,25.0,3.0,,,
IOWA,19,1907710,Clinton Comm School District,240.0,82.0,149.0,82.0,2.0,,262.0,62.0,151.0,52.0,4.0,
IOWA,19,1907860,College Comm School District,393.0,82.0,114.0,67.0,7.0,25.0,391.0,83.0,100.0,67.0,5.0,
IOWA,19,1907900,Collins-Maxwell Comm School District,33.0,74.0,12.0,25.0,,,39.0,74.0,9.0,25.0,,
IOWA,19,1907920,Colo-NESCO School Comm School District,41.0,84.0,21.0,70.0,,,32.0,74.0,13.0,25.0,,
IOWA,19,1907980,Columbus Comm School District,54.0,54.0,40.0,54.0,2.0,,57.0,44.0,44.0,44.0,,
IOWA,19,1908070,Coon Rapids-Bayard Comm School District,32.0,74.0,15.0,25.0,,,32.0,74.0,15.0,25.0,,
IOWA,19,1908130,Corning Comm School District,32.0,74.0,15.0,25.0,,,,,,,,
IOWA,19,1908190,Corwith-Wesley Comm School District,,,,,,,12.0,25.0,7.0,25.0,,
IOWA,19,1908220,Council Bluffs Comm School District,621.0,71.0,375.0,66.0,28.0,50.0,596.0,61.0,331.0,58.0,33.0,54.0
IOWA,19,1908310,Creston Comm School District,90.0,62.0,54.0,54.0,,,110.0,82.0,63.0,77.0,,
IOWA,19,1908520,Dallas Center-Grimes Comm School District,184.0,92.0,38.0,74.0,,,183.0,87.0,37.0,64.0,,
IOWA,19,1908550,Danville Comm School District,45.0,5.0,12.0,25.0,,,38.0,84.0,7.0,25.0,,
IOWA,19,1908580,Davenport Comm School District,1230.0,67.0,816.0,57.0,7.0,25.0,1121.0,63.0,710.0,51.0,9.0,25.0
IOWA,19,1908610,Davis County Comm School District,89.0,77.0,34.0,64.0,,,85.0,77.0,31.0,64.0,,
IOWA,19,1908730,Decorah Community School District,124.0,92.0,41.0,84.0,,,113.0,92.0,37.0,84.0,,
IOWA,19,1908880,Delwood Comm School District,20.0,10.0,8.0,25.0,,,,,,,,
IOWA,19,1908910,Denison Comm School District,150.0,72.0,117.0,67.0,,,155.0,72.0,108.0,62.0,,
IOWA,19,1908940,Denver Comm School District,56.0,5.0,10.0,25.0,,,50.0,5.0,7.0,25.0,,
IOWA,19,1908970,Des Moines Independent Comm School District,2491.0,63.0,1731.0,56.0,55.0,44.0,2280.0,57.0,1533.0,47.0,27.0,30.0
IOWA,19,1909060,Diagonal Comm School District,4.0,,,,,,7.0,25.0,2.0,,,
IOWA,19,1909120,Dike-New Hartford Comm School District,59.0,74.0,14.0,25.0,,,63.0,82.0,20.0,10.0,,
IOWA,19,1909450,Dows Comm School District,,,,,,,,,,,,
IOWA,19,1909480,Dubuque Comm School District,746.0,80.0,307.0,68.0,10.0,25.0,781.0,74.0,290.0,52.0,8.0,25.0
IOWA,19,1909540,Dunkerton Comm School District,40.0,84.0,13.0,25.0,,,40.0,54.0,17.0,30.0,,
IOWA,19,1909570,Boyer Valley Comm School District,33.0,64.0,16.0,50.0,,,36.0,84.0,12.0,25.0,,
IOWA,19,1909600,Durant Comm School District,54.0,84.0,15.0,25.0,,,51.0,54.0,18.0,30.0,,
IOWA,19,1909990,Eagle Grove Comm School District,57.0,84.0,40.0,5.0,,,58.0,74.0,28.0,70.0,,
IOWA,19,1910050,Earlham Comm School District,54.0,84.0,10.0,25.0,,,53.0,84.0,10.0,25.0,,
IOWA,19,1910110,East Buchanan Comm School District,37.0,84.0,18.0,70.0,,,53.0,74.0,13.0,25.0,,
IOWA,19,1910130,Easton Valley Comm School District,37.0,5.0,5.0,,,,38.0,64.0,17.0,50.0,,
IOWA,19,1910200,East Greene Comm School District,8.0,25.0,7.0,25.0,,,,,,,,
IOWA,19,1910340,River Valley Comm School District,30.0,70.0,19.0,70.0,,,32.0,74.0,14.0,25.0,,
IOWA,19,1910350,East Union Comm School District,42.0,74.0,20.0,70.0,,,39.0,64.0,16.0,50.0,,
IOWA,19,1910410,Eastern Allamakee Comm School District,31.0,84.0,10.0,25.0,,,21.0,10.0,8.0,25.0,,
IOWA,19,1910500,Edgewood-Colesburg Comm School District,48.0,5.0,25.0,10.0,,,44.0,64.0,14.0,25.0,,
IOWA,19,1910690,Eldora-New Providence Comm School District,44.0,84.0,29.0,10.0,,,,,,,,
IOWA,19,1910710,Elk Horn-Kimballton Comm School District,,,,,,,,,,,,
IOWA,19,1910950,Emmetsburg Comm School District,55.0,74.0,19.0,70.0,,,55.0,64.0,30.0,70.0,,
IOWA,19,1910980,English Valleys Comm School District,37.0,74.0,13.0,25.0,1.0,,28.0,70.0,11.0,25.0,,
IOWA,19,1911040,Essex Comm School District,16.0,10.0,8.0,25.0,,,18.0,10.0,6.0,25.0,,
IOWA,19,1911070,Estherville Lincoln Central Com Sch Dist,115.0,62.0,51.0,44.0,,,109.0,72.0,49.0,54.0,,
IOWA,19,1911250,Exira Comm School District,30.0,10.0,17.0,70.0,,,25.0,70.0,10.0,25.0,,
