STNAM,FIPST,LEAID,leanm11,ALL_MTH04numvalid_1112,ALL_MTH04pctprof_1112,ECD_MTH04numvalid_1112,ECD_MTH04pctprof_1112,HOM_MTH04numvalid_1112,HOM_MTH04pctprof_1112,ALL_MTH08numvalid_1112,ALL_MTH08pctprof_1112,ECD_MTH08numvalid_1112,ECD_MTH08pctprof_1112,HOM_MTH08numvalid_1112,HOM_MTH08pctprof_1112
NEW YORK,36,3605610,BROCTON CENTRAL SCHOOL DISTRICT,44.0,74.0,27.0,70.0,,,48.0,44.0,28.0,30.0,,
NEW YORK,36,3605640,BRONXVILLE UNION FREE SCHOOL DISTRICT,126.0,48.0,,,,,120.0,92.0,,,,
NEW YORK,36,3605670,BROOKFIELD CENTRAL SCHOOL DISTRICT,21.0,70.0,4.0,,,,22.0,50.0,11.0,25.0,,
NEW YORK,36,3605820,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,59.0,74.0,34.0,64.0,,,57.0,44.0,35.0,44.0,2.0,
NEW YORK,36,3605850,BUFFALO CITY SCHOOL DISTRICT,2455.0,38.0,2235.0,35.0,61.0,32.0,2347.0,25.0,2073.0,21.0,55.0,24.0
NEW YORK,36,3605940,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,220.0,87.0,24.0,70.0,,,266.0,82.0,28.0,70.0,,
NEW YORK,36,3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,191.0,92.0,4.0,,,,223.0,48.0,5.0,,,
NEW YORK,36,3606090,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,86.0,87.0,37.0,84.0,,,84.0,72.0,29.0,50.0,,
NEW YORK,36,3606160,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,96.0,57.0,55.0,44.0,,,125.0,62.0,73.0,57.0,,
NEW YORK,36,3606180,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,72.0,72.0,21.0,50.0,,,68.0,77.0,17.0,50.0,,
NEW YORK,36,3606210,CAMBRIDGE CENTRAL SCHOOL DISTRICT,68.0,77.0,26.0,70.0,2.0,,75.0,77.0,21.0,70.0,1.0,
NEW YORK,36,3606240,CAMDEN CENTRAL SCHOOL DISTRICT,167.0,72.0,96.0,62.0,,,179.0,57.0,90.0,42.0,,
NEW YORK,36,3606300,CANAJOHARIE CENTRAL SCHOOL DISTRICT,63.0,82.0,33.0,74.0,1.0,,77.0,72.0,31.0,74.0,,
NEW YORK,36,3606330,CANANDAIGUA CITY SCHOOL DISTRICT,305.0,77.0,100.0,67.0,1.0,,295.0,82.0,83.0,67.0,1.0,
NEW YORK,36,3606360,CANASERAGA CENTRAL SCHOOL DISTRICT,19.0,70.0,13.0,25.0,,,22.0,50.0,10.0,25.0,,
NEW YORK,36,3606390,CANASTOTA CENTRAL SCHOOL DISTRICT,101.0,47.0,49.0,34.0,,,120.0,62.0,49.0,44.0,,
NEW YORK,36,3606420,CANDOR CENTRAL SCHOOL DISTRICT,58.0,54.0,24.0,50.0,,,88.0,57.0,47.0,54.0,,
NEW YORK,36,3606470,CANTON CENTRAL SCHOOL DISTRICT,104.0,67.0,43.0,44.0,1.0,,111.0,62.0,45.0,54.0,1.0,
NEW YORK,36,3606500,SPACKENKILL UNION FREE SCHOOL DISTRICT,92.0,72.0,12.0,25.0,,,147.0,82.0,23.0,70.0,,
NEW YORK,36,3606540,CARLE PLACE UNION FREE SCHOOL DISTRICT,109.0,87.0,14.0,25.0,,,104.0,87.0,26.0,40.0,,
NEW YORK,36,3606570,CARMEL CENTRAL SCHOOL DISTRICT,337.0,82.0,71.0,77.0,,,372.0,76.0,76.0,57.0,,
NEW YORK,36,3606630,CARTHAGE CENTRAL SCHOOL DISTRICT,287.0,72.0,152.0,62.0,,,222.0,67.0,90.0,57.0,,
NEW YORK,36,3606660,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,80.0,77.0,40.0,74.0,,,84.0,47.0,44.0,34.0,,
NEW YORK,36,3606690,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,84.0,82.0,42.0,64.0,,,81.0,67.0,33.0,54.0,,
NEW YORK,36,3606720,CATSKILL CENTRAL SCHOOL DISTRICT,110.0,67.0,55.0,54.0,4.0,,122.0,47.0,58.0,44.0,4.0,
NEW YORK,36,3606780,CAZENOVIA CENTRAL SCHOOL DISTRICT,116.0,92.0,20.0,40.0,,,129.0,87.0,18.0,70.0,,
NEW YORK,36,3606840,CENTER MORICHES UNION FREE SCHOOL DISTRICT,115.0,82.0,20.0,70.0,,,124.0,77.0,28.0,70.0,,
NEW YORK,36,3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,502.0,47.0,386.0,45.0,18.0,50.0,453.0,29.0,311.0,28.0,8.0,25.0
NEW YORK,36,3606900,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,315.0,70.0,130.0,62.0,,,308.0,67.0,120.0,57.0,,
NEW YORK,36,3606990,CHAPPAQUA CENTRAL SCHOOL DISTRICT,341.0,97.0,7.0,25.0,,,329.0,95.0,9.0,25.0,,
NEW YORK,36,3607020,GRAND ISLAND CENTRAL SCHOOL DISTRICT,227.0,77.0,49.0,64.0,,,259.0,72.0,59.0,54.0,,
NEW YORK,36,3607050,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,18.0,70.0,8.0,25.0,,,28.0,70.0,15.0,25.0,,
NEW YORK,36,3607080,CHATEAUGAY CENTRAL SCHOOL DISTRICT,38.0,64.0,16.0,50.0,,,39.0,64.0,11.0,25.0,,
NEW YORK,36,3607110,CHATHAM CENTRAL SCHOOL DISTRICT,76.0,62.0,23.0,70.0,,,101.0,57.0,32.0,44.0,,
NEW YORK,36,3607170,CHAZY UNION FREE SCHOOL DISTRICT,40.0,84.0,15.0,25.0,,,36.0,64.0,6.0,25.0,,
NEW YORK,36,3607230,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,164.0,57.0,104.0,57.0,,,192.0,47.0,111.0,37.0,,
NEW YORK,36,3607260,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,121.0,62.0,52.0,44.0,,,121.0,72.0,36.0,44.0,,
NEW YORK,36,3607290,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,109.0,72.0,37.0,44.0,4.0,,123.0,47.0,45.0,44.0,5.0,
NEW YORK,36,3607320,WESTHILL CENTRAL SCHOOL DISTRICT,147.0,87.0,23.0,70.0,,,161.0,72.0,16.0,70.0,,
NEW YORK,36,3607380,CHESTER UNION FREE SCHOOL DISTRICT,74.0,62.0,22.0,10.0,,,80.0,52.0,28.0,30.0,,
NEW YORK,36,3607440,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,,,,,,,6.0,25.0,6.0,25.0,,
NEW YORK,36,3607470,CHITTENANGO CENTRAL SCHOOL DISTRICT,146.0,77.0,60.0,64.0,,,175.0,67.0,50.0,54.0,,
NEW YORK,36,3607530,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,299.0,72.0,85.0,57.0,2.0,,309.0,78.0,75.0,57.0,1.0,
NEW YORK,36,3607560,CINCINNATUS CENTRAL SCHOOL DISTRICT,37.0,54.0,24.0,50.0,,,51.0,54.0,30.0,50.0,,
NEW YORK,36,3607590,CLARENCE CENTRAL SCHOOL DISTRICT,379.0,86.0,29.0,70.0,,,379.0,85.0,39.0,64.0,,
NEW YORK,36,3607650,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,79.0,87.0,29.0,70.0,,,94.0,37.0,38.0,15.0,,
NEW YORK,36,3607680,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,105.0,72.0,64.0,72.0,,,102.0,52.0,55.0,34.0,,
NEW YORK,36,3607710,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,25.0,50.0,19.0,50.0,3.0,,18.0,50.0,12.0,25.0,2.0,
NEW YORK,36,3607770,CLINTON CENTRAL SCHOOL DISTRICT,87.0,77.0,21.0,70.0,,,123.0,57.0,23.0,30.0,,
NEW YORK,36,3607860,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,61.0,47.0,32.0,24.0,,,76.0,47.0,31.0,34.0,,
NEW YORK,36,3607890,CLYMER CENTRAL SCHOOL DISTRICT,30.0,70.0,14.0,25.0,,,30.0,70.0,10.0,25.0,,
NEW YORK,36,3607980,COHOES CITY SCHOOL DISTRICT,146.0,67.0,89.0,62.0,6.0,25.0,131.0,57.0,83.0,52.0,2.0,
NEW YORK,36,3608010,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,143.0,87.0,1.0,,,,159.0,87.0,,,,
NEW YORK,36,3608100,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,19.0,70.0,13.0,25.0,1.0,,24.0,70.0,11.0,25.0,,
NEW YORK,36,3608130,COMMACK UNION FREE SCHOOL DISTRICT,572.0,84.0,27.0,70.0,,,655.0,82.0,37.0,54.0,,
NEW YORK,36,3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,501.0,81.0,75.0,62.0,,,537.0,72.0,94.0,62.0,,
NEW YORK,36,3608250,COOPERSTOWN CENTRAL SCHOOL DISTRICT,80.0,82.0,21.0,70.0,,,79.0,67.0,14.0,25.0,,
NEW YORK,36,3608280,COPENHAGEN CENTRAL SCHOOL DISTRICT,37.0,84.0,17.0,70.0,,,33.0,44.0,13.0,25.0,,
NEW YORK,36,3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,359.0,75.0,223.0,72.0,9.0,25.0,411.0,47.0,266.0,42.0,8.0,25.0
NEW YORK,36,3608340,PEMBROKE CENTRAL SCHOOL DISTRICT,72.0,87.0,28.0,40.0,,,77.0,67.0,21.0,70.0,,
NEW YORK,36,3608370,CORINTH CENTRAL SCHOOL DISTRICT,87.0,67.0,40.0,44.0,,,110.0,57.0,56.0,44.0,,
NEW YORK,36,3608400,CORNING CITY SCHOOL DISTRICT,358.0,77.0,136.0,62.0,,,387.0,60.0,148.0,47.0,,
NEW YORK,36,3608430,CORNWALL CENTRAL SCHOOL DISTRICT,273.0,82.0,49.0,84.0,1.0,,266.0,82.0,44.0,64.0,,
NEW YORK,36,3608460,CORTLAND CITY SCHOOL DISTRICT,239.0,52.0,145.0,37.0,,,205.0,62.0,106.0,47.0,,
NEW YORK,36,3608470,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,2.0,,2.0,,,,27.0,10.0,27.0,10.0,,
NEW YORK,36,3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,109.0,67.0,44.0,54.0,2.0,,127.0,52.0,45.0,24.0,3.0,
NEW YORK,36,3608580,CROTON-HARMON UNION FREE SCHOOL DISTRICT,138.0,87.0,,,,,123.0,72.0,,,,
NEW YORK,36,3608610,CROWN POINT CENTRAL SCHOOL DISTRICT,15.0,25.0,10.0,25.0,,,24.0,70.0,11.0,25.0,,
NEW YORK,36,3608790,DANSVILLE CENTRAL SCHOOL DISTRICT,122.0,52.0,47.0,34.0,1.0,,126.0,67.0,50.0,54.0,,
NEW YORK,36,3608850,DERUYTER CENTRAL SCHOOL DISTRICT,30.0,70.0,16.0,50.0,,,31.0,74.0,17.0,70.0,,
NEW YORK,36,3608880,DEER PARK UNION FREE SCHOOL DISTRICT,354.0,78.0,141.0,67.0,5.0,,341.0,75.0,124.0,72.0,3.0,
NEW YORK,36,3608910,DELHI CENTRAL SCHOOL DISTRICT,48.0,84.0,23.0,40.0,1.0,,45.0,74.0,13.0,25.0,1.0,
NEW YORK,36,3608970,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,207.0,72.0,119.0,67.0,,,201.0,62.0,98.0,57.0,,
NEW YORK,36,3609030,DEPEW UNION FREE SCHOOL DISTRICT,150.0,77.0,67.0,57.0,,,165.0,57.0,54.0,44.0,,
NEW YORK,36,3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,42.0,45.0,28.0,40.0,,,49.0,54.0,32.0,54.0,,
NEW YORK,36,3609090,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,226.0,82.0,32.0,64.0,,,232.0,72.0,31.0,44.0,,
NEW YORK,36,3609120,DOBBS FERRY UNION FREE SCHOOL DISTRICT,116.0,87.0,15.0,25.0,1.0,,111.0,72.0,22.0,30.0,,
NEW YORK,36,3609210,DOVER UNION FREE SCHOOL DISTRICT,127.0,62.0,60.0,54.0,,,116.0,77.0,53.0,64.0,,
NEW YORK,36,3609240,DOWNSVILLE CENTRAL SCHOOL DISTRICT,15.0,25.0,9.0,25.0,,,31.0,54.0,10.0,25.0,,
NEW YORK,36,3609330,DRYDEN CENTRAL SCHOOL DISTRICT,129.0,57.0,70.0,42.0,2.0,,116.0,47.0,47.0,24.0,3.0,
NEW YORK,36,3609360,DUANESBURG CENTRAL SCHOOL DISTRICT,58.0,74.0,14.0,25.0,,,56.0,74.0,11.0,25.0,,
NEW YORK,36,3609390,DUNDEE CENTRAL SCHOOL DISTRICT,60.0,54.0,37.0,44.0,1.0,,78.0,32.0,36.0,24.0,1.0,
NEW YORK,36,3609420,DUNKIRK CITY SCHOOL DISTRICT,154.0,57.0,115.0,57.0,7.0,25.0,142.0,37.0,95.0,37.0,4.0,
NEW YORK,36,3609540,EAST AURORA UNION FREE SCHOOL DISTRICT,133.0,87.0,15.0,25.0,,,166.0,92.0,16.0,40.0,,
NEW YORK,36,3609630,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,300.0,87.0,52.0,74.0,,,312.0,77.0,51.0,54.0,,
NEW YORK,36,3609660,EAST HAMPTON UNION FREE SCHOOL DISTRICT,118.0,77.0,39.0,74.0,,,136.0,87.0,22.0,50.0,,
NEW YORK,36,3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,226.0,67.0,114.0,57.0,2.0,,235.0,52.0,125.0,42.0,,
NEW YORK,36,3609720,EAST ISLIP UNION FREE SCHOOL DISTRICT,335.0,82.0,46.0,84.0,6.0,25.0,349.0,74.0,50.0,64.0,5.0,
NEW YORK,36,3609840,EAST MEADOW UNION FREE SCHOOL DISTRICT,566.0,90.0,102.0,82.0,,,606.0,81.0,97.0,67.0,,
NEW YORK,36,3609870,EAST MORICHES UNION FREE SCHOOL DISTRICT,73.0,77.0,4.0,,,,95.0,82.0,12.0,25.0,1.0,
NEW YORK,36,3609900,EAST QUOGUE UNION FREE SCHOOL DISTRICT,56.0,84.0,,,,,,,,,,
NEW YORK,36,3609930,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,102.0,57.0,57.0,44.0,,,89.0,67.0,28.0,70.0,,
NEW YORK,36,3609960,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,98.0,77.0,22.0,70.0,,,98.0,57.0,21.0,50.0,,
NEW YORK,36,3609990,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,224.0,72.0,78.0,57.0,,,259.0,52.0,94.0,42.0,,
NEW YORK,36,3610050,EAST WILLISTON UNION FREE SCHOOL DISTRICT,144.0,92.0,,,,,148.0,82.0,2.0,,,
NEW YORK,36,3610080,EASTCHESTER UNION FREE SCHOOL DISTRICT,227.0,92.0,,,,,250.0,82.0,,,,
NEW YORK,36,3610140,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,5.0,,5.0,,,,18.0,10.0,18.0,10.0,,
NEW YORK,36,3610170,EDEN CENTRAL SCHOOL DISTRICT,117.0,87.0,28.0,70.0,,,137.0,67.0,20.0,70.0,,
NEW YORK,36,3610200,EDGEMONT UNION FREE SCHOOL DISTRICT,142.0,48.0,1.0,,1.0,,147.0,92.0,,,,
NEW YORK,36,3610230,EDINBURG COMMON SCHOOL DISTRICT,9.0,25.0,3.0,,,,,,,,,
NEW YORK,36,3610260,EDMESTON CENTRAL SCHOOL DISTRICT,34.0,84.0,15.0,25.0,,,39.0,34.0,21.0,30.0,,
NEW YORK,36,3610380,ELBA CENTRAL SCHOOL DISTRICT,29.0,50.0,11.0,25.0,,,33.0,74.0,13.0,25.0,,
NEW YORK,36,3610410,ELDRED CENTRAL SCHOOL DISTRICT,52.0,54.0,22.0,50.0,,,62.0,32.0,26.0,30.0,,
NEW YORK,36,3610440,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,17.0,50.0,14.0,25.0,,,19.0,50.0,4.0,,,
NEW YORK,36,3610500,ELLENVILLE CENTRAL SCHOOL DISTRICT,125.0,72.0,79.0,67.0,,,149.0,42.0,81.0,32.0,,
NEW YORK,36,3610530,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,46.0,84.0,23.0,70.0,,,48.0,74.0,11.0,25.0,,
NEW YORK,36,3610560,ELMIRA CITY SCHOOL DISTRICT,512.0,51.0,319.0,40.0,,,491.0,39.0,291.0,32.0,,
NEW YORK,36,3610590,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,88.0,67.0,38.0,54.0,,,77.0,42.0,36.0,34.0,,
NEW YORK,36,3610620,ELMONT UNION FREE SCHOOL DISTRICT,543.0,76.0,280.0,72.0,8.0,25.0,,,,,,
NEW YORK,36,3610650,ELMSFORD UNION FREE SCHOOL DISTRICT,82.0,67.0,47.0,64.0,1.0,,69.0,47.0,35.0,44.0,2.0,
NEW YORK,36,3610680,ELWOOD UNION FREE SCHOOL DISTRICT,176.0,87.0,28.0,70.0,,,211.0,82.0,31.0,64.0,,
NEW YORK,36,3610710,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,316.0,75.0,158.0,67.0,1.0,,336.0,65.0,150.0,62.0,,
NEW YORK,36,3610860,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,51.0,45.0,15.0,25.0,,,69.0,67.0,16.0,50.0,,
NEW YORK,36,3610890,FAIRPORT CENTRAL SCHOOL DISTRICT,466.0,80.0,78.0,57.0,,,553.0,76.0,70.0,62.0,,
NEW YORK,36,3610920,FALCONER CENTRAL SCHOOL DISTRICT,94.0,62.0,47.0,44.0,,,111.0,52.0,46.0,34.0,,
NEW YORK,36,3610950,FALLSBURG CENTRAL SCHOOL DISTRICT,98.0,42.0,79.0,37.0,1.0,,108.0,22.0,69.0,17.0,2.0,
NEW YORK,36,3610980,FARMINGDALE UNION FREE SCHOOL DISTRICT,479.0,77.0,101.0,57.0,2.0,,481.0,65.0,103.0,42.0,5.0,
NEW YORK,36,3611070,FILLMORE CENTRAL SCHOOL DISTRICT,54.0,74.0,24.0,70.0,,,42.0,64.0,26.0,70.0,,
NEW YORK,36,3611100,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,1.0,,,,,,4.0,,,,,
NEW YORK,36,3611160,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,215.0,82.0,24.0,70.0,,,,,,,,
NEW YORK,36,3611190,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,108.0,72.0,50.0,64.0,,,106.0,92.0,44.0,45.0,,
NEW YORK,36,3611250,FORESTVILLE CENTRAL SCHOOL DISTRICT,42.0,74.0,15.0,25.0,,,52.0,54.0,23.0,30.0,,
NEW YORK,36,3611280,FORT ANN CENTRAL SCHOOL DISTRICT,33.0,64.0,14.0,25.0,,,39.0,64.0,18.0,70.0,,
NEW YORK,36,3611310,FORT EDWARD UNION FREE SCHOOL DISTRICT,43.0,74.0,26.0,70.0,,,40.0,74.0,15.0,25.0,,
NEW YORK,36,3611370,FORT PLAIN CENTRAL SCHOOL DISTRICT,59.0,64.0,42.0,64.0,1.0,,68.0,67.0,36.0,64.0,,
NEW YORK,36,3611400,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,95.0,67.0,24.0,70.0,,,94.0,62.0,27.0,70.0,,
NEW YORK,36,3611430,FRANKLIN CENTRAL SCHOOL DISTRICT,16.0,70.0,6.0,25.0,,,15.0,25.0,5.0,,,
NEW YORK,36,3611460,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,280.0,87.0,34.0,74.0,,,,,,,,
NEW YORK,36,3611490,FRANKLINVILLE CENTRAL SCHOOL DISTRICT,67.0,52.0,35.0,44.0,,,54.0,44.0,22.0,30.0,,
NEW YORK,36,3611520,FREDONIA CENTRAL SCHOOL DISTRICT,104.0,72.0,28.0,50.0,3.0,,109.0,62.0,35.0,34.0,1.0,
NEW YORK,36,3611550,FREEPORT UNION FREE SCHOOL DISTRICT,473.0,75.0,311.0,71.0,,,480.0,77.0,307.0,76.0,,
NEW YORK,36,3611610,FREWSBURG CENTRAL SCHOOL DISTRICT,57.0,84.0,21.0,70.0,,,79.0,62.0,19.0,50.0,,
NEW YORK,36,3611640,FRIENDSHIP CENTRAL SCHOOL DISTRICT,30.0,70.0,16.0,40.0,,,29.0,10.0,19.0,10.0,,
NEW YORK,36,3611670,FRONTIER CENTRAL SCHOOL DISTRICT,363.0,83.0,115.0,72.0,,,406.0,77.0,152.0,67.0,,
NEW YORK,36,3611700,FULTON CITY SCHOOL DISTRICT,268.0,52.0,179.0,42.0,21.0,50.0,271.0,52.0,151.0,37.0,9.0,25.0
NEW YORK,36,3611730,GALWAY CENTRAL SCHOOL DISTRICT,58.0,74.0,17.0,70.0,,,62.0,77.0,16.0,70.0,,
NEW YORK,36,3611740,GANANDA CENTRAL SCHOOL DISTRICT,88.0,72.0,28.0,70.0,,,86.0,67.0,15.0,25.0,,
NEW YORK,36,3611760,GARDEN CITY UNION FREE SCHOOL DISTRICT,311.0,94.0,3.0,,,,357.0,94.0,3.0,,,
NEW YORK,36,3611860,GARRISON UNION FREE SCHOOL DISTRICT,40.0,45.0,4.0,,,,27.0,70.0,,,,
NEW YORK,36,3611880,GATES-CHILI CENTRAL SCHOOL DISTRICT,309.0,69.0,125.0,62.0,2.0,,354.0,66.0,144.0,52.0,2.0,
NEW YORK,36,3611910,GENERAL BROWN CENTRAL SCHOOL DISTRICT,119.0,82.0,46.0,84.0,,,129.0,72.0,37.0,64.0,,
NEW YORK,36,3611940,GENESEO CENTRAL SCHOOL DISTRICT,74.0,72.0,26.0,50.0,,,58.0,74.0,15.0,25.0,,
NEW YORK,36,3611970,GENEVA CITY SCHOOL DISTRICT,168.0,57.0,106.0,42.0,,,188.0,57.0,112.0,42.0,,
NEW YORK,36,3612030,GERMANTOWN CENTRAL SCHOOL DISTRICT,53.0,74.0,22.0,70.0,,,40.0,64.0,13.0,25.0,,
NEW YORK,36,3612120,GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT,20.0,70.0,9.0,25.0,,,32.0,54.0,16.0,50.0,,
NEW YORK,36,3612180,GLEN COVE CITY SCHOOL DISTRICT,254.0,77.0,140.0,67.0,,,208.0,77.0,101.0,62.0,,
NEW YORK,36,3612240,GLENS FALLS CITY SCHOOL DISTRICT,153.0,77.0,65.0,67.0,,,152.0,77.0,70.0,72.0,,
NEW YORK,36,3612270,GLOVERSVILLE CITY SCHOOL DISTRICT,233.0,52.0,174.0,47.0,,,222.0,47.0,150.0,37.0,,
NEW YORK,36,3612300,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),91.0,62.0,47.0,44.0,5.0,,101.0,67.0,1.0,,2.0,
NEW YORK,36,3612330,GOSHEN CENTRAL SCHOOL DISTRICT,238.0,57.0,49.0,44.0,,,217.0,82.0,38.0,64.0,,
NEW YORK,36,3612360,GOUVERNEUR CENTRAL SCHOOL DISTRICT,126.0,52.0,71.0,47.0,,,146.0,52.0,68.0,47.0,,
NEW YORK,36,3612390,GOWANDA CENTRAL SCHOOL DISTRICT,106.0,57.0,59.0,44.0,,,89.0,62.0,37.0,54.0,,
NEW YORK,36,3612400,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,,,,,,,24.0,10.0,22.0,10.0,,
NEW YORK,36,3612450,GRANVILLE CENTRAL SCHOOL DISTRICT,84.0,52.0,45.0,44.0,,,112.0,42.0,46.0,34.0,,
NEW YORK,36,3612510,GREAT NECK UNION FREE SCHOOL DISTRICT,429.0,90.0,54.0,84.0,,,521.0,89.0,77.0,77.0,,
NEW YORK,36,3612630,GREECE CENTRAL SCHOOL DISTRICT,820.0,76.0,363.0,64.0,9.0,25.0,925.0,67.0,365.0,55.0,8.0,25.0
NEW YORK,36,3612660,GREEN ISLAND UNION FREE SCHOOL DISTRICT,33.0,54.0,19.0,50.0,,,30.0,10.0,18.0,10.0,,
NEW YORK,36,3612720,GREENBURGH CENTRAL SCHOOL DISTRICT,125.0,62.0,62.0,52.0,2.0,,111.0,52.0,42.0,54.0,4.0,
NEW YORK,36,3612750,GREENE CENTRAL SCHOOL DISTRICT,70.0,82.0,32.0,74.0,,,105.0,67.0,38.0,44.0,,
NEW YORK,36,3612840,GREENPORT UNION FREE SCHOOL DISTRICT,36.0,54.0,20.0,30.0,,,49.0,64.0,21.0,70.0,,
NEW YORK,36,3612870,GREENVILLE CENTRAL SCHOOL DISTRICT,102.0,57.0,28.0,50.0,,,100.0,52.0,24.0,30.0,,
NEW YORK,36,3612900,GREENWICH CENTRAL SCHOOL DISTRICT,80.0,67.0,25.0,50.0,,,87.0,57.0,23.0,50.0,,
NEW YORK,36,3612960,GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,55.0,84.0,18.0,40.0,,,60.0,74.0,7.0,25.0,,
NEW YORK,36,3612990,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,160.0,77.0,48.0,64.0,,,167.0,77.0,39.0,64.0,,
NEW YORK,36,3613020,GROTON CENTRAL SCHOOL DISTRICT,59.0,54.0,32.0,54.0,,,74.0,47.0,36.0,34.0,,
NEW YORK,36,3613080,GUILDERLAND CENTRAL SCHOOL DISTRICT,344.0,86.0,37.0,74.0,1.0,,427.0,83.0,30.0,50.0,,
NEW YORK,36,3613110,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,57.0,64.0,39.0,54.0,,,69.0,52.0,29.0,30.0,2.0,
NEW YORK,36,3613230,HALDANE CENTRAL SCHOOL DISTRICT,59.0,84.0,6.0,25.0,,,67.0,67.0,1.0,,,
NEW YORK,36,3613290,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,680.0,87.0,74.0,67.0,,,847.0,88.0,114.0,72.0,,
NEW YORK,36,3613350,HAMBURG CENTRAL SCHOOL DISTRICT,265.0,87.0,86.0,87.0,,,294.0,77.0,52.0,54.0,,
NEW YORK,36,3613380,HAMILTON CENTRAL SCHOOL DISTRICT,37.0,74.0,14.0,25.0,,,45.0,74.0,10.0,25.0,,
NEW YORK,36,3613440,HAMMOND CENTRAL SCHOOL DISTRICT,15.0,25.0,3.0,,,,16.0,70.0,7.0,25.0,,
NEW YORK,36,3613470,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,40.0,64.0,20.0,50.0,,,50.0,54.0,17.0,10.0,,
NEW YORK,36,3613530,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,120.0,77.0,53.0,64.0,3.0,,149.0,72.0,44.0,64.0,,
NEW YORK,36,3613560,HANCOCK CENTRAL SCHOOL DISTRICT,26.0,40.0,16.0,40.0,,,28.0,30.0,15.0,25.0,,
NEW YORK,36,3613590,HANNIBAL CENTRAL SCHOOL DISTRICT,106.0,57.0,58.0,44.0,,,108.0,42.0,67.0,32.0,,
NEW YORK,36,3613620,HARBORFIELDS CENTRAL SCHOOL DISTRICT,233.0,77.0,27.0,50.0,,,323.0,92.0,24.0,70.0,,
NEW YORK,36,3613710,HARPURSVILLE CENTRAL SCHOOL DISTRICT,71.0,57.0,46.0,54.0,,,62.0,62.0,32.0,54.0,,
NEW YORK,36,3613740,HARRISON CENTRAL SCHOOL DISTRICT,272.0,82.0,42.0,64.0,,,283.0,87.0,36.0,74.0,,
NEW YORK,36,3613770,HARRISVILLE CENTRAL SCHOOL DISTRICT,44.0,64.0,29.0,50.0,,,32.0,34.0,17.0,30.0,,
