STNAM,FIPST,LEAID,LEANM,DATE_CUR,ALL_MTH04NUMVALID_1516,ALL_MTH04PCTPROF_1516,ECD_MTH04NUMVALID_1516,ECD_MTH04PCTPROF_1516,HOM_MTH04NUMVALID_1516,HOM_MTH04PCTPROF_1516,ALL_MTH08NUMVALID_1516,ALL_MTH08PCTPROF_1516,ECD_MTH08NUMVALID_1516,ECD_MTH08PCTPROF_1516,HOM_MTH08NUMVALID_1516,HOM_MTH08PCTPROF_1516
GEORGIA,13,1304220,Pulaski County,14APR17,109.0,27.0,109.0,27.0,2.0,,105.0,27.0,77.0,17.0,1.0,
GEORGIA,13,1304260,Putnam County,14APR17,247.0,27.0,196.0,22.0,,,205.0,37.0,151.0,32.0,1.0,
GEORGIA,13,1304290,Quitman County,14APR17,27.0,10.0,27.0,10.0,1.0,,25.0,10.0,25.0,10.0,2.0,
GEORGIA,13,1304320,Rabun County,14APR17,150.0,57.0,104.0,52.0,2.0,,167.0,52.0,115.0,42.0,2.0,
GEORGIA,13,1304350,Randolph County,14APR17,88.0,17.0,88.0,17.0,,,60.0,5.0,60.0,5.0,,
GEORGIA,13,1304380,Richmond County,14APR17,2386.0,21.0,2386.0,21.0,21.0,10.0,2205.0,16.0,2205.0,16.0,10.0,25.0
GEORGIA,13,1304410,Rockdale County,14APR17,1208.0,39.0,925.0,34.0,31.0,24.0,1231.0,32.0,867.0,28.0,36.0,24.0
GEORGIA,13,1304440,Rome City,14APR17,482.0,34.0,482.0,34.0,17.0,10.0,452.0,46.0,452.0,46.0,24.0,30.0
GEORGIA,13,1304470,Schley County,14APR17,114.0,67.0,72.0,62.0,1.0,,96.0,62.0,53.0,44.0,,
GEORGIA,13,1304500,Screven County,14APR17,178.0,22.0,178.0,22.0,2.0,,170.0,22.0,170.0,22.0,3.0,
GEORGIA,13,1304530,Seminole County,14APR17,99.0,27.0,99.0,27.0,26.0,10.0,127.0,37.0,127.0,37.0,15.0,25.0
GEORGIA,13,1304540,Social Circle City,14APR17,124.0,42.0,71.0,32.0,7.0,25.0,124.0,32.0,56.0,24.0,4.0,
GEORGIA,13,1304560,Stephens County,14APR17,301.0,35.0,301.0,35.0,5.0,,293.0,57.0,293.0,57.0,4.0,
GEORGIA,13,1304590,Stewart County,14APR17,38.0,15.0,38.0,15.0,,,36.0,34.0,36.0,34.0,,
GEORGIA,13,1304620,Sumter County,14APR17,350.0,14.0,350.0,14.0,,,341.0,16.0,341.0,16.0,,
GEORGIA,13,1304650,Talbot County,14APR17,25.0,10.0,25.0,10.0,,,35.0,15.0,35.0,15.0,,
GEORGIA,13,1304680,Taliaferro County,14APR17,12.0,25.0,12.0,25.0,,,12.0,25.0,12.0,25.0,,
GEORGIA,13,1304770,Tattnall County,14APR17,284.0,32.0,284.0,32.0,,,250.0,47.0,250.0,47.0,1.0,
GEORGIA,13,1304800,Taylor County,14APR17,102.0,37.0,84.0,32.0,,,113.0,17.0,89.0,12.0,,
GEORGIA,13,1304830,Telfair County,14APR17,130.0,32.0,130.0,32.0,5.0,,140.0,42.0,140.0,42.0,,
GEORGIA,13,1304860,Terrell County,14APR17,115.0,8.0,115.0,8.0,,,114.0,12.0,114.0,12.0,,
GEORGIA,13,1304890,Thomas County,14APR17,410.0,39.0,410.0,39.0,24.0,10.0,436.0,30.0,436.0,30.0,24.0,30.0
GEORGIA,13,1304950,Thomasville City,14APR17,208.0,42.0,130.0,22.0,7.0,25.0,198.0,32.0,198.0,32.0,11.0,25.0
GEORGIA,13,1304980,Tift County,14APR17,643.0,33.0,643.0,33.0,3.0,,609.0,30.0,609.0,30.0,6.0,25.0
GEORGIA,13,1305040,Toombs County,14APR17,216.0,42.0,216.0,42.0,,,213.0,17.0,213.0,17.0,1.0,
GEORGIA,13,1305070,Towns County,14APR17,81.0,42.0,35.0,24.0,1.0,,79.0,52.0,42.0,44.0,,
GEORGIA,13,1305100,Treutlen County,14APR17,93.0,32.0,93.0,32.0,1.0,,73.0,8.0,73.0,8.0,2.0,
GEORGIA,13,1305130,Trion City,14APR17,105.0,52.0,47.0,44.0,,,103.0,67.0,47.0,64.0,1.0,
GEORGIA,13,1305190,Turner County,14APR17,110.0,32.0,110.0,32.0,,,101.0,37.0,101.0,37.0,,
GEORGIA,13,1305220,Twiggs County,14APR17,49.0,15.0,49.0,15.0,3.0,,70.0,22.0,70.0,22.0,4.0,
GEORGIA,13,1305250,Union County,14APR17,195.0,57.0,129.0,52.0,2.0,,210.0,62.0,111.0,62.0,2.0,
GEORGIA,13,1305280,Thomaston-Upson County,14APR17,328.0,42.0,328.0,42.0,1.0,,339.0,33.0,339.0,33.0,1.0,
GEORGIA,13,1305310,Valdosta City,14APR17,592.0,29.0,592.0,29.0,14.0,25.0,554.0,29.0,554.0,29.0,16.0,10.0
GEORGIA,13,1305340,Vidalia City,14APR17,199.0,32.0,143.0,17.0,1.0,,194.0,32.0,128.0,32.0,,
GEORGIA,13,1305370,Walker County,14APR17,640.0,33.0,481.0,29.0,25.0,30.0,626.0,41.0,459.0,36.0,7.0,25.0
GEORGIA,13,1305390,Walton County,14APR17,1001.0,50.0,522.0,36.0,18.0,30.0,1092.0,50.0,532.0,37.0,9.0,25.0
GEORGIA,13,1305430,Ware County,14APR17,463.0,44.0,463.0,44.0,33.0,24.0,417.0,56.0,417.0,56.0,2.0,
GEORGIA,13,1305460,Warren County,14APR17,44.0,15.0,44.0,15.0,,,44.0,44.0,44.0,44.0,,
GEORGIA,13,1305490,Washington County,14APR17,243.0,27.0,243.0,27.0,,,202.0,12.0,202.0,12.0,,
GEORGIA,13,1305550,Wayne County,14APR17,365.0,42.0,267.0,32.0,4.0,,397.0,30.0,275.0,27.0,7.0,25.0
GEORGIA,13,1305580,Webster County,14APR17,35.0,24.0,35.0,24.0,,,34.0,64.0,34.0,64.0,,
GEORGIA,13,1305640,Wheeler County,14APR17,76.0,42.0,76.0,42.0,,,66.0,8.0,66.0,8.0,,
GEORGIA,13,1305670,White County,14APR17,287.0,62.0,173.0,52.0,7.0,25.0,293.0,42.0,161.0,37.0,2.0,
GEORGIA,13,1305700,Whitfield County,14APR17,1011.0,41.0,786.0,35.0,8.0,25.0,1023.0,40.0,723.0,34.0,8.0,25.0
GEORGIA,13,1305730,Wilcox County,14APR17,99.0,27.0,99.0,27.0,,,85.0,32.0,85.0,32.0,,
GEORGIA,13,1305760,Wilkes County,14APR17,111.0,37.0,111.0,37.0,,,99.0,47.0,99.0,47.0,,
GEORGIA,13,1305790,Wilkinson County,14APR17,128.0,22.0,128.0,22.0,,,105.0,37.0,105.0,37.0,,
GEORGIA,13,1305850,Worth County,14APR17,256.0,27.0,256.0,27.0,3.0,,249.0,22.0,249.0,22.0,2.0,
HAWAII,15,1500030,Hawaii Department of Education,14APR17,14963.0,47.0,8134.0,35.0,353.0,24.0,12756.0,38.0,6548.0,27.0,211.0,17.0
IDAHO,16,1600001,WEST BONNER COUNTY DISTRICT,14APR17,80.0,32.0,51.0,24.0,,,88.0,37.0,45.0,34.0,2.0,
IDAHO,16,1600002,LAKE PEND OREILLE SCHOOL DISTRICT,14APR17,274.0,47.0,142.0,32.0,4.0,,267.0,47.0,107.0,27.0,5.0,
IDAHO,16,1600003,VICTORY CHARTER SCHOOL,14APR17,32.0,84.0,14.0,25.0,,,28.0,70.0,10.0,25.0,,
IDAHO,16,1600004,IDAHO VIRTUAL ACADEMY,14APR17,123.0,37.0,78.0,42.0,,,170.0,32.0,84.0,27.0,,
IDAHO,16,1600005,IDAHO VIRTUAL HIGH SCHOOL DISTRICT,14APR17,,,,,,,,,,,,
IDAHO,16,1600006,ROLLING HILLS CHARTER SCHOOL,14APR17,31.0,74.0,6.0,25.0,,,20.0,30.0,9.0,25.0,,
IDAHO,16,1600007,COMPASS CHARTER SCHOOL,14APR17,83.0,77.0,19.0,50.0,,,,,,,,
IDAHO,16,1600008,FALCON RIDGE CHARTER SCHOOL,14APR17,32.0,54.0,7.0,25.0,,,29.0,50.0,5.0,,,
IDAHO,16,1600009,TROY SCHOOL DISTRICT,14APR17,13.0,25.0,7.0,25.0,1.0,,20.0,70.0,5.0,,2.0,
IDAHO,16,1600010,WHITEPINE JT SCHOOL DISTRICT,14APR17,18.0,30.0,11.0,25.0,1.0,,19.0,50.0,8.0,25.0,1.0,
IDAHO,16,1600011,INSPIRE VIRTUAL CHARTER,14APR17,43.0,34.0,20.0,30.0,,,93.0,12.0,50.0,15.0,,
IDAHO,16,1600012,LIBERTY CHARTER,14APR17,32.0,64.0,12.0,25.0,,,32.0,64.0,10.0,25.0,,
IDAHO,16,1600014,THE ACADEMY DISTRICT,14APR17,64.0,52.0,24.0,50.0,,,32.0,74.0,11.0,25.0,,
IDAHO,16,1600015,TAYLORS CROSSING CHARTER SCHOOL,14APR17,30.0,70.0,17.0,70.0,,,30.0,30.0,12.0,25.0,,
IDAHO,16,1600030,ABERDEEN DISTRICT,14APR17,63.0,27.0,48.0,15.0,3.0,,52.0,15.0,38.0,15.0,,
IDAHO,16,1600060,AMERICAN FALLS JOINT DISTRICT,14APR17,120.0,27.0,86.0,27.0,,,113.0,22.0,87.0,22.0,1.0,
IDAHO,16,1600090,ARBON ELEMENTARY DISTRICT,14APR17,2.0,,,,,,,,,,,
IDAHO,16,1600138,SALMON RIVER JOINT SCHOOL DIST,14APR17,11.0,25.0,8.0,25.0,,,10.0,25.0,7.0,25.0,,
IDAHO,16,1600139,MOUNTAIN VIEW SCHOOL DISTRICT,14APR17,90.0,52.0,53.0,44.0,2.0,,95.0,32.0,52.0,15.0,2.0,
IDAHO,16,1600140,XAVIER CHARTER SCHOOL,14APR17,66.0,72.0,19.0,70.0,,,61.0,47.0,19.0,30.0,,
IDAHO,16,1600141,VISION CHARTER SCHOOL,14APR17,60.0,64.0,23.0,50.0,,,58.0,54.0,24.0,50.0,,
IDAHO,16,1600142,WHITE PINE CHARTER SCHOOL,14APR17,50.0,54.0,18.0,50.0,,,27.0,30.0,15.0,25.0,,
IDAHO,16,1600143,NORTH VALLEY ACADEMY,14APR17,24.0,50.0,14.0,25.0,,,15.0,25.0,8.0,25.0,,
IDAHO,16,1600144,iSUCCEED VIRTUAL HIGH SCHOOL,14APR17,,,,,,,,,,,,
IDAHO,16,1600145,IDAHO SCIENCE & TECHNOLOGY CHARTER,14APR17,16.0,50.0,8.0,25.0,1.0,,69.0,37.0,28.0,30.0,1.0,
IDAHO,16,1600148,IDAHO CONNECTS ONLINE CHARTER DISTRICT,14APR17,,,,,,,29.0,30.0,21.0,30.0,,
IDAHO,16,1600149,KOOTENAI BRIDGE ACADEMY,14APR17,,,,,,,,,,,,
IDAHO,16,1600150,AVERY SCHOOL DISTRICT,14APR17,1.0,,,,,,,,,,,
IDAHO,16,1600151,PALOUSE PRAIRIE CHARTER,14APR17,22.0,70.0,5.0,,,,13.0,25.0,3.0,,,
IDAHO,16,1600152,CANYON-OWYHEE SCHOOL SERVICE AGENCY (COSSA),14APR17,,,,,,,8.0,25.0,8.0,25.0,,
IDAHO,16,1600153,BLACKFOOT CHARTER COMMUNITY LEARNING CENTER,14APR17,64.0,37.0,23.0,30.0,,,8.0,25.0,4.0,,,
IDAHO,16,1600154,MONTICELLO MONTESSORI CHARTER SCHOOL,14APR17,26.0,50.0,15.0,25.0,1.0,,,,,,,
IDAHO,16,1600155,ANOTHER CHOICE VIRTUAL CHARTER DISTRICT,14APR17,11.0,25.0,7.0,25.0,,,46.0,15.0,19.0,10.0,1.0,
IDAHO,16,1600156,SAGE INTERNATIONAL SCHOOL OF BOISE,14APR17,78.0,57.0,12.0,25.0,,,78.0,77.0,14.0,25.0,,
IDAHO,16,1600157,THE VILLAGE CHARTER SCHOOL DISTRICT,14APR17,40.0,24.0,8.0,25.0,,,24.0,30.0,3.0,,,
IDAHO,16,1600158,LEGACY CHARTER SCHOOL DISTRICT,14APR17,33.0,74.0,12.0,25.0,,,26.0,70.0,16.0,50.0,,
IDAHO,16,1600159,HERITAGE ACADEMY DISTRICT,14APR17,18.0,10.0,18.0,10.0,,,17.0,10.0,17.0,10.0,,
IDAHO,16,1600160,NORTH IDAHO STEM CHARTER ACADEMY DISTRICT,14APR17,57.0,5.0,,,,,24.0,10.0,,,,
IDAHO,16,1600161,HERITAGE COMMUNITY CHARTER DISTRICT,14APR17,60.0,24.0,47.0,15.0,,,48.0,24.0,39.0,15.0,,
IDAHO,16,1600162,AMERICAN HERITAGE CHARTER DISTRICT,14APR17,26.0,50.0,6.0,25.0,,,25.0,30.0,13.0,25.0,,
IDAHO,16,1600163,CHIEF TAHGEE ELEMENTARY ACADEMY DISTRICT,14APR17,14.0,25.0,14.0,25.0,,,,,,,,
IDAHO,16,1600165,FORREST M. BIRD CHARTER DISTRICT,14APR17,,,,,,,53.0,34.0,3.0,,1.0,
IDAHO,16,1600166,"WOOD RIVER WALDORF METHODS SCHOOL, A PUBLIC CHARTER SCHOOL D",14APR17,24.0,10.0,5.0,,,,,,,,,
IDAHO,16,1600169,IDAHO STEM ACADEMY DISTRICT,14APR17,,,,,,,,,,,,
IDAHO,16,1600170,UPPER CARMEN PUBLIC CHARTER DISTRICT,14APR17,10.0,25.0,,,,,11.0,25.0,,,,
IDAHO,16,1600171,IDAHO COLLEGE & CAREER READINESS ACADEMY,14APR17,,,,,,,,,,,,
IDAHO,16,1600172,IDAHO DISTANCE EDUCATION ACADEMY DISTRICT,14APR17,50.0,54.0,27.0,50.0,1.0,,38.0,34.0,12.0,25.0,1.0,
IDAHO,16,1600173,COEUR D'ALENE CHARTER ACADEMY DISTRICT,14APR17,,,,,,,121.0,77.0,,,,
IDAHO,16,1600174,NORTH STAR CHARTER DISTRICT,14APR17,93.0,77.0,,,,,81.0,62.0,,,,
IDAHO,16,1600176,"THE POCATELLO COMMUNITY CHARTER SCHOOL, INC.",14APR17,43.0,64.0,19.0,70.0,,,33.0,54.0,15.0,25.0,,
IDAHO,16,1600180,BASIN SCHOOL DISTRICT,14APR17,22.0,30.0,11.0,25.0,2.0,,26.0,10.0,11.0,25.0,,
IDAHO,16,1600240,BEAR LAKE COUNTY DISTRICT,14APR17,84.0,47.0,40.0,34.0,2.0,,90.0,37.0,35.0,34.0,,
IDAHO,16,1600270,BLACKFOOT DISTRICT,14APR17,298.0,37.0,176.0,27.0,2.0,,286.0,27.0,170.0,17.0,3.0,
IDAHO,16,1600300,BLAINE COUNTY DISTRICT,14APR17,245.0,47.0,115.0,27.0,2.0,,280.0,52.0,116.0,37.0,1.0,
IDAHO,16,1600330,BLISS JOINT DISTRICT,14APR17,8.0,25.0,7.0,25.0,,,9.0,25.0,7.0,25.0,1.0,
IDAHO,16,1600360,BOISE INDEPENDENT DISTRICT,14APR17,1969.0,50.0,1199.0,36.0,48.0,24.0,1910.0,43.0,900.0,28.0,41.0,15.0
IDAHO,16,1600420,BOUNDARY COUNTY DISTRICT,14APR17,104.0,57.0,61.0,52.0,2.0,,97.0,22.0,52.0,24.0,3.0,
IDAHO,16,1600450,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,14APR17,22.0,10.0,16.0,10.0,,,31.0,5.0,21.0,10.0,1.0,
IDAHO,16,1600480,BUHL JOINT DISTRICT,14APR17,113.0,32.0,48.0,24.0,3.0,,99.0,8.0,65.0,8.0,2.0,
IDAHO,16,1600490,BUTTE COUNTY JOINT DISTRICT,14APR17,40.0,44.0,21.0,30.0,,,25.0,70.0,8.0,25.0,,
IDAHO,16,1600510,CALDWELL DISTRICT,14APR17,537.0,24.0,537.0,24.0,27.0,10.0,462.0,21.0,462.0,21.0,15.0,25.0
IDAHO,16,1600540,CAMAS COUNTY DISTRICT,14APR17,18.0,30.0,5.0,,,,10.0,25.0,3.0,,,
IDAHO,16,1600570,CAMBRIDGE JOINT DISTRICT,14APR17,6.0,25.0,2.0,,,,9.0,25.0,7.0,25.0,,
IDAHO,16,1600600,VALLIVUE SCHOOL DISTRICT,14APR17,707.0,50.0,474.0,42.0,6.0,25.0,662.0,35.0,440.0,28.0,21.0,10.0
IDAHO,16,1600630,CASCADE DISTRICT,14APR17,21.0,30.0,15.0,25.0,2.0,,21.0,30.0,12.0,25.0,1.0,
IDAHO,16,1600660,CASSIA COUNTY JOINT DISTRICT,14APR17,408.0,34.0,234.0,22.0,2.0,,399.0,29.0,211.0,22.0,4.0,
IDAHO,16,1600690,CASTLEFORD DISTRICT,14APR17,26.0,30.0,13.0,25.0,,,22.0,30.0,13.0,25.0,,
IDAHO,16,1600720,CHALLIS JOINT DISTRICT,14APR17,31.0,34.0,12.0,25.0,,,28.0,30.0,11.0,25.0,,
IDAHO,16,1600750,CLARK COUNTY DISTRICT,14APR17,12.0,25.0,11.0,25.0,,,7.0,25.0,5.0,,,
IDAHO,16,1600780,COEUR D'ALENE DISTRICT,14APR17,853.0,62.0,368.0,50.0,27.0,30.0,742.0,45.0,299.0,32.0,42.0,24.0
IDAHO,16,1600810,COTTONWOOD JOINT DISTRICT,14APR17,20.0,70.0,9.0,25.0,,,25.0,70.0,14.0,25.0,,
IDAHO,16,1600815,PLUMMER-WORLEY JOINT DISTRICT,14APR17,28.0,30.0,28.0,30.0,,,29.0,10.0,29.0,10.0,1.0,
IDAHO,16,1600840,COUNCIL DISTRICT,14APR17,23.0,30.0,13.0,25.0,,,22.0,30.0,14.0,25.0,,
IDAHO,16,1600870,CULDESAC JOINT DISTRICT,14APR17,5.0,,5.0,,1.0,,11.0,25.0,7.0,25.0,1.0,
IDAHO,16,1600900,DIETRICH DISTRICT,14APR17,18.0,10.0,14.0,25.0,,,20.0,50.0,11.0,25.0,,
IDAHO,16,1600930,BONNEVILLE JOINT DISTRICT,14APR17,921.0,45.0,440.0,33.0,9.0,25.0,880.0,33.0,381.0,19.0,3.0,
IDAHO,16,1600960,PRESTON JOINT DISTRICT,14APR17,197.0,42.0,92.0,27.0,,,189.0,42.0,82.0,37.0,,
IDAHO,16,1601020,EMMETT INDEPENDENT DIST,14APR17,199.0,42.0,111.0,32.0,5.0,,183.0,57.0,100.0,52.0,,
IDAHO,16,1601050,FILER DISTRICT,14APR17,134.0,42.0,68.0,32.0,3.0,,127.0,22.0,61.0,12.0,,
IDAHO,16,1601080,FIRTH DISTRICT,14APR17,54.0,34.0,27.0,30.0,,,58.0,15.0,23.0,10.0,,
IDAHO,16,1601110,FREMONT COUNTY JOINT DISTRICT,14APR17,172.0,42.0,103.0,37.0,4.0,,153.0,32.0,81.0,22.0,2.0,
IDAHO,16,1601140,FRUITLAND DISTRICT,14APR17,141.0,32.0,80.0,22.0,3.0,,126.0,37.0,57.0,24.0,3.0,
IDAHO,16,1601170,GARDEN VALLEY DISTRICT,14APR17,16.0,70.0,8.0,25.0,,,19.0,30.0,11.0,25.0,,
IDAHO,16,1601200,GENESEE JOINT DISTRICT,14APR17,19.0,70.0,4.0,,,,31.0,44.0,9.0,25.0,,
IDAHO,16,1601230,GLENNS FERRY JOINT DISTRICT,14APR17,33.0,15.0,24.0,10.0,,,27.0,10.0,19.0,10.0,,
IDAHO,16,1601260,GOODING JOINT DISTRICT,14APR17,100.0,27.0,100.0,27.0,3.0,,94.0,22.0,94.0,22.0,4.0,
IDAHO,16,1601290,GRACE JOINT DISTRICT,14APR17,33.0,64.0,16.0,50.0,,,42.0,54.0,19.0,50.0,4.0,
IDAHO,16,1601380,HAGERMAN JOINT DISTRICT,14APR17,24.0,30.0,18.0,30.0,1.0,,22.0,30.0,15.0,25.0,2.0,
IDAHO,16,1601410,HANSEN DISTRICT,14APR17,33.0,34.0,26.0,30.0,,,25.0,10.0,13.0,25.0,,
IDAHO,16,1601440,HIGHLAND JOINT DISTRICT,14APR17,13.0,25.0,8.0,25.0,1.0,,16.0,10.0,8.0,25.0,1.0,
IDAHO,16,1601470,HOMEDALE JOINT DISTRICT,14APR17,91.0,32.0,65.0,27.0,2.0,,100.0,17.0,67.0,8.0,3.0,
IDAHO,16,1601500,HORSESHOE BEND SCHOOL DISTRICT,14APR17,14.0,25.0,8.0,25.0,,,17.0,30.0,8.0,25.0,1.0,
IDAHO,16,1601530,IDAHO FALLS DISTRICT,14APR17,724.0,38.0,395.0,25.0,5.0,,782.0,37.0,389.0,21.0,7.0,25.0
IDAHO,16,1601570,JEFFERSON COUNTY JT DISTRICT,14APR17,463.0,52.0,219.0,42.0,1.0,,365.0,53.0,137.0,37.0,,
IDAHO,16,1601590,JEROME JOINT DISTRICT,14APR17,325.0,35.0,243.0,32.0,,,274.0,22.0,179.0,12.0,4.0,
IDAHO,16,1601620,KAMIAH JOINT DISTRICT,14APR17,46.0,34.0,28.0,30.0,9.0,25.0,34.0,5.0,21.0,10.0,3.0,
IDAHO,16,1601650,KELLOGG JOINT DISTRICT,14APR17,88.0,42.0,44.0,44.0,3.0,,83.0,32.0,42.0,24.0,2.0,
IDAHO,16,1601680,KENDRICK JOINT DISTRICT,14APR17,25.0,70.0,5.0,,1.0,,22.0,30.0,9.0,25.0,1.0,
IDAHO,16,1601710,KIMBERLY DISTRICT,14APR17,144.0,42.0,65.0,27.0,,,157.0,52.0,57.0,34.0,1.0,
IDAHO,16,1601740,KOOTENAI DISTRICT,14APR17,12.0,25.0,5.0,,,,9.0,25.0,3.0,,,
IDAHO,16,1601770,KUNA JOINT DISTRICT,14APR17,404.0,40.0,192.0,32.0,10.0,25.0,401.0,33.0,135.0,27.0,4.0,
IDAHO,16,1601800,LAKELAND DISTRICT,14APR17,278.0,52.0,150.0,42.0,5.0,,378.0,46.0,156.0,32.0,2.0,
IDAHO,16,1601830,LAPWAI DISTRICT,14APR17,49.0,24.0,49.0,24.0,6.0,25.0,33.0,5.0,33.0,5.0,3.0,
IDAHO,16,1601860,LEWISTON INDEPENDENT DISTRICT,14APR17,364.0,49.0,161.0,37.0,14.0,25.0,373.0,40.0,136.0,27.0,7.0,25.0
IDAHO,16,1601900,MACKAY JOINT DISTRICT,14APR17,18.0,70.0,7.0,25.0,1.0,,16.0,10.0,9.0,25.0,1.0,
IDAHO,16,1601920,MADISON DISTRICT,14APR17,323.0,60.0,153.0,47.0,,,275.0,32.0,100.0,22.0,,
IDAHO,16,1601950,MARSH VALLEY JOINT DISTRICT,14APR17,115.0,62.0,49.0,54.0,,,105.0,37.0,42.0,24.0,,
IDAHO,16,1601980,MARSING JOINT DISTRICT,14APR17,55.0,34.0,41.0,24.0,4.0,,75.0,22.0,58.0,15.0,5.0,
IDAHO,16,1602030,MCCALL-DONNELLY JT. SCHOOL DISTRICT,14APR17,75.0,62.0,31.0,54.0,,,86.0,37.0,32.0,34.0,2.0,
IDAHO,16,1602060,MEADOWS VALLEY DISTRICT,14APR17,16.0,30.0,8.0,25.0,,,7.0,25.0,5.0,,,
IDAHO,16,1602070,MELBA JOINT DISTRICT,14APR17,58.0,54.0,37.0,44.0,2.0,,59.0,24.0,23.0,10.0,,
IDAHO,16,1602100,JOINT SCHOOL DISTRICT NO. 2,14APR17,2886.0,58.0,757.0,44.0,19.0,30.0,2845.0,48.0,580.0,30.0,20.0,30.0
IDAHO,16,1602130,MIDDLETON DISTRICT,14APR17,264.0,52.0,118.0,42.0,2.0,,286.0,32.0,136.0,22.0,1.0,
IDAHO,16,1602160,MIDVALE DISTRICT,14APR17,6.0,25.0,1.0,,1.0,,11.0,25.0,5.0,,1.0,
IDAHO,16,1602190,MINIDOKA COUNTY JOINT DISTRICT,14APR17,341.0,44.0,341.0,44.0,7.0,25.0,258.0,27.0,258.0,27.0,8.0,25.0
IDAHO,16,1602220,MOSCOW DISTRICT,14APR17,211.0,62.0,76.0,47.0,2.0,,171.0,52.0,36.0,24.0,3.0,
IDAHO,16,1602250,MOUNTAIN HOME DISTRICT,14APR17,302.0,38.0,169.0,27.0,,,283.0,37.0,145.0,27.0,1.0,
IDAHO,16,1602280,MULLAN DISTRICT,14APR17,13.0,25.0,9.0,25.0,1.0,,10.0,25.0,5.0,,1.0,
IDAHO,16,1602310,MURTAUGH JOINT DISTRICT,14APR17,17.0,50.0,10.0,25.0,,,23.0,50.0,18.0,30.0,,
IDAHO,16,1602340,NAMPA SCHOOL DISTRICT,14APR17,1247.0,35.0,983.0,29.0,90.0,22.0,1125.0,30.0,637.0,22.0,49.0,24.0
IDAHO,16,1602370,NEW PLYMOUTH DISTRICT,14APR17,81.0,67.0,47.0,64.0,3.0,,74.0,52.0,40.0,44.0,,
IDAHO,16,1602400,NEZPERCE JOINT DISTRICT,14APR17,11.0,25.0,8.0,25.0,,,11.0,25.0,5.0,,,
IDAHO,16,1602430,NORTH GEM DISTRICT,14APR17,10.0,25.0,4.0,,,,17.0,10.0,7.0,25.0,,
IDAHO,16,1602460,NOTUS DISTRICT,14APR17,22.0,50.0,15.0,25.0,3.0,,36.0,24.0,19.0,10.0,1.0,
IDAHO,16,1602490,ONEIDA COUNTY DISTRICT,14APR17,64.0,32.0,41.0,34.0,,,81.0,37.0,40.0,24.0,,
IDAHO,16,1602520,OROFINO JOINT DISTRICT,14APR17,86.0,47.0,55.0,44.0,7.0,25.0,71.0,22.0,36.0,15.0,4.0,
IDAHO,16,1602550,PARMA DISTRICT,14APR17,77.0,47.0,47.0,44.0,,,85.0,32.0,54.0,24.0,,
IDAHO,16,1602580,PAYETTE JOINT DISTRICT,14APR17,102.0,22.0,102.0,22.0,24.0,30.0,111.0,27.0,109.0,27.0,15.0,25.0
IDAHO,16,1602610,PLEASANT VALLEY ELEM DIST,14APR17,2.0,,,,,,,,,,,
IDAHO,16,1602640,POCATELLO DISTRICT,14APR17,944.0,55.0,504.0,44.0,14.0,25.0,885.0,46.0,417.0,31.0,5.0,
IDAHO,16,1602670,POST FALLS DISTRICT,14APR17,415.0,51.0,215.0,47.0,8.0,25.0,385.0,48.0,191.0,37.0,7.0,25.0
IDAHO,16,1602700,POTLATCH DISTRICT,14APR17,28.0,30.0,11.0,25.0,,,52.0,24.0,21.0,10.0,,
IDAHO,16,1602730,PRAIRIE ELEMENTARY DISTRICT,14APR17,,,,,,,,,,,,
IDAHO,16,1602760,RICHFIELD DISTRICT,14APR17,12.0,25.0,10.0,25.0,,,14.0,25.0,11.0,25.0,,
IDAHO,16,1602790,RIRIE JOINT DISTRICT,14APR17,40.0,44.0,20.0,70.0,1.0,,58.0,64.0,29.0,50.0,2.0,
IDAHO,16,1602820,ROCKLAND DISTRICT,14APR17,10.0,25.0,4.0,,,,14.0,25.0,8.0,25.0,,
IDAHO,16,1602850,SALMON DISTRICT,14APR17,50.0,24.0,32.0,24.0,3.0,,48.0,24.0,28.0,10.0,,
IDAHO,16,1602910,SHELLEY JOINT DISTRICT,14APR17,160.0,67.0,75.0,57.0,,,179.0,32.0,78.0,17.0,,
IDAHO,16,1602940,SHOSHONE JOINT DISTRICT,14APR17,38.0,34.0,38.0,34.0,,,44.0,15.0,44.0,15.0,1.0,
IDAHO,16,1602970,SNAKE RIVER DISTRICT,14APR17,139.0,37.0,76.0,22.0,10.0,25.0,121.0,32.0,55.0,24.0,2.0,
IDAHO,16,1603000,SODA SPRINGS JOINT DISTRICT,14APR17,52.0,44.0,24.0,30.0,1.0,,57.0,44.0,28.0,30.0,2.0,
IDAHO,16,1603030,SOUTH LEMHI DISTRICT,14APR17,8.0,25.0,5.0,,,,3.0,,2.0,,1.0,
IDAHO,16,1603060,ST MARIES JOINT DISTRICT,14APR17,70.0,22.0,35.0,24.0,1.0,,72.0,17.0,37.0,15.0,1.0,
IDAHO,16,1603090,SUGAR-SALEM JOINT DISTRICT,14APR17,99.0,42.0,53.0,24.0,,,146.0,47.0,72.0,32.0,,
IDAHO,16,1603120,SWAN VALLEY ELEMENTARY DIST,14APR17,5.0,,1.0,,,,2.0,,,,,
IDAHO,16,1603180,TETON COUNTY DISTRICT,14APR17,129.0,42.0,55.0,24.0,,,122.0,32.0,64.0,22.0,,
