"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C01_004E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C02_015E"
"9700000US3612630","Greece Central School District, New York","34574","1675","69.9","3.4","26.2","3.4","3.5","5.0","1.7","1.5","0.9","28.9","3.3","22056","1442","19.1","4.6","26.3","5.0","33.1","5.1","9.7","3.1","8.1","3.3","3.6","2.2","82038","2593","86.3","3.9","6.8","2.3","0.3","0.3","2.5","1.4","0.0","0.2","2.6","3.3","1.4","0.9","4.7","1.5","82.9","4.2","21.1","(X)","22.8","(X)","18.8","(X)","65532","5360","71759","7584","5400","1761","19550","1260","9665","1855","2724","1486","17211","2466","82172","8128","42785","5835","73080","24770","99492","37.1","10102","68931","17691","136375","14973","112023","31953","2339","29623","2334","25733","8475","N","N","27585","8749","N","N","N","N","15643","10915","18821","5775","30144","2434","(X)","(X)","(X)","(X)","(X)","(X)","28502"
"9700000US3615570","Ithaca City School District, New York","22610","1786","77.3","4.5","33.8","4.4","3.8","3.4","1.7","5.2","2.4","14.3","3.1","10352","1201","N","N","N","N","N","N","N","N","N","N","N","N","66182","3084","73.9","1.9","5.8","1.0","0.1","0.1","14.5","1.8","0.0","0.2","1.2","0.8","4.4","1.9","6.4","0.9","69.9","1.8","34.0","(X)","34.9","(X)","44.1","(X)","70003","9116","69394","10276","13409","5277","18428","2059","7280","1899","3717","1869","33565","8539","104437","15891","N","N","N","N","N","23.6","N","N","N","N","N","N","N","2434","26441","2775","37451","19106","N","N","15580","4947","N","N","21193","7832","16442","7056","14713","3006","27276","2917","(X)","(X)","(X)","(X)","(X)","(X)","24986"
"9700000US3616230","Kenmore-Tonawanda Union Free School District, New York","29756","1558","75.0","3.4","22.9","3.2","4.3","4.8","1.9","1.9","1.1","23.5","3.5","16929","1144","N","N","N","N","N","N","N","N","N","N","N","N","66902","1285","92.4","2.5","3.3","1.9","0.7","0.7","2.1","1.8","0.0","0.2","0.3","0.4","1.1","0.7","2.3","1.3","90.9","2.6","21.6","(X)","24.5","(X)","17.9","(X)","62912","4158","64272","4626","10350","9167","17945","1307","9643","2173","6161","3545","19438","2722","76677","6518","N","N","N","N","N","33.7","N","N","N","N","N","N","N","2031","29302","2200","14542","5120","21413","14018","15502","7262","N","N","N","N","24010","14754","6970","3865","29676","2177","(X)","(X)","(X)","(X)","(X)","(X)","28356"
"9700000US3619200","Middle Country Central School District, New York","21498","1586","82.1","4.0","17.8","3.7","5.1","5.4","2.5","3.4","1.7","21.8","4.5","16117","1479","12.5","3.9","26.7","5.8","26.2","4.8","11.4","5.1","18.3","4.5","5.0","2.5","68964","6079","90.2","3.1","2.2","1.1","0.3","0.4","4.1","1.9","0.4","0.5","0.7","0.8","2.0","1.4","20.4","5.0","72.1","5.3","44.1","(X)","47.0","(X)","32.2","(X)","89555","6308","89826","6960","5177","1496","18736","1978","11892","2766","4542","1504","30509","5039","97963","6757","48683","11625","74750","11270","120455","32.8","14294","89519","14426","131327","14787","124253","22756","2031","29351","2194","24189","10909","N","N","30291","8507","N","N","N","N","18668","8590","20270","3744","31689","2510","(X)","(X)","(X)","(X)","(X)","(X)","29098"
"9700000US3619230","Longwood Central School District, New York","22569","1732","80.1","3.2","18.9","3.4","3.7","3.5","1.7","2.8","1.4","18.4","3.5","15974","1615","N","N","N","N","N","N","N","N","N","N","N","N","65778","6795","74.9","6.5","11.8","3.0","1.1","1.7","8.0","5.9","0.0","0.2","1.3","0.9","2.9","1.5","18.2","6.0","60.7","6.7","39.3","(X)","40.9","(X)","28.7","(X)","89194","6965","93890","7114","9879","5022","16482","1939","8998","1555","3186","1229","26573","3746","98757","8572","N","N","N","N","N","30.5","N","N","N","N","N","N","N","2848","35418","3318","23179","6230","N","N","20009","13479","N","N","8750","4607","11432","6438","21892","6244","38618","3884","(X)","(X)","(X)","(X)","(X)","(X)","31572"
"9700000US3620100","Mount Vernon City School District, New York","24180","1558","81.1","3.3","17.9","3.3","3.8","6.1","2.3","7.4","2.6","14.5","2.7","15865","1001","8.8","3.3","38.7","5.6","20.6","4.9","16.8","4.4","7.2","3.3","7.8","3.7","68218","32","24.7","4.9","64.7","5.3","0.3","0.3","2.1","1.2","0.0","0.2","5.3","2.2","2.9","1.3","12.3","3.5","19.1","4.7","34.5","(X)","39.9","(X)","30.7","(X)","76635","7852","77857","8772","18018","7411","16496","1575","9868","3434","4849","1815","20477","3587","90994","10870","48335","31786","60282","12259","122763","24.4","17733","80166","24112","187415","52573","140893","58780","2686","39899","6525","24069","2990","N","N","38869","14606","N","N","26541","9523","24178","11226","20325","4699","45787","8155","(X)","(X)","(X)","(X)","(X)","(X)","28516"
"9700000US3620490","New Rochelle City School District, New York","30045","1599","75.9","4.0","27.3","4.5","4.4","3.9","1.6","4.3","2.3","20.0","4.5","20126","1165","10.2","3.6","35.1","6.1","28.0","5.0","14.0","3.5","8.8","3.2","3.7","1.9","79453","39","65.8","4.9","18.0","3.3","0.0","0.2","4.7","2.0","0.0","0.2","8.8","3.3","2.7","1.2","30.4","4.6","46.2","3.7","26.8","(X)","27.9","(X)","20.9","(X)","107120","11822","110417","12900","42774","24228","19145","1544","8205","1784","3198","1175","21669","4736","130408","16691","103764","83601","75293","19066","183280","32.0","27396","140322","47015","203219","54836","115362","28053","4456","49865","6992","29555","4733","N","N","29177","8008","N","N","15332","5465","18917","8009","21615","3527","60991","8852","(X)","(X)","(X)","(X)","(X)","(X)","41350"
"9700000US3620580","New York City Department Of Education, New York","3084861","9520","78.3","0.3","17.7","0.4","0.3","7.8","0.2","4.0","0.2","11.9","0.3","1839468","13922","13.8","0.4","37.6","0.5","24.3","0.5","13.0","0.5","6.5","0.2","4.9","0.3","8405837","*****","43.5","0.3","24.6","0.2","0.4","0.1","13.5","0.1","0.1","0.1","14.9","0.3","3.1","0.2","28.9","*****","32.6","0.1","40.8","(X)","45.1","(X)","33.6","(X)","84292","1469","90741","1380","25399","3163","15702","189","8418","144","4016","202","24923","1083","92717","1707","33275","2305","69397","2528","155642","24.5","5656","77137","2494","139128","5579","107559","4602","547","46449","1171","21234","404","21148","4874","29996","1010","36694","23453","15005","447","23246","2295","17695","336","54700","1500","(X)","(X)","(X)","(X)","(X)","(X)","32540"
"9700000US3620700","Newburgh City School District, New York","22723","1617","79.8","4.6","18.9","3.6","4.3","8.7","3.1","5.0","2.2","19.8","3.7","15801","1319","11.7","4.4","35.1","5.7","24.0","5.3","12.3","4.9","12.1","3.3","4.7","2.8","66974","3161","49.2","5.1","18.7","3.7","0.0","0.2","2.4","1.3","0.0","0.2","22.9","5.0","6.9","2.0","35.4","4.6","41.3","4.8","46.9","(X)","47.4","(X)","36.2","(X)","71784","4945","68494","5398","8692","2522","18440","1778","7208","1600","4452","1717","36166","8677","74793","5951","38384","9049","48015","8527","100143","31.3","12392","68271","16511","130587","16041","109031","29380","2254","34035","2871","19919","5498","N","N","23958","12595","N","N","14459","2870","19409","8409","16822","2649","35954","3262","(X)","(X)","(X)","(X)","(X)","(X)","25672"
"9700000US3624750","Rochester City School District, New York","86482","2881","71.2","2.3","14.1","1.7","2.2","11.9","1.5","12.1","1.8","13.4","1.5","43256","1860","19.9","3.1","43.9","3.3","19.6","2.5","10.4","2.1","3.0","1.2","3.2","1.3","210345","54","45.4","2.1","40.9","2.2","0.8","0.4","2.4","0.8","0.2","0.2","6.3","1.3","3.9","1.0","18.0","1.3","38.1","2.0","30.1","(X)","32.7","(X)","27.0","(X)","42128","1895","45896","2551","5920","1454","14530","715","8811","588","4144","647","17047","2068","47379","3119","19428","3648","35589","3424","81655","26.4","9087","59562","6134","99351","9537","83796","25901","1359","27906","2748","12464","882","13107","4510","9773","3473","N","N","9534","1806","9222","3043","10875","1012","30617","3335","(X)","(X)","(X)","(X)","(X)","(X)","19108"
"9700000US3625350","Sachem Central School District, New York","25660","1756","80.2","3.1","21.8","3.1","4.0","3.5","1.6","1.9","1.4","23.6","3.4","18873","1750","11.0","2.8","23.5","4.0","33.4","5.0","12.8","3.4","12.0","3.0","7.3","3.0","73194","6042","91.2","3.0","1.0","1.0","0.0","0.1","5.3","2.2","0.0","0.2","1.9","1.4","0.6","0.4","N","N","N","N","33.4","(X)","31.7","(X)","24.5","(X)","98519","7031","102411","8327","6822","1917","20274","1564","13352","3197","1926","1503","28598","4555","110837","7790","44199","10616","79072","9328","129382","32.4","11192","112409","33304","165988","18895","134518","39776","2464","37231","2546","N","N","N","N","24573","7132","N","N","15936","12541","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36063"
"9700000US3626010","Schenectady City School District, New York","25054","1443","72.0","4.8","16.4","2.8","3.7","14.0","3.3","10.0","4.1","14.8","2.7","12813","1299","21.4","5.5","32.4","7.1","27.5","6.4","10.4","4.0","5.4","2.6","2.8","2.7","65915","49","60.9","3.4","23.7","2.8","0.8","0.5","5.7","1.7","0.0","0.2","5.8","2.6","3.0","1.2","9.5","1.8","56.3","3.4","23.1","(X)","24.7","(X)","21.4","(X)","46165","3190","49179","3947","3564","1286","15114","1269","9619","1970","3490","1209","20094","3420","53641","5834","25840","5020","38731","6143","80552","31.1","12777","61145","18999","85097","18658","84723","26052","1614","23311","2511","13232","2571","8379","7011","16083","4875","N","N","17742","6108","11958","10009","10894","4196","24323","2728","(X)","(X)","(X)","(X)","(X)","(X)","19718"
"9700000US3626670","Shenendehowa Central School District, New York","27006","1603","81.0","3.0","31.2","4.0","4.1","2.5","1.0","2.2","1.2","24.5","4.0","18609","1428","N","N","N","N","N","N","N","N","N","N","N","N","65346","3367","91.5","2.0","0.9","0.6","0.5","0.6","5.3","1.6","0.2","0.4","0.0","0.2","1.6","0.9","3.9","2.0","87.7","2.7","31.7","(X)","28.8","(X)","23.6","(X)","100981","6951","102567","9102","8611","2748","19443","1452","11422","2564","5265","3314","29317","4667","115778","9512","N","N","N","N","N","30.2","N","N","N","N","N","N","N","3130","42748","3142","41811","30665","N","N","34268","16634","N","N","N","N","N","N","16602","8835","43927","3272","(X)","(X)","(X)","(X)","(X)","(X)","41499"
"9700000US3627810","East Ramapo (Spring Valley) Central School District, New York","28623","1357","89.9","2.6","17.2","3.3","3.2","3.4","1.2","2.7","1.4","13.7","3.1","23449","1463","8.8","3.1","35.6","4.4","25.7","4.1","10.7","2.9","12.6","2.9","6.6","2.4","117113","4145","61.4","3.0","21.1","2.0","0.1","0.2","2.8","1.1","0.0","0.1","12.5","2.7","2.1","1.1","17.3","2.6","57.3","2.9","49.0","(X)","50.5","(X)","36.7","(X)","81208","5499","76458","5512","11798","4300","21660","2184","8666","1286","5546","2382","27685","6230","83648","6222","44912","10452","56336","7957","97333","22.4","12722","85707","17567","151804","22702","96303","17995","1551","19350","2002","28268","3195","N","N","33778","7044","N","N","12230","2917","23696","12513","15971","3670","18741","1843","(X)","(X)","(X)","(X)","(X)","(X)","20834"
"9700000US3628590","Syracuse City School District, New York","55100","2158","71.6","2.6","15.7","2.0","2.3","9.7","1.8","9.2","1.6","14.6","1.8","28315","1712","18.2","2.5","41.1","3.9","19.0","3.2","12.8","2.7","4.4","1.7","4.6","1.5","144756","142","55.0","2.2","29.2","2.0","1.3","0.7","6.2","0.9","0.0","0.1","3.0","1.2","5.2","1.3","8.7","1.1","51.4","2.1","36.9","(X)","41.9","(X)","32.2","(X)","47561","3465","50623","3787","8798","6148","15395","983","8641","796","3465","666","20828","3377","57289","5153","27131","10743","46630","7740","88124","29.0","9341","57683","8402","138831","32691","66226","9290","1422","25945","2276","13969","1693","8448","4077","10410","2664","N","N","10465","3796","9425","3739","13832","3766","26465","2425","(X)","(X)","(X)","(X)","(X)","(X)","19922"
"9700000US3629880","Wappingers Central School District, New York","25921","1583","80.2","3.2","29.7","3.6","4.0","4.7","2.0","4.1","2.2","25.2","3.4","19676","1396","13.1","2.7","26.9","4.6","31.5","4.5","10.2","3.4","13.7","3.8","4.5","1.9","74881","4081","84.7","2.9","4.9","2.0","0.2","0.3","5.1","1.6","0.0","0.2","1.8","1.3","3.3","1.9","11.6","2.7","77.6","3.2","37.5","(X)","39.5","(X)","31.4","(X)","97058","6199","94719","6800","16965","11236","21425","1613","7589","2360","4031","1894","23053","2792","111246","7681","76133","30799","81501","12198","144453","36.6","13181","90081","16417","149016","17693","91368","14746","2221","35914","2376","40042","13287","N","N","30124","11012","N","N","23081","7619","9179","8445","17781","4503","37513","2765","(X)","(X)","(X)","(X)","(X)","(X)","34661"
"9700000US3631470","Williamsville Central School District, New York","29128","1735","74.6","3.8","42.3","3.8","4.2","3.7","1.6","1.1","0.7","25.5","3.7","19899","1485","13.6","3.6","29.9","4.5","35.3","5.7","6.8","2.2","11.5","3.0","2.9","2.1","74466","4005","87.7","2.9","4.2","1.9","0.2","0.3","5.7","1.7","0.0","0.2","0.6","0.8","1.6","0.8","5.1","2.8","84.9","3.8","37.9","(X)","35.2","(X)","31.8","(X)","106585","8449","111729","9428","15822","6772","20366","1491","9462","2536","2862","1792","30647","5361","129624","11051","61317","18358","90901","12604","163009","35.0","19134","158533","40777","185561","30728","152489","56384","2888","42325","2876","25382","7867","N","N","57380","20689","N","N","N","N","N","N","33619","16287","43096","2840","(X)","(X)","(X)","(X)","(X)","(X)","42379"
"9700000US3631920","Yonkers City School District, New York","73972","2383","77.4","2.2","18.8","1.9","2.4","5.1","1.4","5.8","1.4","17.4","2.0","48817","1872","15.3","2.6","36.0","4.1","24.2","3.2","12.2","2.4","7.8","2.0","4.6","1.4","199764","38","59.9","3.1","16.1","2.3","0.0","0.1","5.6","1.3","0.0","0.1","16.0","2.8","2.3","0.8","35.3","3.0","42.3","2.5","32.9","(X)","34.0","(X)","23.3","(X)","80331","4055","83876","4145","14266","5016","18741","968","8470","1441","3974","1112","26645","3618","92137","5380","31617","5655","72261","7362","130611","32.9","11566","109723","21967","125218","13141","143860","34469","1764","35486","2523","27319","3316","N","N","32734","5577","N","N","14754","1921","35201","28070","19082","2269","40201","2759","(X)","(X)","(X)","(X)","(X)","(X)","30687"
"9700000US3700011","Cumberland County Schools, North Carolina","121380","1966","79.5","1.3","12.3","1.2","1.2","6.3","0.9","1.8","0.5","20.3","1.3","77754","2653","15.0","1.4","41.3","2.2","29.0","2.1","8.7","1.6","3.5","0.9","2.4","0.8","304281","2571","51.4","0.9","38.1","0.8","1.3","0.3","2.2","0.4","0.1","0.1","1.8","0.7","5.1","1.0","9.8","0.4","45.3","0.6","40.2","(X)","39.5","(X)","31.3","(X)","56231","1882","54479","2179","12181","2799","15752","632","9313","817","2224","436","21348","1548","65471","2759","39593","5211","50753","3303","93725","25.6","6929","64248","8963","112785","25150","72551","7349","751","26393","997","19241","1039","15345","3893","29169","11440","24834","17419","17317","4841","13508","3645","18234","1839","27052","1151","(X)","(X)","(X)","(X)","(X)","(X)","22766"
"9700000US3700012","Pitt County Schools, North Carolina","67573","1633","79.9","2.0","17.1","1.8","1.7","5.3","1.2","1.0","0.6","15.3","2.0","40082","2339","13.7","2.4","39.0","3.9","34.9","3.9","6.6","2.0","5.0","1.8","0.8","0.6","174263","*****","58.8","0.9","34.0","0.7","0.3","0.1","1.8","0.1","0.0","0.1","3.1","1.0","1.9","0.8","5.8","*****","56.4","0.2","37.3","(X)","40.0","(X)","31.2","(X)","59751","3857","60189","4620","14285","8792","16420","1135","8605","1238","1508","720","20854","2657","77778","6408","50098","20498","51817","6964","117251","25.1","13514","47583","7380","120075","24252","79969","17463","1512","30707","2521","13927","1163","16503","13324","37301","14848","N","N","8268","4257","16033","6112","10553","3651","31461","2568","(X)","(X)","(X)","(X)","(X)","(X)","24087"
"9700000US3700030","Alamance-Burlington Schools, North Carolina","59200","1593","74.3","2.3","19.6","2.1","1.9","4.3","1.1","1.9","0.9","18.0","1.9","40452","1850","16.0","2.1","36.0","4.0","32.8","3.8","9.9","2.7","4.0","1.6","1.4","0.9","154378","*****","69.0","1.6","18.8","0.6","0.9","0.9","1.5","0.2","0.0","0.1","7.7","1.7","2.0","0.8","11.8","*****","66.1","0.1","31.0","(X)","29.4","(X)","24.1","(X)","55539","2982","56755","2863","12089","5452","17106","693","10116","1610","1280","703","21282","8107","63837","3107","34451","3507","48424","6099","88342","32.5","5446","66840","13659","103672","19167","88840","24915","1123","25081","1676","18237","2429","11300","11000","23938","7698","N","N","8871","2369","5798","2415","8797","1864","25765","1544","(X)","(X)","(X)","(X)","(X)","(X)","22006"
"9700000US3700420","Brunswick County Schools, North Carolina","48444","2235","66.9","2.7","26.3","2.6","2.2","5.5","1.6","1.6","0.8","33.6","2.4","34428","2014","32.2","3.4","33.8","4.1","22.8","3.1","6.8","2.3","3.3","1.3","1.2","0.8","115301","*****","84.0","1.0","10.3","1.4","0.4","0.4","0.8","0.1","1.0","1.4","1.8","1.0","1.8","0.4","4.8","*****","81.2","0.1","31.4","(X)","32.9","(X)","26.6","(X)","60424","3233","52658","4161","13860","2958","19980","935","7983","918","4515","1905","29763","4347","69400","4378","52876","8047","67058","7034","95771","46.3","9174","66580","17692","80719","14213","62752","11434","1544","28351","1775","17214","2713","N","N","11051","8326","N","N","11879","7589","12854","4574","10617","2831","28951","1800","(X)","(X)","(X)","(X)","(X)","(X)","26237"
"9700000US3700450","Buncombe County Schools, North Carolina","83129","2403","72.6","2.2","23.7","2.5","2.2","4.7","1.2","2.4","1.0","22.5","2.0","50602","2483","16.7","2.1","28.2","3.4","38.4","3.8","8.8","2.0","6.8","1.9","1.0","0.6","205201","3637","90.9","1.2","3.9","0.7","0.3","0.2","1.1","0.3","0.0","0.1","0.4","0.4","3.3","1.0","7.2","0.3","84.7","0.9","24.3","(X)","28.1","(X)","21.8","(X)","62256","3426","61491","3628","18692","5770","17275","906","8369","1254","3215","1089","23830","2976","75987","4782","62656","11865","61361","8214","92755","35.2","9349","55108","8473","99481","12403","91842","24389","1280","27267","1394","20906","4749","10038","8300","15769","9938","N","N","N","N","11556","3532","12031","2208","28494","1465","(X)","(X)","(X)","(X)","(X)","(X)","26295"
"9700000US3700480","Burke County Schools, North Carolina","34484","1377","68.8","3.4","14.6","2.4","3.3","7.0","2.5","4.5","2.0","23.2","2.9","21389","1637","18.4","3.5","39.2","5.6","26.1","3.8","7.6","2.8","6.8","2.8","1.8","0.9","89842","*****","84.0","1.2","5.5","1.1","0.3","0.4","3.7","0.1","0.0","0.2","4.1","1.2","2.5","1.1","5.7","*****","82.3","0.2","23.1","(X)","25.3","(X)","16.4","(X)","44627","2748","43761","3742","9885","2664","15948","893","8743","1292","3732","1303","17266","2776","54734","4012","37254","6967","40845","4404","73518","43.9","8349","56232","8025","102976","15456","75810","6312","986","20191","1089","13626","3675","N","N","12405","4167","N","N","3847","1944","5135","3407","8710","4664","20172","1087","(X)","(X)","(X)","(X)","(X)","(X)","18484"
"9700000US3700530","Cabarrus County Schools, North Carolina","57368","1879","82.3","2.1","18.9","2.3","2.4","2.6","1.0","1.2","0.7","18.5","2.2","42897","1996","12.5","1.9","31.3","4.0","41.8","4.0","6.0","1.6","7.2","1.8","1.3","0.9","164473","2646","77.4","1.7","14.5","1.1","0.2","0.1","2.7","0.3","0.0","0.1","3.2","1.6","2.0","0.7","9.5","0.9","71.5","1.3","29.4","(X)","27.9","(X)","22.0","(X)","73034","3485","74179","3562","12137","5370","18203","1065","10561","1832","3147","1465","16789","2853","82216","4193","43249","4783","61356","5263","103476","27.4","7519","77882","23333","120686","12546","82250","28387","1278","27103","1385","25063","2776","12720","11102","33069","9015","N","N","11857","4684","22102","14785","11012","2433","28419","1464","(X)","(X)","(X)","(X)","(X)","(X)","26348"
"9700000US3700580","Caldwell County Schools, North Carolina","29255","1556","67.1","3.7","14.0","2.7","3.7","6.4","2.7","3.2","1.2","15.3","3.3","20495","1768","23.6","3.5","36.4","4.5","26.1","4.3","7.8","2.9","5.5","2.1","0.6","0.5","81990","*****","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","39.9","(X)","38.6","(X)","32.7","(X)","49965","7544","55705","11152","11187","5527","16263","1081","8697","1664","3662","1902","14391","3120","60398","9720","33553","6396","47549","14145","98661","43.3","28017","51401","10300","89320","10163","85669","17516","2497","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19038"
"9700000US3700630","Carteret County Schools, North Carolina","29961","1405","70.5","3.3","28.6","3.1","2.8","4.6","1.6","2.6","1.2","27.6","2.7","19424","1272","22.5","3.1","31.2","4.1","31.5","4.7","7.7","2.7","5.8","2.2","1.3","1.0","68434","*****","87.8","0.8","6.0","0.9","0.2","0.2","1.3","0.3","0.1","0.3","2.1","0.9","2.4","1.0","4.0","*****","86.3","0.2","28.5","(X)","27.9","(X)","22.2","(X)","59026","3360","54250","4192","14915","4853","16736","843","8053","1316","1725","1399","25752","3000","69578","4881","50068","7287","54023","6958","86571","40.7","10041","73677","21515","128664","35845","80975","28012","1509","28102","1596","14619","3487","N","N","14442","15295","N","N","14597","8274","11874","8104","15288","6361","28336","1611","(X)","(X)","(X)","(X)","(X)","(X)","26418"
"9700000US3700690","Catawba County Schools, North Carolina","39133","1921","78.4","3.3","18.8","2.5","3.3","3.6","1.4","2.2","1.0","17.5","2.7","28115","1934","14.8","3.0","31.9","5.0","34.3","4.5","6.5","2.1","8.7","2.6","3.9","2.2","104778","5098","84.7","3.0","4.0","1.2","0.1","0.2","3.9","1.1","0.0","0.2","5.5","2.5","1.8","0.8","9.4","1.7","81.0","2.3","27.1","(X)","26.3","(X)","21.2","(X)","60773","5984","58840","4362","N","N","16767","961","11152","2704","934","465","17931","4249","71608","7489","59125","38613","51470","8810","91541","35.4","8983","53294","8106","95515","11952","85690","22096","2115","25619","2562","13505","3417","N","N","13416","4168","N","N","8716","2498","7660","4633","7604","1387","26512","2640","(X)","(X)","(X)","(X)","(X)","(X)","23418"
"9700000US3700720","Chapel Hill-Carrboro Schools, North Carolina","31550","1918","85.3","2.7","38.4","3.9","2.5","1.1","0.9","1.2","0.8","13.2","2.4","18281","1495","N","N","N","N","N","N","N","N","N","N","N","N","88714","3591","71.7","2.3","9.0","1.7","0.3","0.3","11.1","0.9","0.1","0.1","3.6","1.9","4.2","1.3","8.4","2.4","67.4","2.7","27.2","(X)","23.2","(X)","22.6","(X)","103731","9578","101351","10306","18845","6826","20945","1743","7897","2324","5036","2567","38752","6787","139616","15321","N","N","N","N","N","18.2","N","N","N","N","N","N","N","3589","43884","4373","20027","6921","3477","2596","31055","8044","N","N","8610","3398","20822","10916","14823","4461","45549","4565","(X)","(X)","(X)","(X)","(X)","(X)","37934"
"9700000US3700750","Chatham County Schools, North Carolina","26593","1137","71.3","3.7","34.2","4.2","3.7","3.6","2.0","2.4","1.7","22.8","3.7","19332","1391","N","N","N","N","N","N","N","N","N","N","N","N","66817","*****","80.0","2.6","13.2","2.4","0.4","0.6","1.2","0.4","0.0","0.2","2.7","2.3","2.4","1.7","12.9","*****","71.4","0.2","32.8","(X)","33.0","(X)","23.2","(X)","77604","7815","75197","9170","19020","4817","19533","1665","7343","1597","3686","1037","33546","9945","93487","9818","N","N","N","N","N","40.2","N","N","N","N","N","N","N","2680","34019","2974","20269","9220","N","N","45154","36509","N","N","8500","6986","13784","10959","10870","4136","36603","3175","(X)","(X)","(X)","(X)","(X)","(X)","31033"
"9700000US3700900","Cleveland County Schools, North Carolina","38409","1389","73.0","2.8","15.9","2.7","2.5","5.6","2.0","3.2","1.7","21.0","2.6","25971","1897","20.4","3.5","31.3","3.8","29.2","4.1","8.1","2.7","9.3","2.8","1.7","1.5","97047","*****","75.0","0.9","21.1","1.1","0.0","0.2","0.7","0.2","0.0","0.2","1.2","0.9","1.9","0.8","3.1","*****","73.6","0.5","37.4","(X)","37.5","(X)","27.4","(X)","52771","4652","53297","5735","8696","4019","16662","957","8124","1422","2432","957","21356","8887","62976","6807","41032","16395","41448","3912","80251","38.6","11034","50849","12501","139692","44378","63665","21336","1882","23302","2473","16186","1997","N","N","13660","12677","N","N","N","N","8941","5947","9589","3517","23510","2497","(X)","(X)","(X)","(X)","(X)","(X)","21322"
"9700000US3701140","Davidson County Schools, North Carolina","50437","1907","75.8","2.7","19.8","2.5","2.8","3.3","1.4","2.4","1.2","22.2","2.2","35069","2306","16.5","2.9","38.3","4.1","29.1","4.7","7.9","2.0","6.1","1.6","2.2","1.7","128077","4281","93.3","1.4","3.4","1.2","0.4","0.3","1.5","0.5","0.1","0.1","0.6","0.7","0.8","0.5","4.5","1.4","89.7","1.8","39.0","(X)","41.3","(X)","29.9","(X)","57375","3874","58546","4342","9363","3342","17365","973","9209","2009","4108","2202","17473","2871","65688","5330","35806","7396","46562","5668","95149","35.3","9134","80075","20706","106236","23302","67830","20375","1606","23555","1543","24941","14307","N","N","8453","5153","N","N","N","N","9687","6013","13147","3896","23933","1600","(X)","(X)","(X)","(X)","(X)","(X)","23225"
"9700000US3701260","Durham Public Schools, North Carolina","114946","2105","83.2","1.3","22.2","1.7","1.4","3.3","0.8","1.4","0.5","16.2","1.6","65188","2508","10.1","1.7","33.1","3.7","41.2","3.5","7.5","1.8","5.9","1.5","2.2","1.0","288133","*****","51.0","1.2","37.8","0.6","0.2","0.2","4.4","0.4","0.0","0.1","3.1","1.1","3.6","0.8","13.5","*****","42.0","0.1","27.7","(X)","30.0","(X)","23.4","(X)","77613","4338","77485","4624","19280","4767","16678","888","9575","1593","1988","519","23233","2539","97977","7322","56900","13441","64073","7521","134449","21.9","13183","69800","14154","149605","35415","70810","21168","1677","40872","2943","22923","1779","N","N","27457","8883","N","N","13087","4708","14738","3003","12955","2248","46799","3453","(X)","(X)","(X)","(X)","(X)","(X)","31666"
