"GEO_ID","NAME","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C01_004E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C02_015E"
"9700000US3701500","Forsyth County Schools, North Carolina","142991","2416","77.3","1.3","18.5","1.3","1.0","4.5","0.9","1.8","0.4","18.1","1.1","89576","2697","14.8","1.5","36.4","2.4","32.8","2.4","9.0","1.4","6.2","1.2","0.9","0.4","361220","*****","66.6","0.9","25.7","0.6","0.3","0.1","2.0","0.3","0.2","0.4","3.5","0.8","1.7","0.5","12.4","*****","58.0","0.1","26.9","(X)","28.5","(X)","22.0","(X)","65623","2556","66937","3155","15814","3700","17762","650","10187","1157","2163","677","21207","1710","80505","3833","47866","6545","58990","5603","110963","28.7","6501","81752","19271","122762","17364","73049","19723","1098","31788","1471","16803","1544","27758","22606","24861","8153","N","N","6595","1677","14121","4025","10641","1491","34646","1605","(X)","(X)","(X)","(X)","(X)","(X)","26563"
"9700000US3701620","Gaston County Schools, North Carolina","80175","1635","75.5","1.8","13.5","1.4","1.7","6.9","1.0","1.9","0.6","14.5","1.3","54031","2112","15.3","1.9","37.4","3.2","28.8","2.5","11.3","2.2","6.3","1.2","0.9","0.6","209420","*****","75.8","0.8","15.0","0.7","0.4","0.2","1.3","0.2","0.0","0.1","4.5","0.9","2.9","0.7","6.2","*****","74.6","0.5","30.0","(X)","33.4","(X)","23.3","(X)","56960","2505","59249","3167","12639","3893","17120","682","8754","1140","1925","749","17149","2647","66161","3166","33809","4863","51669","5853","94463","34.9","5950","58894","7127","113706","12665","72442","15603","963","24785","1130","16433","2283","21392","11439","31159","16683","N","N","12900","2667","9776","4202","13060","2120","24961","1153","(X)","(X)","(X)","(X)","(X)","(X)","22618"
"9700000US3701920","Guilford County Schools, North Carolina","199607","2868","78.7","1.2","19.0","1.1","0.9","3.9","0.7","2.4","0.6","15.6","1.1","127304","3918","14.2","1.4","36.6","2.1","33.7","2.0","8.0","1.3","5.2","0.8","2.2","0.7","506610","*****","56.2","0.7","33.9","0.8","0.7","0.3","4.4","0.2","0.1","0.1","2.8","0.8","1.9","0.4","7.5","*****","52.6","0.2","28.4","(X)","29.5","(X)","23.8","(X)","66836","3187","68320","3478","18850","4685","17778","527","8321","706","3607","763","19596","1601","81012","4774","42216","4300","69562","10000","106653","28.2","9074","64545","7315","118889","13276","100124","24769","1290","34997","2189","16648","1096","10752","4153","21193","4028","11890","3613","13067","3562","9206","2469","14061","1896","36309","2306","(X)","(X)","(X)","(X)","(X)","(X)","26870"
"9700000US3702010","Harnett County Schools, North Carolina","42464","977","78.2","1.8","13.9","2.0","2.0","5.7","1.1","1.2","0.5","17.9","1.7","30591","1390","14.0","2.0","40.6","3.9","31.4","3.7","7.9","1.7","3.8","1.0","2.3","1.2","124987","*****","67.7","1.7","21.6","1.0","0.9","0.3","1.1","0.2","0.0","0.1","6.0","1.8","2.6","0.7","11.7","*****","62.9","0.1","32.4","(X)","33.5","(X)","25.2","(X)","59440","3616","60294","3809","14040","6590","16290","733","9139","774","2141","840","22898","3657","68261","4245","36243","6852","57737","5677","96759","26.5","8182","54538","7379","92239","13299","67661","19659","1235","23538","1705","17230","2607","22217","9523","38347","24397","N","N","13276","7563","7701","3474","13205","3555","24319","1713","(X)","(X)","(X)","(X)","(X)","(X)","21293"
"9700000US3702100","Henderson County Schools, North Carolina","47447","1688","69.3","2.3","27.9","3.3","2.2","4.5","1.5","1.7","0.8","27.7","2.9","30892","2087","21.5","2.9","36.4","4.6","28.7","3.9","6.6","2.2","5.6","1.9","1.1","0.8","109540","*****","91.0","1.7","3.2","0.6","0.2","0.2","0.4","0.5","0.0","0.2","2.5","1.6","2.7","0.7","N","N","N","N","29.1","(X)","29.8","(X)","25.0","(X)","56037","3724","50975","3665","20268","7955","18606","962","6970","1406","2001","1186","22607","2842","65437","4938","56243","12393","52806","9116","79868","40.6","7640","53275","13384","117946","12013","89485","50308","1579","26166","1846","13695","5056","N","N","N","N","N","N","9478","3879","8872","3690","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24896"
"9700000US3702310","Iredell-Statesville Schools, North Carolina","49515","1751","77.0","2.3","20.8","2.4","2.0","3.8","1.0","1.5","0.7","17.6","1.6","35442","1998","18.8","2.8","32.2","3.9","33.7","3.6","7.5","1.9","5.6","1.6","2.2","1.3","137394","2265","82.4","1.6","12.9","1.2","0.6","0.1","1.7","0.7","0.0","0.1","1.7","1.2","0.7","0.5","5.4","1.7","78.8","1.6","31.4","(X)","30.2","(X)","25.1","(X)","72846","5414","77479","6557","11805","2459","18470","834","8510","850","3235","1633","18633","4151","84133","6572","39057","7313","82174","15563","108989","33.2","7609","56507","9034","141710","53281","63014","22275","1978","30439","2378","13184","1826","17955","10499","20950","5626","N","N","9288","4148","9176","7799","17182","7764","30898","2438","(X)","(X)","(X)","(X)","(X)","(X)","27466"
"9700000US3702370","Johnston County Schools, North Carolina","61412","1845","80.7","2.4","17.6","2.8","2.2","5.6","1.6","1.0","0.6","18.1","2.6","46774","2373","12.9","2.1","33.8","4.1","37.4","3.8","6.6","2.0","7.0","1.9","2.3","1.2","177967","*****","77.0","1.8","15.7","0.4","0.7","0.6","0.7","0.2","0.1","0.1","4.2","1.8","1.7","0.6","13.2","*****","69.2","0.1","27.5","(X)","26.9","(X)","21.0","(X)","62800","2990","63221","3780","6659","2021","17352","869","9174","1444","2060","1322","20094","3076","68985","3690","36197","6262","54580","6276","87210","26.9","6524","54634","10075","117193","21593","63540","19963","1071","24976","1416","16008","2254","N","N","11082","6549","N","N","5717","1907","21594","6769","8601","1260","26736","1432","(X)","(X)","(X)","(X)","(X)","(X)","22512"
"9700000US3702680","Lincoln County Schools, North Carolina","30124","1086","75.8","3.3","19.5","3.2","3.3","5.0","2.1","4.1","2.1","18.3","3.0","21597","1242","15.1","2.8","28.5","5.3","37.5","5.7","9.4","3.5","7.8","2.8","1.7","1.4","79740","*****","88.9","1.5","5.9","1.8","0.1","0.2","0.3","0.3","0.0","0.2","2.2","1.8","2.5","1.1","7.0","*****","85.3","0.2","23.8","(X)","22.7","(X)","17.6","(X)","66661","5834","71030","7516","9048","4097","16938","1106","8971","1789","2952","2569","17222","3423","79387","7688","34736","8352","56964","10285","102585","36.9","13587","74408","18160","136119","29716","105856","40811","2187","27803","2428","9773","4230","N","N","N","N","N","N","N","N","N","N","11714","7138","28595","2536","(X)","(X)","(X)","(X)","(X)","(X)","26095"
"9700000US3702970","Charlotte-Mecklenburg Schools, North Carolina","377213","3399","84.7","0.8","21.8","0.9","0.7","3.6","0.6","2.0","0.4","12.4","0.7","231678","5325","11.0","0.9","34.6","1.6","33.1","1.5","12.7","1.1","6.3","0.7","2.4","0.5","990977","*****","55.4","0.8","31.4","0.3","0.3","0.1","4.9","0.2","0.0","0.1","5.4","0.8","2.6","0.4","12.6","*****","49.2","0.1","28.5","(X)","29.3","(X)","22.8","(X)","80917","2154","82079","2254","16733","2767","17663","464","8955","758","3757","1256","20948","1632","96497","2913","41737","4737","82439","6710","131527","20.0","5799","75994","8565","127642","10288","93404","10551","873","41374","1601","20055","830","17361","5420","31297","3295","N","N","13004","1609","18750","3468","14513","1165","44575","1723","(X)","(X)","(X)","(X)","(X)","(X)","31993"
"9700000US3703090","Moore County Schools, North Carolina","36502","1507","66.8","3.0","25.4","3.3","2.8","5.0","2.0","0.5","0.6","27.7","3.2","25529","1583","25.8","3.4","26.5","4.2","34.3","5.0","7.9","2.8","4.8","2.0","0.7","0.6","91587","*****","83.1","0.5","11.8","1.5","0.7","1.0","0.7","0.4","0.0","0.2","0.6","0.6","3.1","1.6","6.3","*****","77.1","0.3","41.0","(X)","42.0","(X)","33.3","(X)","68742","5295","68310","5520","21902","6589","20967","1230","8522","1749","N","N","24397","4013","77946","7144","63861","12337","60240","7688","90223","40.6","9828","119224","42818","92793","15926","96404","7622","2135","30996","2482","12813","3575","N","N","31967","25418","N","N","N","N","11044","7874","25192","14630","31365","2578","(X)","(X)","(X)","(X)","(X)","(X)","27964"
"9700000US3703270","Nash-Rocky Mount Schools, North Carolina","40992","1341","75.3","2.8","15.9","2.5","2.8","6.8","1.7","1.8","1.0","19.7","2.7","25993","1792","13.3","3.3","37.5","4.9","29.4","4.3","12.6","3.3","5.2","2.3","2.0","1.5","104404","1876","49.4","1.6","43.3","1.5","0.6","0.1","0.8","0.1","0.0","0.2","4.0","1.5","1.8","1.0","6.0","0.1","47.6","0.9","24.5","(X)","24.6","(X)","18.8","(X)","54098","4830","53908","6180","9153","3549","15847","1106","8977","1387","2570","1664","22229","4132","65526","7425","45266","14561","39881","3581","103934","35.9","23201","54115","10256","100275","21036","98278","41529","1906","29412","3678","14906","1327","14294","8250","11487","4003","N","N","8596","3137","N","N","10382","1495","30030","3874","(X)","(X)","(X)","(X)","(X)","(X)","21637"
"9700000US3703310","Craven County Schools, North Carolina","39570","1354","72.9","2.9","18.9","3.1","2.7","6.1","2.1","2.4","1.1","28.6","2.9","27689","1764","18.4","2.8","37.1","4.7","35.1","4.4","6.1","2.5","2.4","1.4","0.8","0.6","104489","*****","71.0","1.6","21.6","1.0","0.3","0.3","2.2","0.6","0.0","0.2","2.2","1.6","2.7","1.1","6.9","*****","66.7","0.2","21.0","(X)","23.6","(X)","17.4","(X)","58206","3948","55848","4640","10636","5117","16580","1110","11598","2361","2421","921","23765","3054","66414","4947","55070","11375","46606","5323","88328","35.4","10142","80829","30702","95322","25070","88587","12680","1499","27002","1996","16809","3010","8836","3285","12700","6959","N","N","11854","4492","6611","3929","13573","3335","27817","1987","(X)","(X)","(X)","(X)","(X)","(X)","23551"
"9700000US3703330","New Hanover County Schools, North Carolina","87148","2299","78.5","1.7","22.3","2.2","1.4","3.8","1.0","2.1","0.9","18.9","1.8","48286","2105","17.0","2.2","33.2","3.6","35.2","3.3","8.3","2.1","5.1","1.7","1.2","0.8","213267","*****","80.6","0.8","14.5","0.4","0.5","0.2","1.5","0.3","0.1","0.2","1.4","0.8","1.4","0.5","5.5","*****","76.4","0.3","24.2","(X)","23.2","(X)","18.9","(X)","68111","4002","67806","5029","13872","2657","18485","851","9265","1333","1920","608","25318","2820","86790","6949","51588","6675","73480","12514","117762","29.2","12740","66703","9012","104082","22646","110538","77016","1604","32124","1904","14164","2320","N","N","12643","9119","N","N","15882","9503","15592","8815","10993","2468","33321","2036","(X)","(X)","(X)","(X)","(X)","(X)","28809"
"9700000US3703450","Onslow County Schools, North Carolina","56555","2237","82.2","2.5","11.9","2.0","2.6","3.7","1.5","2.3","1.3","22.3","2.9","39971","2353","10.9","2.4","39.9","5.4","33.7","4.8","8.5","2.9","5.8","1.8","1.2","1.1","157787","2943","75.6","1.8","15.7","1.6","0.4","0.3","2.3","0.6","0.4","0.4","1.5","0.8","4.1","1.1","10.8","1.0","68.7","1.5","26.8","(X)","28.1","(X)","21.7","(X)","55253","2720","53246","3312","7767","2690","12918","1100","7069","1806","2152","513","22181","2686","60812","3296","36706","6723","44584","4105","74082","23.4","6613","63111","18995","119118","16188","147057","53133","1116","22945","1494","15867","2421","N","N","14702","6073","N","N","20200","10723","9881","4985","17118","2788","23512","1568","(X)","(X)","(X)","(X)","(X)","(X)","21137"
"9700000US3703780","Randolph County Schools, North Carolina","41367","1818","74.0","3.1","14.2","2.4","2.2","5.4","1.7","2.9","1.4","21.6","2.8","30224","2321","17.3","3.1","34.7","4.8","32.8","4.2","7.1","2.6","6.2","2.3","2.0","1.6","116374","2731","90.9","1.7","4.8","1.1","0.2","0.3","1.4","0.1","0.0","0.1","1.3","1.2","1.3","0.9","10.4","1.6","82.0","2.0","35.5","(X)","37.0","(X)","26.9","(X)","51113","2558","52348","2809","8937","2718","16949","1091","8457","1760","4790","1757","18058","2963","57940","3405","31994","5247","45889","4506","74253","32.0","6651","66660","17428","94042","10591","81629","21601","1057","19765","1145","16714","3878","N","N","11471","1528","N","N","15410","3989","2169","1983","12496","2067","20595","1173","(X)","(X)","(X)","(X)","(X)","(X)","19207"
"9700000US3703930","Robeson County Schools, North Carolina","45641","835","66.2","2.8","6.5","1.5","1.9","9.8","1.7","3.0","0.9","20.5","2.3","31283","1479","22.0","2.6","36.0","3.1","22.2","2.8","12.7","2.1","4.9","1.4","2.0","0.9","134841","*****","30.2","1.1","24.2","0.5","38.1","1.0","0.8","0.1","0.0","0.1","4.2","1.3","2.6","0.9","8.0","*****","26.8","0.1","38.1","(X)","40.4","(X)","31.9","(X)","39587","2260","43801","2819","7248","3526","15213","696","8524","841","2141","507","15417","1928","46258","2904","22840","3188","36597","3628","70630","33.6","6207","50134","6320","94117","23554","64494","13375","845","19033","1701","12982","1261","13616","1246","13377","7689","N","N","10028","3746","5976","3132","11014","2073","19924","1869","(X)","(X)","(X)","(X)","(X)","(X)","14752"
"9700000US3703990","Rockingham County Schools, North Carolina","37261","1362","71.5","3.5","17.9","3.0","3.2","5.5","1.7","1.3","0.8","19.8","2.8","25326","1785","19.3","3.3","36.9","4.6","28.6","4.1","10.9","3.1","3.7","1.6","0.6","0.5","91878","*****","75.7","1.5","18.1","1.2","0.5","0.2","0.4","0.2","0.0","0.2","2.5","1.3","2.8","1.3","5.9","*****","72.9","0.2","26.5","(X)","25.5","(X)","20.7","(X)","50021","2937","50706","3443","6676","1957","16546","930","7406","1791","2688","851","21319","4986","58137","4087","36750","6192","44165","6919","83267","39.4","6186","52868","8626","129185","44480","66981","28733","1238","23624","1590","14207","2714","28181","27711","N","N","N","N","6859","2822","5558","3065","9274","3669","24017","1588","(X)","(X)","(X)","(X)","(X)","(X)","21013"
"9700000US3704050","Rowan-Salisbury Schools, North Carolina","47642","1700","68.5","2.9","17.5","2.7","2.5","6.1","1.7","2.5","1.1","22.7","2.5","31933","1681","20.5","3.0","38.8","4.4","26.9","3.6","6.5","2.0","6.3","1.9","0.9","0.9","130176","2616","77.5","1.5","17.2","0.5","0.4","0.3","1.2","0.2","0.0","0.1","2.7","1.6","1.1","0.6","6.5","1.5","74.0","1.3","35.1","(X)","35.4","(X)","26.6","(X)","51828","2731","56529","3690","7580","2153","16806","1253","7698","1927","1792","981","18532","2486","61654","3524","33017","4841","45231","4015","98668","36.2","9922","52193","12945","106968","15694","67175","23407","1059","22886","1394","10657","1657","N","N","18610","19983","N","N","12668","6001","8390","3176","12138","2847","23411","1445","(X)","(X)","(X)","(X)","(X)","(X)","20241"
"9700000US3704080","Rutherford County Schools, North Carolina","26213","1467","66.7","3.9","17.9","4.0","3.7","6.6","2.6","2.7","1.6","16.8","3.7","18446","1630","24.1","4.6","35.4","6.2","27.7","5.0","8.4","3.8","4.4","2.3","0.0","0.9","66956","*****","85.5","1.0","10.6","1.3","0.2","0.2","0.2","0.2","0.0","0.2","2.2","1.0","1.4","1.1","N","N","N","N","33.3","(X)","33.3","(X)","24.4","(X)","45852","4396","45955","5400","13867","7305","17277","1346","9711","2077","4727","2000","20381","3587","49801","5316","36521","7390","37260","5862","69346","41.8","13422","49671","12903","100262","15016","-","**","1883","20287","2128","11239","4555","N","N","N","N","N","N","4466","1982","N","N","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19044"
"9700000US3704620","Union County Public Schools, North Carolina","69841","1506","84.9","1.6","20.3","2.2","1.7","2.8","0.8","1.7","0.7","15.6","1.9","55162","1862","10.5","1.5","32.3","2.8","36.1","2.9","7.2","1.4","10.1","1.8","3.8","1.3","212756","*****","80.7","1.3","12.3","0.3","0.3","0.3","2.1","0.2","0.0","0.1","3.5","1.2","1.1","0.4","10.9","*****","73.4","0.4","31.8","(X)","32.5","(X)","23.8","(X)","86700","7256","83635","4194","31516","25218","18935","1044","7757","1662","2040","1106","19445","2542","97303","8488","41834","6203","89796","24198","117099","25.3","7248","80964","15079","127909","15331","75401","15440","2349","32085","2942","19993","2673","N","N","25415","8963","N","N","6657","1951","18484","10408","14344","3792","33555","3163","(X)","(X)","(X)","(X)","(X)","(X)","29374"
"9700000US3704720","Wake County Schools, North Carolina","364717","4318","86.1","0.8","27.2","1.1","0.7","2.9","0.5","1.0","0.3","14.5","0.7","235427","5455","9.4","0.8","32.5","1.8","40.2","1.6","8.1","0.8","7.3","0.9","2.5","0.8","974289","*****","68.0","0.6","20.5","0.4","0.3","0.1","6.0","0.2","0.1","0.1","2.9","0.6","2.2","0.4","10.0","*****","61.1","0.1","23.5","(X)","23.7","(X)","19.0","(X)","88354","2090","87432","2210","14508","2422","18350","470","9086","654","3514","1104","25384","1417","105548","2955","55730","4542","88338","5992","130934","20.7","5527","75646","6273","147570","13509","83898","11166","806","38922","1122","22005","1214","17145","5651","35307","3205","17210","9372","12880","2369","17074","3679","14656","1160","41582","1219","(X)","(X)","(X)","(X)","(X)","(X)","33917"
"9700000US3704880","Wayne County Public Schools, North Carolina","46834","1317","75.1","2.7","15.1","2.1","2.4","10.1","2.8","1.7","1.1","24.0","2.7","33180","2106","18.1","3.6","39.2","5.1","24.7","3.8","9.4","2.3","6.6","2.3","2.0","1.5","124583","*****","56.9","1.2","30.6","1.0","0.1","0.1","0.7","0.8","0.0","0.1","7.2","1.6","4.5","1.6","N","N","N","N","21.6","(X)","22.9","(X)","17.4","(X)","54320","2925","51434","3635","10610","3538","17911","1092","8592","1316","2653","727","21200","2689","61021","3559","34244","5154","53484","7554","84487","34.4","6099","49986","7527","97944","21380","92419","66552","1095","26227","1872","15344","1610","N","N","N","N","N","N","10138","3499","8463","4307","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21007"
"9700000US3704950","Wilkes County Schools, North Carolina","27557","1356","63.3","4.0","17.0","4.0","3.9","7.1","2.6","1.6","1.3","18.1","4.1","19535","1459","27.3","4.5","34.9","6.0","25.4","4.9","4.9","2.0","6.2","2.9","1.3","1.9","69023","*****","90.6","1.3","3.4","0.9","0.2","0.2","0.2","0.4","0.0","0.2","2.9","1.4","2.6","1.4","N","N","N","N","28.8","(X)","30.8","(X)","22.0","(X)","44783","5111","43604","5126","28575","22145","15886","1025","6826","1515","1198","453","18260","3880","50430","6835","N","N","N","N","N","47.2","N","N","N","N","N","N","N","2092","19025","2309","15899","6332","N","N","N","N","N","N","4214","1491","4452","2657","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18154"
"9700000US3705020","Wilson County Schools, North Carolina","31657","962","74.4","3.7","16.2","2.8","3.0","7.9","2.2","1.5","1.2","24.1","3.3","21797","1489","16.3","4.0","37.6","4.8","27.3","4.2","10.7","3.2","6.6","2.4","1.5","1.1","81667","*****","50.1","1.5","39.2","1.2","0.3","0.4","0.6","0.5","0.0","0.2","7.6","1.8","2.2","0.9","10.0","*****","48.2","1.0","28.8","(X)","31.4","(X)","21.7","(X)","54035","3841","53278","5215","12552","4780","15171","1109","10028","2351","N","N","17648","2531","62066","5403","34755","7247","48424","6526","83358","37.1","10309","49727","7389","141072","49435","56198","33995","1446","28613","2525","16890","2192","N","N","37692","29471","N","N","9343","2993","5125","3486","9381","2012","29443","2545","(X)","(X)","(X)","(X)","(X)","(X)","22057"
"9700000US3800014","Bismarck Public School District 1, North Dakota","35215","958","83.0","2.6","29.1","2.8","2.1","1.7","0.9","1.1","0.7","13.6","2.2","20718","1597","9.1","2.3","20.7","4.0","49.9","5.4","6.0","2.3","11.7","3.7","2.6","1.8","84913","528","92.1","0.5","0.8","0.5","4.2","0.6","0.8","0.2","0.0","0.1","0.4","0.3","1.7","0.8","1.7","0.1","91.2","0.2","35.6","(X)","34.6","(X)","29.3","(X)","79767","4718","79849","5108","15517","3664","17962","1578","7372","2768","2642","2497","18987","3325","103465","6602","56404","8039","83932","22835","107077","26.1","4989","98492","56123","156104","20624","129884","60572","1622","34356","1678","21618","6463","12315","3561","49006","24163","N","N","27496","16670","9171","7874","18949","9274","34528","1675","(X)","(X)","(X)","(X)","(X)","(X)","32972"
