"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"9700000US0607970","Central Unified School District, California","3.7","18234","1626","11.1","4.4","31.9","5.6","28.1","4.9","11.6","4.0","11.8","3.1","5.4","3.4","74556","7043","65.7","5.6","5.8","3.0","0.4","0.4","13.6","3.3","0.5","0.8","10.5","4.1","3.5","2.2","44.5","5.9","33.6","6.0","40.1","(X)","40.8","(X)","29.3","(X)","74939","8982","68294","5704","55657","57837","17163","2068","11964","1955","3840","1020","24602","7311","80101","11308","89650","93935","48784","6858","101682","12675","77618","14528","110620","20671","71393","11146","23937","2986","24757","4190","28813","16969","51601","22977","23174","5083","N","N","21450","5447","8063","3825","18184","2251","32677","8345","(X)","(X)","(X)","(X)","(X)","(X)","22550","1831","85.0","4.1","12.8","3.1","22.1","3.9","7.7","3.2","7.2","2.9","14.9"
"9700000US0608370","Chico Unified School District, California","2.5","21733","1682","13.6","3.7","37.0","5.1","36.3","4.7","8.8","2.7","4.1","1.9","0.2","0.3","111516","3754","83.5","2.9","1.7","0.8","2.3","2.5","2.6","1.1","0.2","0.2","5.7","1.8","4.0","1.4","17.0","2.3","75.1","2.6","25.8","(X)","23.1","(X)","21.8","(X)","73722","8085","73485","9214","27724","12322","17030","1204","10757","1538","3389","1331","29958","5936","105732","14036","N","N","N","N","N","N","N","N","N","N","N","N","30353","3154","32748","3573","16318","9380","5479","4106","25905","15391","N","N","15682","5588","25541","21174","13050","2877","34727","3958","(X)","(X)","(X)","(X)","(X)","(X)","43811","2242","77.3","3.2","20.8","2.9","23.7","2.7","6.9","1.9","2.9","1.2","16.2"
"9700000US0608460","Chino Valley Unified School District, California","2.2","37751","1646","5.9","1.6","31.2","3.3","30.6","3.8","12.4","2.3","14.4","2.7","5.5","1.9","179046","3033","45.7","3.1","6.0","2.0","0.5","0.2","19.5","2.3","0.2","0.2","21.5","3.0","6.6","1.3","45.4","3.4","25.0","2.5","32.1","(X)","31.3","(X)","21.8","(X)","99725","5263","97152","5635","15119","5079","19849","1523","8391","1008","4779","1878","27710","4984","106129","6040","46572","9072","82597","9916","125310","8186","86211","15910","161052","16086","97316","15759","26530","1364","31590","1961","16690","4786","18133","11063","32235","3173","N","N","17132","2021","15250","4748","19887","1550","38729","3187","(X)","(X)","(X)","(X)","(X)","(X)","45028","2261","89.9","1.8","18.4","2.6","20.4","2.5","4.5","1.6","2.5","1.0","13.1"
"9700000US0609030","Clovis Unified School District, California","1.7","51937","2293","11.3","2.1","38.0","3.5","33.8","3.1","8.1","1.9","7.0","1.6","1.9","0.8","204634","7390","68.2","3.0","2.7","0.9","1.1","0.6","13.5","2.5","0.4","0.3","9.2","2.0","4.9","1.3","27.3","2.1","53.0","2.7","29.8","(X)","30.8","(X)","23.2","(X)","89074","4568","89438","4501","19855","8491","18507","1069","9354","1363","3661","933","25353","4295","101789","6149","58008","28534","77538","8542","138804","9379","72960","10372","160182","35190","97551","21898","31361","1771","35749","2263","19382","6064","15025","4225","29841","5836","15162","4750","16410","2961","14131","3984","19561","1777","39395","2749","(X)","(X)","(X)","(X)","(X)","(X)","70332","2508","81.8","2.0","24.1","2.3","24.6","2.1","5.7","1.1","3.6","1.3","16.8"
"9700000US0609070","Coachella Valley Unified School District, California","2.9","18667","1418","20.1","3.5","29.4","5.4","23.9","5.2","8.1","3.1","10.9","3.5","7.6","3.0","84845","6240","42.7","5.7","0.6","0.7","0.5","0.4","0.0","0.2","0.0","0.2","55.2","5.8","1.0","0.7","N","N","N","N","35.2","(X)","31.8","(X)","25.9","(X)","58218","7780","48709","5024","92892","50681","18511","1837","6544","2326","3498","1630","35431","10625","64039","9467","84624","35987","45064","16644","66181","13675","60238","14194","79124","8968","58762","10643","17955","2433","26013","4984","N","N","17798","17403","N","N","N","N","11695","1325","13945","7346","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24475","1819","79.3","3.7","9.4","2.6","27.1","4.5","5.1","2.1","4.3","2.0","10.8"
"9700000US0609390","Colton Joint Unified School District, California","2.7","25097","1522","9.7","2.6","43.6","5.2","18.4","3.5","12.3","3.4","8.4","2.4","7.6","2.4","114836","6608","64.4","3.9","7.1","2.3","0.3","0.3","5.9","1.8","0.3","0.3","19.8","3.2","2.3","0.9","67.8","4.2","17.8","2.7","29.0","(X)","32.1","(X)","20.2","(X)","63390","5567","62287","6337","8994","3725","17110","1474","9335","1121","4250","810","20233","4556","69324","7180","36122","8125","56386","14746","88493","10130","60272","5416","116824","14302","101769","16437","19339","1814","19610","2358","23168","4345","N","N","21086","2874","N","N","17204","2964","12993","6324","16005","1337","30122","7232","(X)","(X)","(X)","(X)","(X)","(X)","33139","1834","86.1","2.8","8.9","1.9","23.1","3.4","5.9","1.4","5.9","1.8","12.4"
"9700000US0609620","Compton Unified School District, California","2.3","32089","1735","9.4","2.1","34.2","3.5","12.6","2.5","21.8","3.5","12.1","2.8","9.9","2.5","165224","7901","44.1","3.9","30.9","3.9","0.2","0.2","1.1","0.6","0.3","0.3","21.4","3.2","2.0","1.0","66.1","3.9","1.6","0.4","54.7","(X)","54.5","(X)","40.9","(X)","56699","3487","55753","3554","13079","5538","12936","1134","8235","640","3625","816","21844","4699","57158","4114","23182","5975","43032","5516","75411","8951","55882","5544","88923","11932","79384","7444","15043","1036","11908","852","20562","2254","12553","8767","19388","5728","N","N","13704","1924","12344","5977","12142","916","23987","10067","(X)","(X)","(X)","(X)","(X)","(X)","39087","1842","85.9","2.2","7.7","1.9","23.8","2.6","9.5","1.9","10.3","2.1","12.1"
"9700000US0609640","Conejo Valley Unified School District, California","2.7","35351","1556","11.1","2.1","37.4","3.6","29.5","3.3","9.6","2.7","10.3","2.3","2.1","1.0","136695","1557","82.2","2.4","1.4","0.8","0.2","0.2","7.9","1.4","0.2","0.2","3.3","1.4","4.8","1.2","14.8","2.9","72.1","3.2","27.9","(X)","27.6","(X)","21.4","(X)","128506","7128","123072","7946","32567","7840","22036","1343","7406","1865","7686","3321","38610","12016","146692","10205","83779","31180","132138","15251","191594","16158","117216","20826","175595","31621","100067","19263","46906","2992","49166","3422","31404","22520","N","N","52389","10025","N","N","26386","7393","19932","6666","20889","3465","53171","3646","(X)","(X)","(X)","(X)","(X)","(X)","48413","1698","81.5","2.1","35.0","3.2","31.2","2.8","2.9","1.3","1.5","0.9","19.3"
"9700000US0609850","Corona-Norco Unified School District, California","1.7","61219","2058","9.1","2.0","39.0","3.4","27.8","2.7","8.3","1.8","12.3","1.6","3.5","0.9","270892","5588","65.3","2.8","6.1","1.3","0.7","0.4","12.8","1.8","0.3","0.3","9.8","1.6","5.0","1.0","41.3","2.8","36.2","2.7","29.0","(X)","28.2","(X)","21.1","(X)","92073","4416","91919","4812","16380","5228","18189","1256","10806","1363","3432","1128","32321","4002","98847","5008","43236","7857","79791","7442","128849","10680","84326","9965","141983","14297","100538","19164","27683","1449","29127","2021","34054","5647","11366","10199","27872","3534","37001","21270","19144","2216","18782","5611","19388","1698","36750","2375","(X)","(X)","(X)","(X)","(X)","(X)","77524","2806","86.0","1.9","14.3","1.4","23.1","2.0","3.6","0.9","3.0","1.1","14.9"
"9700000US0610050","Covina-Valley Unified School District, California","3.1","18284","1424","7.4","2.6","32.1","4.9","32.2","5.9","11.5","3.4","11.5","3.5","5.2","2.5","82711","7080","41.1","5.8","3.7","1.2","0.1","0.1","18.8","5.0","0.2","0.3","29.3","5.8","6.8","2.4","58.3","5.5","18.3","3.6","30.8","(X)","29.5","(X)","20.8","(X)","83257","6079","83156","6549","11177","3329","16888","1447","9145","1241","5771","1315","30701","5263","93089","7412","58114","13469","66087","12012","115226","14830","73866","13661","135176","16382","122568","60062","25199","1862","27947","3326","30793","17949","36000","9259","27201","5076","N","N","21822","2893","14533","5364","20786","1881","35875","6869","(X)","(X)","(X)","(X)","(X)","(X)","23698","1783","84.8","2.9","15.8","2.9","28.2","4.3","6.7","2.1","2.9","1.5","15.2"
"9700000US0610620","Davis Joint Unified School District, California","2.5","12902","882","N","N","N","N","N","N","N","N","N","N","N","N","75983","1460","57.8","2.9","3.4","1.3","0.1","0.1","26.5","1.9","0.2","0.2","6.0","2.0","6.0","1.6","13.1","2.2","51.7","2.6","27.1","(X)","23.4","(X)","21.4","(X)","92071","8019","89485","7360","29830","13701","17926","1754","8530","3206","N","N","43332","7043","147037","14249","N","N","N","N","N","N","N","N","N","N","N","N","34456","2803","42622","4076","16267","9644","N","N","26636","6157","N","N","21286","8936","14566","5711","24155","5913","44346","4512","(X)","(X)","(X)","(X)","(X)","(X)","27684","1477","79.2","3.3","33.6","3.5","17.7","2.6","1.7","0.8","1.3","1.3","14.4"
"9700000US0611110","Desert Sands Unified School District, California","2.2","47083","1705","23.9","2.7","32.5","3.3","26.6","3.2","9.6","2.3","5.1","1.6","2.4","1.2","189710","4441","67.2","3.3","1.7","0.7","1.0","0.7","3.5","1.3","0.1","0.1","23.1","2.8","3.4","1.2","45.7","2.9","47.0","2.8","33.1","(X)","31.4","(X)","24.2","(X)","78001","4542","68415","4054","56966","11761","19923","944","11184","2937","3726","1573","31078","3372","92008","6479","91696","15606","85591","12763","105952","10979","63023","8214","124957","30839","72194","18447","30969","2036","37616","2930","34661","13825","21012","14212","19180","4755","N","N","14842","2440","22151","9911","16109","1587","46286","3472","(X)","(X)","(X)","(X)","(X)","(X)","73001","2721","69.0","2.2","25.5","2.2","40.4","2.4","4.3","1.2","2.3","1.0","18.7"
"9700000US0611460","Downey Unified School District, California","2.5","28777","1534","9.7","2.8","31.7","4.6","22.4","4.4","20.1","3.3","9.3","2.7","6.7","2.8","125753","3354","51.3","4.3","3.6","1.5","0.2","0.2","9.1","2.5","0.9","1.3","30.8","4.6","4.0","1.4","70.8","3.9","15.1","2.7","39.8","(X)","40.7","(X)","29.2","(X)","70226","4267","70096","4283","14581","4431","15904","1230","9882","1293","3441","1410","23849","5545","75058","5257","31462","7473","63055","9911","89320","12829","59045","5194","127198","21359","123317","19342","22833","1449","25517","2225","26246","6128","N","N","32740","8671","N","N","16530","2079","15094","5599","19392","1253","34162","4652","(X)","(X)","(X)","(X)","(X)","(X)","37707","2040","84.3","3.1","16.3","2.8","24.2","3.1","7.3","1.8","4.9","1.5","13.8"
"9700000US0612330","Elk Grove Unified School District, California","2.0","80279","2985","12.9","1.6","31.5","2.7","31.0","2.4","10.0","1.7","9.7","1.5","4.8","1.3","339898","9450","44.2","2.0","13.5","1.3","1.2","0.9","27.1","2.1","1.6","0.6","3.8","0.9","8.5","1.4","19.3","1.8","32.4","2.0","37.3","(X)","38.0","(X)","28.7","(X)","83662","3488","82466","3774","11599","2882","17600","929","10886","954","3956","636","32131","3791","90411","3780","48242","6066","67673","5355","119186","8585","80981","11754","131121","12391","104201","15926","25543","1202","30652","1840","24207","4059","18637","4545","23257","1746","18730","6446","17027","3481","14507","2616","16566","1426","35202","2381","(X)","(X)","(X)","(X)","(X)","(X)","100415","3048","82.3","1.5","18.3","2.1","25.0","1.9","8.9","1.5","5.5","1.1","20.7"
"9700000US0613360","Fairfield-Suisun Unified School District, California","2.8","33374","1707","15.3","2.6","34.5","3.8","25.3","3.2","9.9","1.9","10.2","2.3","4.8","1.8","137149","2950","47.9","3.1","13.9","2.3","0.5","0.4","17.6","2.8","1.7","1.0","12.2","2.9","6.1","1.4","26.8","3.2","35.5","2.8","29.4","(X)","30.8","(X)","21.9","(X)","85631","4984","85574","5746","9369","2465","16610","954","10916","1856","4495","1567","27764","2808","93916","5849","43824","5863","74043","7677","126891","12402","98674","13143","149000","20298","96658","16978","28541","1596","32056","2120","29860","3384","30440","8866","28567","4295","18074","15734","18949","3509","19824","3739","17528","2150","37245","2511","(X)","(X)","(X)","(X)","(X)","(X)","44137","2114","80.6","2.8","17.2","2.4","28.4","2.6","8.9","2.1","3.0","1.5","23.0"
"9700000US0613890","Folsom-Cordova Unified School District, California","3.0","30828","1470","13.0","2.6","34.8","3.7","32.9","3.7","9.4","2.7","7.4","2.1","2.4","1.2","124590","3635","67.5","3.3","6.6","1.3","0.3","0.3","13.8","2.6","0.8","0.7","5.9","2.0","5.1","1.2","16.6","2.9","57.9","3.4","26.1","(X)","26.8","(X)","19.8","(X)","98104","5681","99549","6348","8521","1843","19365","1194","10344","1554","2934","923","35122","4108","113142","7280","53763","7858","96196","11296","147776","12270","84064","17183","179385","32052","117000","42865","35340","1766","39059","2722","22905","8494","N","N","41172","5579","8042","9391","13934","5164","16842","5256","21358","3600","41290","3056","(X)","(X)","(X)","(X)","(X)","(X)","44022","1834","81.3","2.4","27.6","3.1","25.3","2.9","4.6","1.4","2.8","1.2","20.8"
"9700000US0613920","Fontana Unified School District, California","1.6","36162","2041","7.2","2.0","39.3","3.5","18.6","3.2","14.3","3.0","11.5","3.3","9.2","2.8","177908","9392","35.6","3.5","5.3","1.4","1.0","0.7","5.2","2.0","0.6","0.8","48.3","4.2","4.0","1.2","74.6","3.4","13.1","2.2","36.6","(X)","36.8","(X)","26.6","(X)","64760","4283","65707","4347","7363","3932","15263","1063","9596","1532","4294","869","19522","4837","68541","4416","27631","8738","44442","6053","89777","11602","75034","10929","111901","13565","96088","11387","17126","1058","18652","1914","24532","4750","15379","4265","26140","6880","N","N","14783","1298","12831","3907","14928","1058","24065","4483","(X)","(X)","(X)","(X)","(X)","(X)","43949","2261","87.5","2.6","7.0","1.5","22.1","3.0","6.6","1.7","4.7","1.6","8.2"
"9700000US0614400","Fremont Unified School District, California","1.5","58295","1573","8.5","1.4","31.8","3.0","39.4","2.5","8.4","1.6","8.4","1.5","3.4","1.3","228760","33","25.7","2.3","3.4","1.1","0.6","0.2","55.3","2.8","0.9","0.5","8.6","2.4","5.4","1.4","14.5","2.4","21.9","1.9","18.9","(X)","19.2","(X)","15.7","(X)","123632","4074","126733","4455","14152","3059","18728","1128","10569","2221","4259","850","34951","9024","132847","4801","58304","15366","107721","7373","171191","8561","106535","13295","158375","16105","111916","18295","40562","1627","43704","3517","25851","6867","30365","19128","45023","2285","34082","21695","22985","3724","19668","6994","23297","2852","46630","4061","(X)","(X)","(X)","(X)","(X)","(X)","73007","1811","86.9","1.4","27.0","2.2","21.6","2.1","3.4","0.8","4.7","1.5","11.1"
"9700000US0614550","Fresno Unified School District, California","1.3","80936","3005","18.9","2.0","41.9","2.3","17.3","2.1","13.8","2.0","4.5","1.2","3.6","1.0","386980","10264","48.0","2.4","9.3","1.0","1.0","0.3","11.5","1.1","0.1","0.1","26.5","2.2","3.6","0.7","52.3","1.6","25.1","1.3","38.0","(X)","39.8","(X)","28.6","(X)","49052","2358","48853","2503","17250","6056","16238","761","10223","672","4615","425","23813","2302","53304","3280","27981","3705","41289","3287","90678","16942","53852","5419","107291","22508","77063","11338","16509","783","21899","1403","12609","1439","13508","4913","13646","2046","18519","12748","10454","802","9271","2358","11502","692","30144","2693","(X)","(X)","(X)","(X)","(X)","(X)","123126","3227","74.1","1.7","12.2","1.1","27.6","1.7","12.2","1.5","12.0","1.6","14.4"
"9700000US0614880","Garden Grove Unified School District, California","1.4","62083","2191","11.3","1.7","31.0","2.6","21.7","2.4","15.4","1.9","12.1","1.8","8.6","1.7","288657","7645","38.7","2.0","0.9","0.4","0.6","0.4","38.9","2.7","0.5","0.5","18.2","2.4","2.2","0.5","39.0","3.0","19.1","1.7","41.5","(X)","41.2","(X)","30.4","(X)","74725","2869","75900","3237","12458","2541","15864","797","9515","727","4697","1042","22355","3190","77428","3467","35744","5662","53807","4852","101663","8222","83494","15073","115113","11631","92220","7556","21287","948","24997","2111","30606","7492","13840","7446","21062","1341","7582","7078","13869","1327","23113","11752","15103","1012","34615","3648","(X)","(X)","(X)","(X)","(X)","(X)","76611","2483","82.3","2.0","14.6","1.4","31.5","2.3","8.8","1.3","2.4","0.8","14.4"
"9700000US0615240","Glendale Unified School District, California","1.5","56336","2115","13.5","2.3","35.3","3.5","24.6","3.0","12.9","2.2","8.8","1.9","5.0","1.5","221657","3375","69.1","2.6","1.0","0.4","0.4","0.2","17.5","1.8","0.0","0.1","8.4","1.6","3.6","0.8","18.3","2.2","60.5","2.7","36.0","(X)","39.2","(X)","26.3","(X)","79838","4338","81988","4468","20781","5932","15437","986","11309","727","4218","786","29910","4614","86991","4720","38585","7595","71655","6444","126422","12912","70007","12048","132847","19220","95709","14784","30421","1551","31403","2218","34852","12567","25190","11928","34103","3387","N","N","16857","3318","24749","6680","20499","2792","32468","2465","(X)","(X)","(X)","(X)","(X)","(X)","79719","2926","80.4","2.3","20.5","1.9","23.0","2.1","14.0","1.9","6.0","1.5","11.0"
"9700000US0616325","Hacienda La Puente Unified School District, California","2.8","24959","1514","14.3","2.9","27.9","4.1","20.7","3.1","15.6","3.8","12.7","2.8","8.8","2.3","121651","7525","37.9","4.2","1.3","0.5","0.3","0.2","25.2","3.0","0.2","0.3","32.7","4.4","2.3","1.0","64.3","3.2","9.2","2.0","43.8","(X)","44.4","(X)","31.0","(X)","81509","4519","78935","5191","18806","6499","16445","1027","9939","1111","5652","2381","29135","7643","84051","5079","55119","10871","63768","8741","107459","11453","74375","14594","116332","12697","110901","16773","21786","1377","22542","2128","26625","14511","14896","5073","27313","3141","N","N","16757","2884","19710","10003","17147","1593","36592","5671","(X)","(X)","(X)","(X)","(X)","(X)","29656","1457","81.8","3.0","16.3","2.6","37.9","3.4","9.4","2.2","3.8","1.5","18.1"
"9700000US0616740","Hayward Unified School District, California","2.5","39434","1775","10.0","2.0","35.5","3.8","25.1","3.3","11.3","2.4","11.5","2.2","6.6","2.1","175029","4385","47.7","3.2","13.0","2.3","0.5","0.3","23.5","3.0","1.4","0.6","8.4","2.0","5.6","1.3","40.0","3.3","18.9","2.0","43.9","(X)","47.0","(X)","34.6","(X)","78877","4415","80841","5035","11363","2763","16038","1289","10271","1570","4037","1413","23507","2917","84173","4914","39465","7748","54071","5111","111929","10507","96999","18586","125448","12495","114454","20719","26828","1461","26870","2226","27567","3949","55147","16176","30629","2391","18557","3501","19979","3657","18791","6114","18784","1624","39698","3391","(X)","(X)","(X)","(X)","(X)","(X)","56349","2036","81.8","2.1","15.7","2.0","27.1","2.5","6.6","1.5","4.1","1.2","18.0"
"9700000US0616920","Hemet Unified School District, California","3.0","32829","1786","29.6","3.6","38.7","3.8","16.0","2.8","10.6","2.7","4.3","1.7","0.9","0.7","144611","6997","75.8","4.5","7.6","2.9","1.8","1.4","3.0","2.0","0.0","0.1","7.4","2.5","4.4","1.3","38.2","4.4","48.2","4.0","41.0","(X)","43.3","(X)","32.7","(X)","48921","3110","50383","4779","13074","3535","17831","912","10243","2075","5330","1062","22081","2195","56543","4280","37797","3915","52127","7966","81886","11241","60353","9892","112100","22756","102280","55404","18703","1198","19665","1472","14022","4389","18382","7125","24750","9002","N","N","17126","6630","9080","2945","14050","2023","23172","1786","(X)","(X)","(X)","(X)","(X)","(X)","51722","3017","59.2","3.3","16.4","2.6","47.1","3.3","7.6","1.7","7.6","2.3","24.6"
"9700000US0618390","Inglewood Unified School District, California","2.8","25451","1261","10.7","2.9","44.2","4.7","13.6","3.0","17.4","3.3","7.1","2.3","7.0","2.4","114862","2412","24.6","3.4","46.7","4.2","0.8","0.6","1.8","1.0","0.3","0.5","20.8","3.6","5.1","1.9","44.3","4.1","4.3","1.3","34.6","(X)","36.7","(X)","27.6","(X)","58838","4232","58251","5092","15216","4955","14541","1293","9105","1133","3943","879","24736","4645","62430","6612","27424","6894","47966","7092","117559","35452","61169","5885","88515","16892","76898","11259","21119","1602","19555","4831","26097","2499","6784","3688","28116","9293","N","N","13130","1605","15482","4763","13203","1274","45446","19948","(X)","(X)","(X)","(X)","(X)","(X)","38233","2129","83.1","2.9","9.9","1.9","22.8","3.0","7.9","1.8","5.4","1.6","14.1"
"9700000US0619260","Jurupa Unified School District, California","2.7","20174","905","8.8","2.5","37.2","4.9","20.4","4.1","14.6","3.9","9.5","2.7","9.5","3.2","98255","2384","51.5","5.6","3.7","1.3","1.8","1.2","3.2","1.5","0.2","0.2","34.1","5.5","5.5","2.9","67.5","4.3","22.7","3.6","42.3","(X)","44.2","(X)","31.1","(X)","67932","5179","66478","5455","9707","7065","17100","1376","9464","1862","5848","1435","23862","4083","70058","5610","33418","6896","47141","5519","97882","16048","76122","14454","96279","12202","98268","22726","18170","1428","21070","1860","24484","10190","24592","11062","25581","5051","N","N","11882","1442","19408","8626","13850","1276","27314","3395","(X)","(X)","(X)","(X)","(X)","(X)","23993","1148","85.5","2.6","11.4","2.5","23.8","3.7","7.1","2.0","5.2","2.1","15.6"
"9700000US0621000","Las Virgenes Unified School District, California","3.1","18166","1349","12.8","4.0","33.0","5.0","37.2","5.3","8.4","3.2","7.4","3.3","1.2","0.9","63692","4156","81.9","4.0","1.5","1.1","0.4","0.5","9.9","3.5","0.0","0.3","1.5","0.7","4.8","1.5","5.2","1.9","78.9","4.4","28.2","(X)","28.4","(X)","22.3","(X)","176509","18320","172001","18757","46412","19358","20284","2343","N","N","6189","3177","35051","12482","206464","21958","109837","58796","193073","38416","243213","25882","149616","30380","319227","204861","166474","45250","68139","6632","70858","7993","45246","11547","N","N","63736","14924","N","N","72514","20333","39438","14552","40807","14592","72372","8074","(X)","(X)","(X)","(X)","(X)","(X)","24287","1647","85.7","3.8","38.6","5.3","23.6","4.2","1.5","1.6","1.5","1.0","12.1"
"9700000US0622110","Livermore Valley Joint Unified School District, California","3.2","24491","1101","8.4","2.6","31.4","4.6","31.0","4.3","12.7","3.2","11.8","3.4","4.7","3.0","94668","3051","78.2","3.8","1.7","1.0","0.2","0.2","11.8","3.1","0.2","0.3","3.1","1.6","4.8","1.3","22.9","4.0","60.4","3.7","22.8","(X)","21.0","(X)","16.4","(X)","112722","8269","110717","8200","14081","3375","19364","2225","11553","2252","2456","1344","34426","5293","125470","8914","71432","14179","102426","11505","166289","20098","99845","21080","163665","24096","80857","28424","40568","2981","41877","3453","39762","15930","N","N","43065","7644","N","N","22161","6250","25809","10928","25687","4410","46479","3532","(X)","(X)","(X)","(X)","(X)","(X)","33228","1677","86.2","3.1","28.6","4.0","22.1","3.4","3.9","1.7","2.3","1.4","20.6"
"9700000US0622230","Lodi Unified School District, California","2.2","41249","2037","13.9","2.5","38.8","3.9","25.1","2.6","9.2","2.2","10.6","2.1","2.4","1.0","176008","8474","53.3","3.8","6.1","1.7","0.2","0.2","19.3","2.9","1.6","0.5","10.1","2.8","9.4","2.0","33.8","3.1","37.8","3.5","32.5","(X)","34.0","(X)","24.7","(X)","75401","4644","73387","5047","21890","9886","16882","1224","10621","1030","3655","1052","27312","3421","82683","5295","41898","6877","64149","8841","107243","10784","83331","12418","144084","25575","86899","13791","25311","1743","30733","2409","19400","6070","N","N","19482","3124","19716","4480","16216","2370","21174","10182","17013","2668","36031","2783","(X)","(X)","(X)","(X)","(X)","(X)","56400","2155","79.8","2.2","17.9","2.4","31.9","2.7","7.5","1.8","3.7","1.3","19.3"
"9700000US0622500","Long Beach Unified School District, California","1.1","109606","2979","10.6","1.4","34.6","2.1","27.6","2.1","12.9","1.5","8.9","1.2","5.4","1.1","521894","4911","55.3","1.8","11.7","1.2","0.5","0.3","14.3","1.3","0.9","0.5","12.6","1.7","4.6","0.6","42.0","1.9","29.0","1.5","31.4","(X)","33.6","(X)","25.0","(X)","78730","3235","80970","3568","16965","2983","16717","689","10402","896","4704","679","26020","2035","88842","4274","41353","6614","66705","6484","132405","10955","67969","6855","121884","7328","96162","10806","28261","1221","32631","1954","23334","2159","23886","8253","27895","2521","11493","3889","18814","1991","19126","3766","17641","1263","46648","3191","(X)","(X)","(X)","(X)","(X)","(X)","178625","4252","82.7","1.3","17.7","1.4","20.4","1.5","5.9","0.7","4.5","0.8","13.3"
"9700000US0622710","Los Angeles Unified School District, California","0.3","966544","8974","11.4","0.4","36.1","0.7","23.6","0.5","14.7","0.5","8.0","0.4","6.2","0.4","4694259","12863","52.7","0.6","9.2","0.3","0.8","0.1","11.0","0.3","0.3","0.1","22.8","0.5","3.3","0.2","52.0","0.5","25.6","0.4","36.9","(X)","39.6","(X)","29.1","(X)","78084","1229","78641","1206","30876","2544","15523","222","9113","211","4528","214","24668","1045","85387","1873","35578","2281","63995","2488","137567","4842","72014","3243","120188","4877","89120","3168","27669","447","34004","776","23338","997","15769","2014","31651","915","25153","7285","13664","362","25212","2896","14580","260","54023","1352","(X)","(X)","(X)","(X)","(X)","(X)","1567715","8763","82.9","0.5","16.7","0.4","21.9","0.4","7.0","0.3","4.2","0.2","9.8"
"9700000US0623080","Lucia Mar Unified School District, California","4.1","21051","1775","17.2","3.5","34.3","5.5","27.6","4.8","8.9","3.5","9.7","4.0","2.4","2.0","81109","5752","87.1","2.9","1.4","1.2","0.7","0.3","3.6","1.4","0.0","0.2","3.5","1.5","3.7","1.2","24.1","4.3","67.7","4.3","38.8","(X)","36.4","(X)","28.5","(X)","82089","7000","80450","7656","21861","8256","17938","1583","9574","2173","2780","786","33023","4954","89389","7847","59367","10806","67358","12283","127548","14413","69109","15750","129884","21874","92733","11257","31720","3028","33184","3324","36032","22244","36260","15339","24342","10031","N","N","21062","11262","12210","9259","19661","3174","36987","4181","(X)","(X)","(X)","(X)","(X)","(X)","30704","1982","72.4","4.0","28.7","4.0","36.3","4.6","6.8","2.6","2.2","1.3","25.3"
