"GEO_ID","NAME","S1902_C01_007M","S1902_C01_008E","S1902_C01_008M","S1902_C01_009E","S1902_C01_009M","S1902_C01_010E","S1902_C01_010M","S1902_C01_011E","S1902_C01_011M","S1902_C01_012E","S1902_C01_012M","S1902_C01_013E","S1902_C01_013M","S1902_C01_014E","S1902_C01_014M","S1902_C01_015E","S1902_C01_015M","S1902_C01_016E","S1902_C01_016M","S1902_C01_017E","S1902_C01_017M","S1902_C01_018E","S1902_C01_018M","S1902_C01_019E","S1902_C01_019M","S1902_C01_020E","S1902_C01_020M","S1902_C01_021E","S1902_C01_021M","S1902_C01_022E","S1902_C01_022M","S1902_C01_023E","S1902_C01_023M","S1902_C01_024E","S1902_C01_024M","S1902_C01_025E","S1902_C01_025M","S1902_C01_026E","S1902_C01_026M","S1902_C01_027E","S1902_C01_027M","S1902_C02_001E","S1902_C02_001M","S1902_C02_002E","S1902_C02_002M","S1902_C02_003E","S1902_C02_003M","S1902_C02_004E","S1902_C02_004M","S1902_C02_005E","S1902_C02_005M","S1902_C02_006E","S1902_C02_006M","S1902_C02_007E","S1902_C02_007M","S1902_C02_008E","S1902_C02_008M","S1902_C02_009E","S1902_C02_009M","S1902_C02_010E","S1902_C02_010M","S1902_C02_011E","S1902_C02_011M","S1902_C02_012E","S1902_C02_012M","S1902_C02_013E","S1902_C02_013M","S1902_C02_014E","S1902_C02_014M","S1902_C02_015E","S1902_C02_015M","S1902_C02_016E","S1902_C02_016M","S1902_C02_017E","S1902_C02_017M","S1902_C02_018E","S1902_C02_018M","S1902_C02_019E","S1902_C02_019M","S1902_C02_020E","S1902_C02_020M","S1902_C02_021E","S1902_C02_021M","S1902_C02_022E","S1902_C02_022M","S1902_C02_023E","S1902_C02_023M","S1902_C02_024E","S1902_C02_024M","S1902_C02_025E","S1902_C02_025M","S1902_C02_026E","S1902_C02_026M","S1902_C02_027E","S1902_C02_027M","S1902_C01_001E","S1902_C01_001M","S1902_C01_002E","S1902_C01_002M","S1902_C01_003E","S1902_C01_003M","S1902_C01_004E","S1902_C01_004M","S1902_C01_005E","S1902_C01_005M","S1902_C01_006E","S1902_C01_006M","S1902_C01_007E"
"9700000US0401870","Chandler Unified District, Arizona","1.6","60553","2385","13.8","1.8","32.3","3.3","34.0","2.5","8.8","1.8","8.7","1.9","2.4","0.9","242544","9427","78.9","1.9","3.7","1.0","1.2","0.6","9.1","1.6","0.1","0.1","2.5","0.9","4.5","0.7","22.9","2.9","59.6","3.0","31.6","(X)","33.2","(X)","28.2","(X)","89027","3395","89681","3985","13503","2658","20483","1047","10281","1711","3406","1140","25359","2626","99673","4454","57508","7669","84089","8275","123586","5998","82348","14363","144462","18123","113321","27874","31689","1374","32918","1632","33498","7506","20403","5563","32568","4943","N","N","23484","6087","14733","3424","17801","1922","37905","2162","(X)","(X)","(X)","(X)","(X)","(X)","83988","2704","82.3","1.5","25.7","1.9","28.2","2.1","2.6","0.7","1.4","0.6","17.4"
"9700000US0402690","Dysart Unified District, Arizona","2.2","47157","1918","26.1","2.4","33.1","3.7","27.4","3.3","5.4","1.7","5.7","1.6","2.3","1.4","177089","3536","81.8","3.0","6.4","1.7","0.9","0.7","1.7","0.8","0.1","0.1","6.1","2.5","3.1","0.8","24.9","3.9","64.1","4.1","25.2","(X)","24.4","(X)","19.7","(X)","69305","4165","70590","5278","22388","5955","19819","1140","12288","1832","3676","1351","27286","3365","76411","4807","61414","6198","66182","10547","94139","7167","65725","8307","134156","34265","65422","18059","25571","1604","27527","1947","20497","4145","18373","4947","26767","6600","N","N","13602","2784","9581","3317","16157","1880","30366","2073","(X)","(X)","(X)","(X)","(X)","(X)","63280","2859","67.3","2.6","23.7","2.3","38.5","2.3","3.8","1.0","3.1","1.1","24.3"
"9700000US0402860","Flagstaff Unified District, Arizona","3.0","20215","1738","9.7","2.3","34.0","4.6","38.4","4.9","10.4","3.0","5.8","2.2","1.8","1.3","95344","3071","77.4","2.6","2.2","0.5","10.7","2.2","3.0","0.5","0.1","0.2","3.1","1.5","3.5","1.5","17.5","1.4","64.5","2.2","33.0","(X)","28.7","(X)","27.7","(X)","75344","5606","67115","5104","31867","16626","19402","1850","9762","1575","2873","2526","24394","3954","89173","8274","73089","26050","68107","15761","111544","9906","54973","13515","145170","22494","112151","30548","26498","2023","29776","2417","14303","7733","15028","3195","N","N","N","N","28823","12566","9979","6012","18440","3998","32265","2978","(X)","(X)","(X)","(X)","(X)","(X)","32665","1691","86.5","2.5","22.5","2.9","23.9","2.1","2.2","1.0","2.0","1.1","17.0"
"9700000US0402920","Florence Unified School District, Arizona","4.9","13778","1583","N","N","N","N","N","N","N","N","N","N","N","N","73983","6387","86.9","4.0","6.0","2.8","1.0","0.6","1.2","0.8","0.8","0.8","2.4","1.7","1.6","1.2","23.9","3.4","66.2","5.0","42.0","(X)","41.2","(X)","31.3","(X)","69655","8240","76033","10263","6153","2693","16817","2234","N","N","N","N","25898","6918","78109","9526","N","N","N","N","N","N","N","N","N","N","N","N","19721","2322","20818","2577","12429","6251","5234","4435","18014","7573","N","N","11973","4490","19518","7769","10295","2000","24273","3360","(X)","(X)","(X)","(X)","(X)","(X)","18900","1761","72.1","5.8","12.8","4.1","36.6","6.6","2.7","2.8","1.4","1.3","23.4"
"9700000US0403400","Gilbert Unified District, Arizona","2.0","49150","2578","9.2","1.6","31.9","2.8","36.4","2.9","11.2","2.2","9.1","1.8","2.1","0.8","200647","9974","84.6","2.5","2.6","1.0","1.7","0.8","3.7","1.2","0.6","0.6","3.5","1.5","3.2","0.8","19.4","2.7","70.0","3.0","32.6","(X)","33.2","(X)","28.1","(X)","93476","3713","92907","3944","13303","3479","19466","1097","9495","2239","1554","859","23576","2735","101949","4231","52616","8594","88768","8225","119546","8356","81300","10355","148402","15482","121493","22402","30455","1507","31421","1610","27656","8003","25970","12498","40418","10241","8959","6493","17534","3028","16315","6932","18661","2081","33979","1791","(X)","(X)","(X)","(X)","(X)","(X)","62909","2741","86.5","1.6","20.1","1.8","23.6","2.1","3.3","1.0","1.5","0.7","17.4"
"9700000US0403780","Higley Unified District, Arizona","3.1","18227","1475","N","N","N","N","N","N","N","N","N","N","N","N","76371","6148","80.8","4.2","3.4","2.0","1.3","1.0","8.1","3.6","0.1","0.1","1.2","0.8","5.1","1.6","12.9","3.3","70.7","4.6","33.0","(X)","29.5","(X)","27.9","(X)","91678","5457","88935","5966","20951","16806","21839","2357","12136","2138","N","N","26627","5666","95717","6328","N","N","N","N","N","N","N","N","N","N","N","N","27759","1688","28247","2149","25760","8947","11653","7296","35442","9040","N","N","32612","7918","11953","4403","24598","4630","28677","2324","(X)","(X)","(X)","(X)","(X)","(X)","22578","1590","89.0","2.8","16.7","3.1","18.7","3.7","2.0","1.5","1.2","1.2","14.0"
"9700000US0404630","Marana Unified District, Arizona","3.5","26221","1494","14.2","3.0","33.3","4.9","31.9","4.5","8.3","3.3","9.7","2.9","2.7","1.7","99088","5164","84.6","3.7","3.2","1.4","0.9","0.5","1.8","0.8","0.0","0.2","5.4","2.5","4.1","1.4","26.3","5.0","66.1","4.5","24.6","(X)","22.6","(X)","18.7","(X)","85222","7958","82625","9506","17710","6558","20890","1358","9566","3049","3285","1222","22820","3180","92630","9857","66643","13664","70393","10674","121936","27341","67375","20959","130836","31362","98279","11217","31389","3320","32833","3836","34007","12335","23282","5323","36482","15483","N","N","18905","5115","15347","8182","24847","10349","34379","2752","(X)","(X)","(X)","(X)","(X)","(X)","35432","1900","80.7","2.9","21.7","2.9","31.8","4.0","3.3","1.2","1.4","0.8","24.9"
"9700000US0404970","Mesa Unified District, Arizona","1.1","110867","3294","20.1","1.8","34.4","2.2","25.7","2.1","9.6","1.2","7.1","1.0","3.0","0.7","476759","9177","86.6","1.5","3.0","0.6","2.3","0.5","2.0","0.5","0.2","0.1","3.2","0.8","2.7","0.5","28.3","1.9","62.7","2.0","36.3","(X)","36.4","(X)","31.8","(X)","59788","1726","62408","1936","13505","1831","18850","549","9855","1002","2656","429","22400","1426","71721","2498","44923","4181","57068","3618","96844","6054","72871","8268","115416","10295","97063","15218","23989","751","24933","849","19579","2952","17629","3395","27748","7187","19062","4882","15158","2648","11957","2668","14444","1193","28922","940","(X)","(X)","(X)","(X)","(X)","(X)","181438","4773","71.9","1.4","18.1","1.3","33.7","1.4","3.7","0.6","1.9","0.4","21.0"
"9700000US0405930","Paradise Valley Unified District, Arizona","1.6","61446","3412","11.7","2.0","31.8","3.0","35.1","2.5","10.3","1.9","9.1","1.9","2.0","1.1","255433","11673","86.4","1.9","1.5","0.6","0.8","0.7","5.5","1.2","0.1","0.1","3.0","1.1","2.7","1.0","15.7","2.2","74.4","2.4","29.4","(X)","30.8","(X)","23.7","(X)","88292","3475","88431","3475","18192","3051","19736","842","8984","1216","2552","1125","24661","1966","102965","4996","48905","5018","81080","6882","137511","9302","72707","12194","148095","15399","112679","31513","35929","1527","36560","1512","29610","9934","15857","9617","50932","11401","N","N","17353","6691","14831","4813","17529","2456","39463","1691","(X)","(X)","(X)","(X)","(X)","(X)","100176","3910","83.9","1.8","21.3","1.7","26.6","1.8","2.9","0.8","1.4","0.5","14.7"
"9700000US0406250","Peoria Unified School District, Arizona","2.0","57425","2374","16.4","2.1","33.2","2.9","30.9","2.9","8.2","1.7","8.4","1.8","3.0","1.3","228616","7692","82.4","2.3","4.9","1.9","0.6","0.3","4.3","1.5","0.1","0.1","4.0","1.8","3.7","1.0","20.7","3.3","67.0","3.2","26.3","(X)","25.2","(X)","22.2","(X)","72244","2996","73308","3616","12569","2454","19709","905","10948","1447","3508","1263","25180","2360","83349","4089","47712","5949","68951","6014","107010","8965","78988","8189","128528","14338","79329","17038","27380","1304","28131","1304","22984","7512","29401","11949","39560","13707","N","N","19282","5286","11048","3527","17201","2281","30560","1486","(X)","(X)","(X)","(X)","(X)","(X)","82496","2982","75.5","2.3","21.1","1.9","34.1","2.4","4.2","1.1","2.1","0.7","21.6"
"9700000US0407570","Scottsdale Unified District, Arizona","1.6","56330","2112","14.6","2.4","35.1","2.9","34.0","2.9","8.7","2.0","5.2","1.3","2.5","1.3","233597","6468","88.4","1.8","1.3","0.6","1.3","1.1","4.3","1.0","0.0","0.1","2.5","0.9","2.2","0.6","10.8","2.1","80.6","2.2","32.2","(X)","34.5","(X)","26.6","(X)","112410","5984","112444","6144","40040","9469","20901","845","10117","1755","2457","1284","27127","3738","146978","9497","97702","30809","130659","14577","187196","14448","119063","25008","206844","38122","87395","25656","50975","2660","52929","3022","35728","12435","15467","13327","51478","10258","N","N","24647","11138","31271","19736","23052","5386","55944","3285","(X)","(X)","(X)","(X)","(X)","(X)","102500","2925","78.9","1.8","28.5","1.9","32.0","2.2","1.6","0.5","1.1","0.6","14.7"
"9700000US0407750","Deer Valley Unified District, Arizona","1.5","62853","3260","11.3","1.9","32.5","3.5","36.7","3.2","8.6","1.9","8.6","1.8","2.3","1.1","247448","11030","86.2","1.9","2.3","0.8","0.7","0.5","5.6","1.7","0.2","0.2","2.0","0.7","2.8","0.8","12.4","1.9","76.5","2.6","26.5","(X)","27.1","(X)","23.0","(X)","90563","3823","89565","3765","20408","8218","19462","960","11178","1798","3590","1159","24372","2585","103043","5033","59071","9217","76544","7197","133112","10273","94097","15295","136345","10581","124721","15886","33830","1412","35141","1598","23807","6961","26408","10055","26816","4256","N","N","24173","8245","26910","12575","22606","3969","36740","1811","(X)","(X)","(X)","(X)","(X)","(X)","88982","2929","84.7","2.0","22.6","2.2","23.7","2.0","2.9","1.0","1.7","0.7","15.7"
"9700000US0408170","Sunnyside Unified District, Arizona","2.8","20607","1700","13.8","3.7","46.3","6.2","15.7","4.1","15.1","4.7","5.4","2.5","3.6","1.9","98448","7058","72.8","4.2","4.3","1.2","4.2","1.3","0.8","0.4","0.2","0.2","12.0","3.4","5.8","1.8","77.5","3.0","12.9","2.3","42.5","(X)","41.6","(X)","29.4","(X)","41496","2437","41162","2714","5630","3296","14384","1270","8684","1778","2117","1436","18712","3871","41528","3171","15423","3651","34337","4148","62471","9425","47193","7584","76512","16805","65777","19305","12282","1342","12414","1061","N","N","13640","5735","12455","10117","N","N","8818","2475","9720","4571","11199","1581","18271","2741","(X)","(X)","(X)","(X)","(X)","(X)","26030","1592","82.6","3.2","4.0","1.6","26.6","4.2","6.3","2.2","3.2","1.6","11.4"
"9700000US0408800","Tucson Unified District, Arizona","1.1","103027","4012","15.8","1.6","37.3","2.2","27.6","2.5","10.6","1.7","4.6","0.9","4.0","1.1","470179","11694","73.7","1.4","4.4","0.6","3.0","0.5","2.8","0.5","0.3","0.2","11.5","1.4","4.3","0.7","38.9","1.4","49.8","1.3","25.5","(X)","28.6","(X)","22.5","(X)","54122","1908","53416","2264","14129","3323","16795","561","9499","882","2738","612","23074","1439","68194","3303","46686","4843","55809","6285","98124","6890","55303","5374","96219","11389","64539","8715","22545","776","24906","919","15129","2741","11490","2032","28765","9299","7800","6340","14790","1522","14899","4494","15883","1028","28744","1197","(X)","(X)","(X)","(X)","(X)","(X)","188098","4700","74.8","1.5","18.2","1.0","31.5","1.5","5.5","0.8","3.0","0.7","20.3"
"9700000US0503060","Bentonville Public Schools, Arkansas","2.9","21822","1605","N","N","N","N","N","N","N","N","N","N","N","N","85024","3939","87.5","2.1","1.5","0.8","1.0","0.6","6.1","1.4","0.1","0.2","1.3","0.9","2.5","1.0","6.8","2.1","82.3","2.5","25.6","(X)","24.9","(X)","20.7","(X)","92170","7141","94678","8545","14003","5413","20151","1617","9767","1427","N","N","24787","10129","106885","9344","N","N","N","N","N","N","N","N","N","N","N","N","33049","2828","31941","2036","33941","9424","11143","5849","54144","27598","N","N","42496","15124","24572","13412","25564","7299","32454","2148","(X)","(X)","(X)","(X)","(X)","(X)","29523","1757","84.9","2.7","18.1","3.5","22.7","2.8","3.6","1.5","1.0","0.7","13.0"
"9700000US0504590","Conway Public Schools, Arkansas","2.4","17366","1437","N","N","N","N","N","N","N","N","N","N","N","N","78476","2625","77.2","1.6","16.3","1.1","0.6","0.6","1.4","0.5","0.0","0.2","1.6","0.9","2.8","0.9","5.1","0.6","74.4","1.4","24.9","(X)","24.7","(X)","21.1","(X)","60696","4800","59874","4891","12038","8076","16487","1473","7219","1393","N","N","24867","2783","71808","6540","N","N","N","N","N","N","N","N","N","N","N","N","23120","1875","25962","2138","12592","2651","N","N","6848","2163","N","N","N","N","4975","2929","23686","15761","26298","2155","(X)","(X)","(X)","(X)","(X)","(X)","28402","1282","83.0","3.1","14.2","2.9","23.9","3.5","7.6","3.0","1.1","1.1","15.1"
"9700000US0506120","Fayetteville School District, Arkansas","2.3","15478","1816","N","N","N","N","N","N","N","N","N","N","N","N","86984","4071","83.1","2.8","5.9","1.7","0.9","0.6","1.7","0.9","0.0","0.1","4.0","2.3","4.3","1.6","7.4","2.9","79.9","3.2","14.0","(X)","14.3","(X)","17.8","(X)","72797","8738","76135","10229","18455","10650","17019","1754","9118","2109","2629","1743","21334","5727","97587","13549","N","N","N","N","N","N","N","N","N","N","N","N","30073","3514","30626","3845","23696","10165","N","N","N","N","N","N","24081","11991","23585","21629","23187","17663","30554","3568","(X)","(X)","(X)","(X)","(X)","(X)","34941","2378","82.7","2.8","19.2","3.1","17.4","2.8","3.6","2.2","2.3","1.2","10.6"
"9700000US0506330","Fort Smith Public Schools, Arkansas","2.6","21599","1738","18.0","3.7","35.5","5.4","33.4","5.4","5.1","2.1","3.3","1.5","4.8","2.8","88794","1364","75.6","1.6","10.2","0.7","1.0","0.6","5.6","0.8","0.0","0.2","2.4","1.2","5.3","1.6","17.7","0.9","61.7","1.2","23.9","(X)","24.7","(X)","20.9","(X)","58317","7524","62317","8436","21560","13843","16429","1190","9163","1562","N","N","16936","3129","72583","10652","29723","8748","64985","20147","98794","23134","101178","64189","108640","24097","52826","9597","24329","3000","26781","3473","11591","3566","23791","11956","33576","26697","N","N","14510","4889","8500","2913","10814","2900","30545","4100","(X)","(X)","(X)","(X)","(X)","(X)","34987","1511","73.2","3.1","16.1","2.9","31.2","3.2","8.2","2.4","2.7","1.3","14.8"
"9700000US0509000","Little Rock School District, Arkansas","2.0","39006","2409","13.5","2.0","39.2","3.9","31.0","3.7","10.4","2.7","4.7","1.4","1.2","0.7","181269","2816","51.0","2.4","43.5","2.4","0.2","0.1","1.7","0.6","0.0","0.1","1.1","0.8","2.5","0.8","6.5","1.4","45.8","2.3","23.8","(X)","26.3","(X)","20.6","(X)","63233","3887","64221","4302","19004","8115","17621","980","8439","1424","2987","1060","21756","3345","79639","5533","49040","6791","61661","9406","112038","11732","70427","11361","118480","24615","101121","27545","27079","1446","35586","2801","17450","1151","41962","27429","38892","23846","N","N","8949","5351","19409","5691","13247","2792","38073","3164","(X)","(X)","(X)","(X)","(X)","(X)","71199","2512","76.8","2.2","16.8","2.0","30.9","2.2","5.5","1.4","2.6","1.1","17.4"
"9700000US0511850","Pulaski County Special School District, Arkansas","2.0","39665","2056","12.5","2.1","38.5","3.7","33.8","3.5","7.2","2.3","6.9","1.9","1.1","0.7","155224","4428","72.1","2.5","22.5","2.6","0.0","0.1","2.6","0.8","0.0","0.1","0.4","0.3","2.5","0.8","5.6","1.6","67.1","2.6","28.8","(X)","27.7","(X)","23.2","(X)","71623","6220","72126","6892","12626","8262","18839","1562","9457","1268","2764","1844","21048","2843","86538","8821","40017","7044","66099","12950","108293","9119","84654","27795","177925","67220","101615","26895","28885","2549","31225","3131","22583","4706","N","N","33924","14439","N","N","N","N","16428","7784","13393","4092","32511","3323","(X)","(X)","(X)","(X)","(X)","(X)","58716","2666","80.7","2.6","15.4","2.2","31.0","3.1","5.2","1.6","1.0","0.6","17.5"
"9700000US0511970","Rogers Public Schools, Arkansas","2.2","23821","1500","10.7","2.5","35.5","4.5","36.2","5.1","10.4","3.6","7.0","2.2","0.2","0.3","89330","3509","90.0","2.1","1.9","0.7","1.8","1.0","1.9","0.9","0.0","0.2","3.0","1.3","1.5","0.8","26.7","3.1","66.5","3.3","31.8","(X)","33.2","(X)","24.8","(X)","74307","8437","76272","8437","14129","6173","18773","1223","9913","2135","788","434","17229","3496","83700","10559","N","N","N","N","N","N","N","N","N","N","N","N","27101","3020","26915","3221","43949","26646","25666","13195","42116","20594","N","N","19497","6132","14439","11572","12731","1764","32221","4348","(X)","(X)","(X)","(X)","(X)","(X)","32231","1524","84.0","2.5","17.7","2.9","23.6","2.8","3.3","1.1","1.0","0.7","12.0"
"9700000US0512660","Springdale School District, Arkansas","2.2","23637","1779","10.5","3.0","37.6","5.8","26.7","5.1","9.3","3.1","10.1","3.4","5.7","3.4","101611","4409","73.2","4.5","1.0","0.9","0.9","0.7","3.3","1.2","4.7","2.0","13.2","4.3","3.7","2.1","29.3","3.2","58.0","3.6","28.0","(X)","28.7","(X)","21.6","(X)","70280","13436","72671","13266","20588","18841","16167","1944","9229","1771","2827","1077","18292","4993","80386","18867","35409","8733","54884","7414","141542","69963","42173","8191","100501","11421","71646","10714","23556","4375","28409","5960","N","N","10566","11355","14399","6403","8885","2792","9520","1232","11373","5471","10012","1147","33168","7386","(X)","(X)","(X)","(X)","(X)","(X)","33257","2002","82.1","3.6","14.4","2.9","27.7","3.5","5.5","2.3","3.9","1.9","9.9"
"9700000US0600014","Hesperia Unified School District, California","3.6","23470","1572","18.7","4.6","37.7","4.6","17.7","4.1","14.2","4.3","9.5","4.7","2.2","1.4","101518","6999","82.9","3.9","7.7","3.4","1.1","0.7","2.0","1.1","0.0","0.2","4.4","1.8","1.9","0.8","56.7","4.3","33.6","3.7","24.2","(X)","23.6","(X)","17.5","(X)","58704","4834","61497","5281","14882","9949","17207","1298","10422","1658","3040","794","30500","6041","62013","5555","32235","7525","45552","3920","95200","14208","67874","18073","107188","16364","99569","44102","17578","1599","18267","1850","12158","3287","17141","10729","19153","6221","N","N","16795","3548","9979","6819","13830","2405","24731","2710","(X)","(X)","(X)","(X)","(X)","(X)","29000","1643","74.9","4.2","7.6","1.7","24.7","3.4","8.2","2.4","6.8","2.2","17.7"
