"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Georgia","2018","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Georgia","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Idaho","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Indiana","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kansas","2015","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2017","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","37"
"Annual Survey of School System Finance","Kentucky","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","37"
"Annual Survey of School System Finance","Louisiana","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Maryland","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Maryland","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Missouri","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Missouri","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Nebraska","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Nebraska","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","New Hampshire","2018","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","New Mexico","2017","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","37"
"Annual Survey of School System Finance","New Mexico","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","New Mexico","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","North Carolina","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","37"
"Annual Survey of School System Finance","North Carolina","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","37"
"Annual Survey of School System Finance","North Carolina","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","Oklahoma","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Oregon","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","South Carolina","2016","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","South Carolina","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","South Carolina","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","37"
"Annual Survey of School System Finance","South Carolina","2018","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","37"
"Annual Survey of School System Finance","South Carolina","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","37"
"Annual Survey of School System Finance","Tennessee","2012","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","37"
"Annual Survey of School System Finance","Tennessee","2012","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","37"
"Annual Survey of School System Finance","Tennessee","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Tennessee","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Texas","2014","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","37"
"Annual Survey of School System Finance","Utah","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","37"
"Annual Survey of School System Finance","Virginia","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","37"
"Annual Survey of School System Finance","Washington","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Washington","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Washington","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","37"
"Annual Survey of School System Finance","Alabama","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alabama","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alabama","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alabama","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alabama","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alaska","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Arkansas","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2016","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2014","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Colorado","2015","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Connecticut","2018","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Florida","2015","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Georgia","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Georgia","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Georgia","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Idaho","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Indiana","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","Indiana","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Indiana","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Indiana","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2013","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2017","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2017","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2016","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Kentucky","2017","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Louisiana","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","Louisiana","2017","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Louisiana","2018","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Maryland","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Missouri","2015","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","Missouri","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","Missouri","2017","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","Missouri","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Missouri","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Nevada","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Hampshire","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2016","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","New Mexico","2015","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","North Carolina","2014","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","North Carolina","2014","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","North Carolina","2013","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","North Carolina","2017","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","North Carolina","2018","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Oregon","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","Oregon","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","38"
"Annual Survey of School System Finance","South Carolina","2012","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","South Carolina","2012","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","South Dakota","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","38"
"Annual Survey of School System Finance","South Dakota","2017","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Tennessee","2014","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Tennessee","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Texas","2016","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","38"
"Annual Survey of School System Finance","Texas","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","38"
"Annual Survey of School System Finance","Utah","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","38"
"Annual Survey of School System Finance","Virginia","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Wisconsin","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Wisconsin","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Wisconsin","2015","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","38"
"Annual Survey of School System Finance","Alabama","2016","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","Alabama","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Alabama","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Arkansas","2017","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Arkansas","2016","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","California","2012","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2017","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2016","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2013","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2016","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Colorado","2013","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Connecticut","2016","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","District of Columbia","2013","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","Georgia","2016","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Idaho","2012","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Idaho","2014","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Indiana","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","Indiana","2013","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Indiana","2016","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Iowa","2012","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Iowa","2013","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2014","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2015","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2014","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2018","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2014","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Kentucky","2015","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Maryland","2015","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Maryland","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Maryland","2018","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Mississippi","2012","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Missouri","2014","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","Missouri","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","Missouri","2015","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Missouri","2017","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Missouri","2018","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2014","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2015","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2017","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2012","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","New Mexico","2016","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2012","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2015","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2017","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2012","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2016","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2013","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","North Carolina","2014","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oklahoma","2015","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oklahoma","2017","LSPR","Elementary-secondary education school system State ranking for revenue from local sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oregon","2016","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oregon","2014","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oregon","2015","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oregon","2017","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Oregon","2014","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","South Dakota","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","South Dakota","2018","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Tennessee","2018","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","39"
"Annual Survey of School System Finance","Tennessee","2013","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Tennessee","2018","CSITPR","Elementary-secondary education school system State ranking for current expenditures Instruction Total per pupil","State and Local ","39"
"Annual Survey of School System Finance","Tennessee","2017","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Tennessee","2018","CSSSAPR","Elementary-secondary education school system State ranking for current expenditures Support Services School administration per pupil","State and Local ","39"
"Annual Survey of School System Finance","Texas","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Texas","2017","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","39"
"Annual Survey of School System Finance","Virginia","2013","SSPR","Elementary-secondary education school system State ranking for revenue from state sources per pupil","State and Local ","39"
"Annual Survey of School System Finance","Alabama","2018","CSIEBPR","Elementary-secondary education school system State ranking for current expenditures Instruction Employee benefits per pupil","State and Local ","40"
"Annual Survey of School System Finance","Alabama","2015","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Alabama","2016","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Alabama","2018","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Arizona","2018","CSSGAPR","Elementary-secondary education school system State ranking for current expenditures Support Services General administration per pupil","State and Local ","40"
"Annual Survey of School System Finance","Arkansas","2015","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2012","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2013","CSISWPR","Elementary-secondary education school system current expenditures Instruction Salaries and wages per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2012","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2013","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2014","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2017","CSPR","Elementary-secondary education school system State ranking for current expenditures Total per pupil","State and Local ","40"
"Annual Survey of School System Finance","Colorado","2012","TOTREVPR","Elementary-secondary education school system State ranking for total revenue per pupil","State and Local ","40"
"Annual Survey of School System Finance","Connecticut","2017","FSPR","Elementary-secondary education school system State ranking for revenue from federal sources per pupil","State and Local ","40"
