"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Maryland","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","734456"
"Annual Survey of School System Finance","Maryland","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","585366"
"Annual Survey of School System Finance","Maryland","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","652104"
"Annual Survey of School System Finance","Maryland","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","668589"
"Annual Survey of School System Finance","Maryland","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","617192"
"Annual Survey of School System Finance","Maryland","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","624096"
"Annual Survey of School System Finance","Maryland","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","682885"
"Annual Survey of School System Finance","Maryland","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","773583"
"Annual Survey of School System Finance","Maryland","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","356918"
"Annual Survey of School System Finance","Maryland","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","308781"
"Annual Survey of School System Finance","Maryland","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","378467"
"Annual Survey of School System Finance","Maryland","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","385165"
"Annual Survey of School System Finance","Maryland","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","382442"
"Annual Survey of School System Finance","Maryland","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","390850"
"Annual Survey of School System Finance","Maryland","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","386266"
"Annual Survey of School System Finance","Maryland","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","248624"
"Annual Survey of School System Finance","Maryland","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","251998"
"Annual Survey of School System Finance","Maryland","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","254912"
"Annual Survey of School System Finance","Maryland","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","258280"
"Annual Survey of School System Finance","Maryland","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","265115"
"Annual Survey of School System Finance","Maryland","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","270547"
"Annual Survey of School System Finance","Maryland","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","276758"
"Annual Survey of School System Finance","Maryland","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","0"
"Annual Survey of School System Finance","Maryland","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","5709"
"Annual Survey of School System Finance","Massachusetts","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6200945"
"Annual Survey of School System Finance","Massachusetts","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6428534"
"Annual Survey of School System Finance","Massachusetts","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6587492"
"Annual Survey of School System Finance","Massachusetts","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6808436"
"Annual Survey of School System Finance","Massachusetts","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6770086"
"Annual Survey of School System Finance","Massachusetts","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6984320"
"Annual Survey of School System Finance","Massachusetts","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7087450"
"Annual Survey of School System Finance","Massachusetts","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","3990816"
"Annual Survey of School System Finance","Massachusetts","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4169980"
"Annual Survey of School System Finance","Massachusetts","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4300693"
"Annual Survey of School System Finance","Massachusetts","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4397404"
"Annual Survey of School System Finance","Massachusetts","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4504737"
"Annual Survey of School System Finance","Massachusetts","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4623152"
"Annual Survey of School System Finance","Massachusetts","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4740375"
"Annual Survey of School System Finance","Massachusetts","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","939901"
"Annual Survey of School System Finance","Massachusetts","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","983954"
"Annual Survey of School System Finance","Massachusetts","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1035464"
"Annual Survey of School System Finance","Massachusetts","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1250941"
"Annual Survey of School System Finance","Massachusetts","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1250921"
"Annual Survey of School System Finance","Massachusetts","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1374915"
"Annual Survey of School System Finance","Massachusetts","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","1434293"
"Annual Survey of School System Finance","Massachusetts","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1021070"
"Annual Survey of School System Finance","Massachusetts","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","985354"
"Annual Survey of School System Finance","Massachusetts","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","947857"
"Annual Survey of School System Finance","Massachusetts","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","851168"
"Annual Survey of School System Finance","Massachusetts","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","683071"
"Annual Survey of School System Finance","Massachusetts","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","644374"
"Annual Survey of School System Finance","Massachusetts","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","555504"
"Annual Survey of School System Finance","Massachusetts","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","0"
"Annual Survey of School System Finance","Massachusetts","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","248698"
"Annual Survey of School System Finance","Massachusetts","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","288801"
"Annual Survey of School System Finance","Massachusetts","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","302561"
"Annual Survey of School System Finance","Massachusetts","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","306171"
"Annual Survey of School System Finance","Massachusetts","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","326725"
"Annual Survey of School System Finance","Massachusetts","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","335943"
"Annual Survey of School System Finance","Massachusetts","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","351790"
"Annual Survey of School System Finance","Massachusetts","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","460"
"Annual Survey of School System Finance","Massachusetts","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","445"
"Annual Survey of School System Finance","Massachusetts","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","917"
"Annual Survey of School System Finance","Massachusetts","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","2752"
"Annual Survey of School System Finance","Massachusetts","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","4632"
"Annual Survey of School System Finance","Massachusetts","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","5936"
"Annual Survey of School System Finance","Massachusetts","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","5488"
"Annual Survey of School System Finance","Michigan","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9796808"
"Annual Survey of School System Finance","Michigan","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9882361"
"Annual Survey of School System Finance","Michigan","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10073758"
"Annual Survey of School System Finance","Michigan","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10510346"
"Annual Survey of School System Finance","Michigan","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10727785"
"Annual Survey of School System Finance","Michigan","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10997430"
"Annual Survey of School System Finance","Michigan","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","11405431"
"Annual Survey of School System Finance","Michigan","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","241537"
"Annual Survey of School System Finance","Michigan","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","269920"
"Annual Survey of School System Finance","Michigan","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","239551"
"Annual Survey of School System Finance","Michigan","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","265261"
"Annual Survey of School System Finance","Michigan","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","292067"
"Annual Survey of School System Finance","Michigan","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","296499"
"Annual Survey of School System Finance","Michigan","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","368232"
"Annual Survey of School System Finance","Michigan","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","8180473"
"Annual Survey of School System Finance","Michigan","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","8022440"
"Annual Survey of School System Finance","Michigan","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","7988800"
"Annual Survey of School System Finance","Michigan","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","8008368"
"Annual Survey of School System Finance","Michigan","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","7982816"
"Annual Survey of School System Finance","Michigan","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","8084886"
"Annual Survey of School System Finance","Michigan","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","8179438"
"Annual Survey of School System Finance","Michigan","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","526645"
"Annual Survey of School System Finance","Michigan","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","684136"
"Annual Survey of School System Finance","Michigan","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","995720"
"Annual Survey of School System Finance","Michigan","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1326008"
"Annual Survey of School System Finance","Michigan","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1511467"
"Annual Survey of School System Finance","Michigan","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1655373"
"Annual Survey of School System Finance","Michigan","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","1874429"
"Annual Survey of School System Finance","Michigan","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","815869"
"Annual Survey of School System Finance","Michigan","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","872346"
"Annual Survey of School System Finance","Michigan","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","815846"
"Annual Survey of School System Finance","Michigan","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","873356"
"Annual Survey of School System Finance","Michigan","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","895823"
"Annual Survey of School System Finance","Michigan","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","904975"
"Annual Survey of School System Finance","Michigan","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","922759"
"Annual Survey of School System Finance","Michigan","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","0"
"Annual Survey of School System Finance","Michigan","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","32284"
"Annual Survey of School System Finance","Michigan","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","33519"
"Annual Survey of School System Finance","Michigan","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","33841"
"Annual Survey of School System Finance","Michigan","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","37353"
"Annual Survey of School System Finance","Michigan","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","45612"
"Annual Survey of School System Finance","Michigan","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","55697"
"Annual Survey of School System Finance","Michigan","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","60573"
"Annual Survey of School System Finance","Minnesota","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6642440"
"Annual Survey of School System Finance","Minnesota","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6792440"
"Annual Survey of School System Finance","Minnesota","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7603409"
"Annual Survey of School System Finance","Minnesota","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7567199"
"Annual Survey of School System Finance","Minnesota","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7887346"
"Annual Survey of School System Finance","Minnesota","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8077366"
"Annual Survey of School System Finance","Minnesota","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8339142"
"Annual Survey of School System Finance","Minnesota","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","352889"
"Annual Survey of School System Finance","Minnesota","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","374991"
"Annual Survey of School System Finance","Minnesota","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","464412"
"Annual Survey of School System Finance","Minnesota","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","487211"
"Annual Survey of School System Finance","Minnesota","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","507391"
"Annual Survey of School System Finance","Minnesota","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","515437"
"Annual Survey of School System Finance","Minnesota","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","519315"
"Annual Survey of School System Finance","Minnesota","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","4872418"
"Annual Survey of School System Finance","Minnesota","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5015881"
"Annual Survey of School System Finance","Minnesota","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5524997"
"Annual Survey of School System Finance","Minnesota","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5352784"
"Annual Survey of School System Finance","Minnesota","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5495699"
"Annual Survey of School System Finance","Minnesota","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5642323"
"Annual Survey of School System Finance","Minnesota","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","5784356"
"Annual Survey of School System Finance","Minnesota","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Minnesota","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","476246"
"Annual Survey of School System Finance","Minnesota","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","442575"
"Annual Survey of School System Finance","Minnesota","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","560679"
"Annual Survey of School System Finance","Minnesota","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","613930"
"Annual Survey of School System Finance","Minnesota","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","732231"
"Annual Survey of School System Finance","Minnesota","2017","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","691575"
"Annual Survey of School System Finance","Minnesota","2018","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","745181"
"Annual Survey of School System Finance","Minnesota","2012","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","877478"
"Annual Survey of School System Finance","Minnesota","2013","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","896619"
"Annual Survey of School System Finance","Minnesota","2014","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","984304"
"Annual Survey of School System Finance","Minnesota","2015","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","1043854"
"Annual Survey of School System Finance","Minnesota","2016","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","1083130"
"Annual Survey of School System Finance","Minnesota","2017","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","1160771"
"Annual Survey of School System Finance","Minnesota","2018","SSSE","Elementary-secondary education school system revenue from state sources special education","State and Local ","1226675"
"Annual Survey of School System Finance","Minnesota","2012","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","62417"
"Annual Survey of School System Finance","Minnesota","2013","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","61605"
"Annual Survey of School System Finance","Minnesota","2014","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","63740"
"Annual Survey of School System Finance","Minnesota","2015","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","63365"
"Annual Survey of School System Finance","Minnesota","2016","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","61929"
"Annual Survey of School System Finance","Minnesota","2017","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","61055"
"Annual Survey of School System Finance","Minnesota","2018","SSTP","Elementary-secondary education school system revenue from state sources transportation programs","State and Local ","57239"
"Annual Survey of School System Finance","Minnesota","2012","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","992"
"Annual Survey of School System Finance","Minnesota","2013","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","769"
"Annual Survey of School System Finance","Minnesota","2014","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","5277"
"Annual Survey of School System Finance","Minnesota","2015","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","6055"
"Annual Survey of School System Finance","Minnesota","2016","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","6966"
"Annual Survey of School System Finance","Minnesota","2017","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","6205"
"Annual Survey of School System Finance","Minnesota","2018","SSVP","Elementary-secondary education school system revenue from state sources vocational programs","State and Local ","6376"
"Annual Survey of School System Finance","Mississippi","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2195720"
"Annual Survey of School System Finance","Mississippi","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2213501"
"Annual Survey of School System Finance","Mississippi","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2243098"
"Annual Survey of School System Finance","Mississippi","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2324855"
"Annual Survey of School System Finance","Mississippi","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2411621"
"Annual Survey of School System Finance","Mississippi","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2413145"
"Annual Survey of School System Finance","Mississippi","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2404091"
"Annual Survey of School System Finance","Mississippi","2012","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","24677"
"Annual Survey of School System Finance","Mississippi","2013","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","21670"
"Annual Survey of School System Finance","Mississippi","2014","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","19317"
"Annual Survey of School System Finance","Mississippi","2015","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","20859"
"Annual Survey of School System Finance","Mississippi","2016","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","19821"
"Annual Survey of School System Finance","Mississippi","2017","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","19244"
"Annual Survey of School System Finance","Mississippi","2018","SSCP","Elementary-secondary education school system revenue from state sources compensatory programs","State and Local ","20259"
"Annual Survey of School System Finance","Mississippi","2012","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2083335"
"Annual Survey of School System Finance","Mississippi","2013","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2104600"
"Annual Survey of School System Finance","Mississippi","2014","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2126384"
"Annual Survey of School System Finance","Mississippi","2015","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2204487"
"Annual Survey of School System Finance","Mississippi","2016","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2290841"
"Annual Survey of School System Finance","Mississippi","2017","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2288331"
"Annual Survey of School System Finance","Mississippi","2018","SSGFA","Elementary-secondary education school system revenue from state sources general formula assistance","State and Local ","2259982"
"Annual Survey of School System Finance","Mississippi","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Mississippi","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
