"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Idaho","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","75680"
"Annual Survey of School System Finance","Idaho","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","74932"
"Annual Survey of School System Finance","Idaho","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","111196"
"Annual Survey of School System Finance","Idaho","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","150634"
"Annual Survey of School System Finance","Idaho","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","1785929"
"Annual Survey of School System Finance","Idaho","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","1852239"
"Annual Survey of School System Finance","Idaho","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","1868338"
"Annual Survey of School System Finance","Idaho","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","1902503"
"Annual Survey of School System Finance","Idaho","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","1971800"
"Annual Survey of School System Finance","Idaho","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","2093391"
"Annual Survey of School System Finance","Idaho","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","2200780"
"Annual Survey of School System Finance","Idaho","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1339793"
"Annual Survey of School System Finance","Idaho","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1304638"
"Annual Survey of School System Finance","Idaho","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1389273"
"Annual Survey of School System Finance","Idaho","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1392722"
"Annual Survey of School System Finance","Idaho","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1360766"
"Annual Survey of School System Finance","Idaho","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1476462"
"Annual Survey of School System Finance","Idaho","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1573465"
"Annual Survey of School System Finance","Idaho","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","266087"
"Annual Survey of School System Finance","Idaho","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","237912"
"Annual Survey of School System Finance","Idaho","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","232593"
"Annual Survey of School System Finance","Idaho","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","232449"
"Annual Survey of School System Finance","Idaho","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","240322"
"Annual Survey of School System Finance","Idaho","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","235740"
