"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Massachusetts","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","251257"
"Annual Survey of School System Finance","Massachusetts","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","225134"
"Annual Survey of School System Finance","Massachusetts","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","239519"
"Annual Survey of School System Finance","Massachusetts","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","218827"
"Annual Survey of School System Finance","Massachusetts","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","209122"
"Annual Survey of School System Finance","Massachusetts","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","217101"
"Annual Survey of School System Finance","Massachusetts","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","221548"
"Annual Survey of School System Finance","Massachusetts","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6200945"
"Annual Survey of School System Finance","Massachusetts","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6428534"
"Annual Survey of School System Finance","Massachusetts","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6587492"
"Annual Survey of School System Finance","Massachusetts","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6808436"
"Annual Survey of School System Finance","Massachusetts","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6770086"
"Annual Survey of School System Finance","Massachusetts","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6984320"
"Annual Survey of School System Finance","Massachusetts","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7087450"
"Annual Survey of School System Finance","Massachusetts","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","15322976"
"Annual Survey of School System Finance","Massachusetts","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","15833319"
"Annual Survey of School System Finance","Massachusetts","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","16133044"
"Annual Survey of School System Finance","Massachusetts","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","16569162"
"Annual Survey of School System Finance","Massachusetts","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","16621143"
"Annual Survey of School System Finance","Massachusetts","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17375400"
"Annual Survey of School System Finance","Massachusetts","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17889700"
"Annual Survey of School System Finance","Massachusetts","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","15621093"
"Annual Survey of School System Finance","Massachusetts","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","15979549"
"Annual Survey of School System Finance","Massachusetts","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","16474364"
"Annual Survey of School System Finance","Massachusetts","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","16845416"
"Annual Survey of School System Finance","Massachusetts","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","17339360"
"Annual Survey of School System Finance","Massachusetts","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","18036288"
"Annual Survey of School System Finance","Massachusetts","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","18642624"
"Annual Survey of School System Finance","Michigan","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6140401"
"Annual Survey of School System Finance","Michigan","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","7279931"
"Annual Survey of School System Finance","Michigan","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","5571876"
"Annual Survey of School System Finance","Michigan","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6824057"
"Annual Survey of School System Finance","Michigan","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9246979"
"Annual Survey of School System Finance","Michigan","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","9742277"
"Annual Survey of School System Finance","Michigan","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","5640998"
"Annual Survey of School System Finance","Michigan","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1200582"
"Annual Survey of School System Finance","Michigan","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","962506"
"Annual Survey of School System Finance","Michigan","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","856907"
"Annual Survey of School System Finance","Michigan","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","967476"
"Annual Survey of School System Finance","Michigan","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1062838"
"Annual Survey of School System Finance","Michigan","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1326214"
"Annual Survey of School System Finance","Michigan","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1560267"
"Annual Survey of School System Finance","Michigan","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","15735318"
"Annual Survey of School System Finance","Michigan","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","15409441"
"Annual Survey of School System Finance","Michigan","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","15425529"
"Annual Survey of School System Finance","Michigan","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","15712267"
"Annual Survey of School System Finance","Michigan","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","15860412"
"Annual Survey of School System Finance","Michigan","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","16086122"
"Annual Survey of School System Finance","Michigan","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","16655891"
"Annual Survey of School System Finance","Michigan","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","18696935"
"Annual Survey of School System Finance","Michigan","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","18697983"
"Annual Survey of School System Finance","Michigan","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","17942709"
"Annual Survey of School System Finance","Michigan","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","16804727"
"Annual Survey of School System Finance","Michigan","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","18153482"
"Annual Survey of School System Finance","Michigan","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","16506134"
"Annual Survey of School System Finance","Michigan","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","17892513"
"Annual Survey of School System Finance","Michigan","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1866406"
"Annual Survey of School System Finance","Michigan","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1636324"
"Annual Survey of School System Finance","Michigan","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1563397"
"Annual Survey of School System Finance","Michigan","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1582706"
"Annual Survey of School System Finance","Michigan","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1552824"
"Annual Survey of School System Finance","Michigan","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1521781"
"Annual Survey of School System Finance","Michigan","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","1566524"
"Annual Survey of School System Finance","Michigan","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","6007925"
"Annual Survey of School System Finance","Michigan","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","5834026"
"Annual Survey of School System Finance","Michigan","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","5891907"
"Annual Survey of School System Finance","Michigan","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","5968562"
"Annual Survey of School System Finance","Michigan","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","6169973"
"Annual Survey of School System Finance","Michigan","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","6237340"
"Annual Survey of School System Finance","Michigan","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","6566713"
"Annual Survey of School System Finance","Michigan","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","872508"
"Annual Survey of School System Finance","Michigan","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","846177"
"Annual Survey of School System Finance","Michigan","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","816321"
"Annual Survey of School System Finance","Michigan","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","772686"
"Annual Survey of School System Finance","Michigan","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","780390"
"Annual Survey of School System Finance","Michigan","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","676853"
"Annual Survey of School System Finance","Michigan","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","759680"
"Annual Survey of School System Finance","Michigan","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9796808"
"Annual Survey of School System Finance","Michigan","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","9882361"
"Annual Survey of School System Finance","Michigan","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10073758"
"Annual Survey of School System Finance","Michigan","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10510346"
"Annual Survey of School System Finance","Michigan","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10727785"
"Annual Survey of School System Finance","Michigan","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","10997430"
"Annual Survey of School System Finance","Michigan","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","11405431"
"Annual Survey of School System Finance","Michigan","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17808408"
"Annual Survey of School System Finance","Michigan","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17218124"
"Annual Survey of School System Finance","Michigan","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17098757"
"Annual Survey of School System Finance","Michigan","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17452429"
"Annual Survey of School System Finance","Michigan","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","17703640"
"Annual Survey of School System Finance","Michigan","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","18089189"
"Annual Survey of School System Finance","Michigan","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","18975838"
"Annual Survey of School System Finance","Michigan","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","17671139"
"Annual Survey of School System Finance","Michigan","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","17352711"
"Annual Survey of School System Finance","Michigan","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","17529062"
"Annual Survey of School System Finance","Michigan","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","18061614"
"Annual Survey of School System Finance","Michigan","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","18450582"
"Annual Survey of School System Finance","Michigan","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","18756551"
"Annual Survey of School System Finance","Michigan","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","19538668"
"Annual Survey of School System Finance","Minnesota","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","3092934"
"Annual Survey of School System Finance","Minnesota","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4178442"
"Annual Survey of School System Finance","Minnesota","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4602539"
"Annual Survey of School System Finance","Minnesota","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","5209333"
"Annual Survey of School System Finance","Minnesota","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6548613"
"Annual Survey of School System Finance","Minnesota","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6231523"
"Annual Survey of School System Finance","Minnesota","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","6774200"
"Annual Survey of School System Finance","Minnesota","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1034162"
"Annual Survey of School System Finance","Minnesota","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1016760"
"Annual Survey of School System Finance","Minnesota","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1069928"
"Annual Survey of School System Finance","Minnesota","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1328863"
"Annual Survey of School System Finance","Minnesota","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","1709930"
"Annual Survey of School System Finance","Minnesota","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","2141306"
"Annual Survey of School System Finance","Minnesota","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","2198955"
"Annual Survey of School System Finance","Minnesota","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","9054613"
"Annual Survey of School System Finance","Minnesota","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","9329694"
"Annual Survey of School System Finance","Minnesota","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","9670430"
"Annual Survey of School System Finance","Minnesota","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","10085128"
"Annual Survey of School System Finance","Minnesota","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","10520027"
"Annual Survey of School System Finance","Minnesota","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","10863304"
"Annual Survey of School System Finance","Minnesota","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","11198569"
"Annual Survey of School System Finance","Minnesota","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","10551943"
"Annual Survey of School System Finance","Minnesota","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","10795906"
"Annual Survey of School System Finance","Minnesota","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","10781547"
"Annual Survey of School System Finance","Minnesota","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","11537967"
"Annual Survey of School System Finance","Minnesota","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","13050113"
"Annual Survey of School System Finance","Minnesota","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","11390500"
"Annual Survey of School System Finance","Minnesota","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","12650397"
"Annual Survey of School System Finance","Minnesota","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","740098"
"Annual Survey of School System Finance","Minnesota","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","646542"
"Annual Survey of School System Finance","Minnesota","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","630445"
"Annual Survey of School System Finance","Minnesota","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","629909"
"Annual Survey of School System Finance","Minnesota","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","634332"
"Annual Survey of School System Finance","Minnesota","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","653076"
"Annual Survey of School System Finance","Minnesota","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","658908"
"Annual Survey of School System Finance","Minnesota","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3144275"
"Annual Survey of School System Finance","Minnesota","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3264242"
"Annual Survey of School System Finance","Minnesota","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","2783625"
"Annual Survey of School System Finance","Minnesota","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3335988"
"Annual Survey of School System Finance","Minnesota","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3514594"
"Annual Survey of School System Finance","Minnesota","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3709259"
"Annual Survey of School System Finance","Minnesota","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","3800738"
"Annual Survey of School System Finance","Minnesota","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","443814"
"Annual Survey of School System Finance","Minnesota","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","427225"
"Annual Survey of School System Finance","Minnesota","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","387517"
"Annual Survey of School System Finance","Minnesota","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","388640"
"Annual Survey of School System Finance","Minnesota","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","416050"
"Annual Survey of School System Finance","Minnesota","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","468924"
"Annual Survey of School System Finance","Minnesota","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","477965"
"Annual Survey of School System Finance","Minnesota","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6642440"
"Annual Survey of School System Finance","Minnesota","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","6792440"
"Annual Survey of School System Finance","Minnesota","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7603409"
"Annual Survey of School System Finance","Minnesota","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7567199"
"Annual Survey of School System Finance","Minnesota","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","7887346"
"Annual Survey of School System Finance","Minnesota","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8077366"
"Annual Survey of School System Finance","Minnesota","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","8339142"
"Annual Survey of School System Finance","Minnesota","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","10532589"
"Annual Survey of School System Finance","Minnesota","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","10773679"
"Annual Survey of School System Finance","Minnesota","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","11127875"
"Annual Survey of School System Finance","Minnesota","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","11802631"
"Annual Survey of School System Finance","Minnesota","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","12646007"
"Annual Survey of School System Finance","Minnesota","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","13473534"
"Annual Survey of School System Finance","Minnesota","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","13875489"
"Annual Survey of School System Finance","Minnesota","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","10526813"
"Annual Survey of School System Finance","Minnesota","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","10703224"
"Annual Survey of School System Finance","Minnesota","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","11017479"
"Annual Survey of School System Finance","Minnesota","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","11533096"
"Annual Survey of School System Finance","Minnesota","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","12036272"
"Annual Survey of School System Finance","Minnesota","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","12439701"
"Annual Survey of School System Finance","Minnesota","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","12798788"
"Annual Survey of School System Finance","Mississippi","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1582232"
"Annual Survey of School System Finance","Mississippi","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1682971"
"Annual Survey of School System Finance","Mississippi","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1524834"
"Annual Survey of School System Finance","Mississippi","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1538586"
"Annual Survey of School System Finance","Mississippi","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1724760"
"Annual Survey of School System Finance","Mississippi","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","1910642"
"Annual Survey of School System Finance","Mississippi","2018","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","2011483"
"Annual Survey of School System Finance","Mississippi","2012","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","329375"
"Annual Survey of School System Finance","Mississippi","2013","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","285801"
"Annual Survey of School System Finance","Mississippi","2014","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","316494"
"Annual Survey of School System Finance","Mississippi","2015","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","296292"
"Annual Survey of School System Finance","Mississippi","2016","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","335067"
"Annual Survey of School System Finance","Mississippi","2017","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","378671"
"Annual Survey of School System Finance","Mississippi","2018","CO","Elementary-secondary education school system total expenditure capital outlay","State and Local ","442278"
"Annual Survey of School System Finance","Mississippi","2012","CS","Elementary-secondary education school system total current expenditures","State and Local ","4022904"
"Annual Survey of School System Finance","Mississippi","2013","CS","Elementary-secondary education school system total current expenditures","State and Local ","4023621"
"Annual Survey of School System Finance","Mississippi","2014","CS","Elementary-secondary education school system total current expenditures","State and Local ","4087545"
"Annual Survey of School System Finance","Mississippi","2015","CS","Elementary-secondary education school system total current expenditures","State and Local ","4161329"
"Annual Survey of School System Finance","Mississippi","2016","CS","Elementary-secondary education school system total current expenditures","State and Local ","4246156"
"Annual Survey of School System Finance","Mississippi","2017","CS","Elementary-secondary education school system total current expenditures","State and Local ","4242441"
"Annual Survey of School System Finance","Mississippi","2018","CS","Elementary-secondary education school system total current expenditures","State and Local ","4274739"
"Annual Survey of School System Finance","Mississippi","2012","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1653907"
"Annual Survey of School System Finance","Mississippi","2013","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1707286"
"Annual Survey of School System Finance","Mississippi","2014","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1612768"
"Annual Survey of School System Finance","Mississippi","2015","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1512672"
"Annual Survey of School System Finance","Mississippi","2016","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1625491"
"Annual Survey of School System Finance","Mississippi","2017","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1687642"
"Annual Survey of School System Finance","Mississippi","2018","DBTOUT","Elementary-secondary education school system debt outstanding","State and Local ","1689245"
"Annual Survey of School System Finance","Mississippi","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","795110"
"Annual Survey of School System Finance","Mississippi","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","707522"
"Annual Survey of School System Finance","Mississippi","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","664697"
"Annual Survey of School System Finance","Mississippi","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","672366"
"Annual Survey of School System Finance","Mississippi","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","690724"
"Annual Survey of School System Finance","Mississippi","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","671484"
"Annual Survey of School System Finance","Mississippi","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","656763"
"Annual Survey of School System Finance","Mississippi","2012","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1475688"
"Annual Survey of School System Finance","Mississippi","2013","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1511995"
"Annual Survey of School System Finance","Mississippi","2014","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1559519"
"Annual Survey of School System Finance","Mississippi","2015","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1582816"
"Annual Survey of School System Finance","Mississippi","2016","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1641653"
"Annual Survey of School System Finance","Mississippi","2017","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1666122"
"Annual Survey of School System Finance","Mississippi","2018","LS","Elementary-secondary education school system revenue from local sources","State and Local ","1706646"
"Annual Survey of School System Finance","Mississippi","2012","O","Elementary-secondary education school system total expenditure other","State and Local ","68715"
"Annual Survey of School System Finance","Mississippi","2013","O","Elementary-secondary education school system total expenditure other","State and Local ","58648"
"Annual Survey of School System Finance","Mississippi","2014","O","Elementary-secondary education school system total expenditure other","State and Local ","56320"
"Annual Survey of School System Finance","Mississippi","2015","O","Elementary-secondary education school system total expenditure other","State and Local ","55419"
"Annual Survey of School System Finance","Mississippi","2016","O","Elementary-secondary education school system total expenditure other","State and Local ","50133"
"Annual Survey of School System Finance","Mississippi","2017","O","Elementary-secondary education school system total expenditure other","State and Local ","54108"
"Annual Survey of School System Finance","Mississippi","2018","O","Elementary-secondary education school system total expenditure other","State and Local ","56589"
"Annual Survey of School System Finance","Mississippi","2012","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2195720"
"Annual Survey of School System Finance","Mississippi","2013","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2213501"
"Annual Survey of School System Finance","Mississippi","2014","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2243098"
"Annual Survey of School System Finance","Mississippi","2015","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2324855"
"Annual Survey of School System Finance","Mississippi","2016","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2411621"
"Annual Survey of School System Finance","Mississippi","2017","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2413145"
"Annual Survey of School System Finance","Mississippi","2018","SS","Elementary-secondary education school system revenue from state sources","State and Local ","2404091"
"Annual Survey of School System Finance","Mississippi","2012","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4420994"
"Annual Survey of School System Finance","Mississippi","2013","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4368070"
"Annual Survey of School System Finance","Mississippi","2014","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4460359"
"Annual Survey of School System Finance","Mississippi","2015","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4513040"
"Annual Survey of School System Finance","Mississippi","2016","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4631356"
"Annual Survey of School System Finance","Mississippi","2017","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4675220"
"Annual Survey of School System Finance","Mississippi","2018","TOTEXP","Elementary-secondary education school system total expenditure","State and Local ","4773606"
"Annual Survey of School System Finance","Mississippi","2012","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4466518"
"Annual Survey of School System Finance","Mississippi","2013","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4433018"
"Annual Survey of School System Finance","Mississippi","2014","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4467314"
"Annual Survey of School System Finance","Mississippi","2015","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4580037"
"Annual Survey of School System Finance","Mississippi","2016","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4743998"
"Annual Survey of School System Finance","Mississippi","2017","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4750751"
"Annual Survey of School System Finance","Mississippi","2018","TOTREV","Elementary-secondary education school system total revenue","State and Local ","4767500"
"Annual Survey of School System Finance","Missouri","2012","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4501825"
"Annual Survey of School System Finance","Missouri","2013","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4596344"
"Annual Survey of School System Finance","Missouri","2014","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4626511"
"Annual Survey of School System Finance","Missouri","2015","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4782299"
"Annual Survey of School System Finance","Missouri","2016","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","4919439"
"Annual Survey of School System Finance","Missouri","2017","CASHSEC","Elementary-secondary education school system cash and security holdings","State and Local ","5130738"
