"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Michigan","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","173653"
"Annual Survey of School System Finance","Michigan","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","172295"
"Annual Survey of School System Finance","Michigan","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","149429"
"Annual Survey of School System Finance","Michigan","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","175667"
"Annual Survey of School System Finance","Michigan","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","340297"
"Annual Survey of School System Finance","Michigan","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","345806"
"Annual Survey of School System Finance","Michigan","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","351213"
"Annual Survey of School System Finance","Michigan","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","364751"
"Annual Survey of School System Finance","Michigan","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","373982"
"Annual Survey of School System Finance","Michigan","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","378080"
"Annual Survey of School System Finance","Michigan","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","384406"
"Annual Survey of School System Finance","Michigan","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","454895"
"Annual Survey of School System Finance","Michigan","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","252739"
"Annual Survey of School System Finance","Michigan","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","248755"
"Annual Survey of School System Finance","Michigan","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","235170"
"Annual Survey of School System Finance","Michigan","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","242064"
"Annual Survey of School System Finance","Michigan","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","237214"
"Annual Survey of School System Finance","Michigan","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","222440"
"Annual Survey of School System Finance","Michigan","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","385140"
"Annual Survey of School System Finance","Michigan","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","399435"
"Annual Survey of School System Finance","Michigan","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","378148"
"Annual Survey of School System Finance","Michigan","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","376732"
"Annual Survey of School System Finance","Michigan","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","368095"
"Annual Survey of School System Finance","Michigan","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","393465"
"Annual Survey of School System Finance","Michigan","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","394355"
"Annual Survey of School System Finance","Michigan","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","479897"
"Annual Survey of School System Finance","Michigan","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","430918"
"Annual Survey of School System Finance","Michigan","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","392556"
"Annual Survey of School System Finance","Michigan","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","413254"
"Annual Survey of School System Finance","Michigan","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","378384"
"Annual Survey of School System Finance","Michigan","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","344596"
"Annual Survey of School System Finance","Michigan","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","371445"
"Annual Survey of School System Finance","Michigan","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1681725"
"Annual Survey of School System Finance","Michigan","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1450270"
"Annual Survey of School System Finance","Michigan","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1389191"
"Annual Survey of School System Finance","Michigan","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1409053"
"Annual Survey of School System Finance","Michigan","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1380529"
"Annual Survey of School System Finance","Michigan","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1372352"
"Annual Survey of School System Finance","Michigan","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","1390857"
"Annual Survey of School System Finance","Michigan","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","21496"
"Annual Survey of School System Finance","Michigan","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","21372"
"Annual Survey of School System Finance","Michigan","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","18519"
"Annual Survey of School System Finance","Michigan","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","19146"
"Annual Survey of School System Finance","Michigan","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","18004"
"Annual Survey of School System Finance","Michigan","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","18997"
"Annual Survey of School System Finance","Michigan","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","18211"
"Annual Survey of School System Finance","Minnesota","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","740098"
"Annual Survey of School System Finance","Minnesota","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","646542"
"Annual Survey of School System Finance","Minnesota","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","630445"
"Annual Survey of School System Finance","Minnesota","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","629909"
"Annual Survey of School System Finance","Minnesota","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","634332"
"Annual Survey of School System Finance","Minnesota","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","653076"
"Annual Survey of School System Finance","Minnesota","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","658908"
"Annual Survey of School System Finance","Minnesota","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","18170"
"Annual Survey of School System Finance","Minnesota","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","19353"
"Annual Survey of School System Finance","Minnesota","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","16825"
"Annual Survey of School System Finance","Minnesota","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","20408"
"Annual Survey of School System Finance","Minnesota","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","20892"
"Annual Survey of School System Finance","Minnesota","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","19836"
"Annual Survey of School System Finance","Minnesota","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","24134"
"Annual Survey of School System Finance","Minnesota","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","69151"
"Annual Survey of School System Finance","Minnesota","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","49783"
"Annual Survey of School System Finance","Minnesota","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","43824"
"Annual Survey of School System Finance","Minnesota","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","49061"
"Annual Survey of School System Finance","Minnesota","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","48501"
"Annual Survey of School System Finance","Minnesota","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","46685"
"Annual Survey of School System Finance","Minnesota","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","49917"
"Annual Survey of School System Finance","Minnesota","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","162366"
"Annual Survey of School System Finance","Minnesota","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","170706"
"Annual Survey of School System Finance","Minnesota","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","177991"
"Annual Survey of School System Finance","Minnesota","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","190038"
"Annual Survey of School System Finance","Minnesota","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","200339"
"Annual Survey of School System Finance","Minnesota","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","204785"
"Annual Survey of School System Finance","Minnesota","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","204669"
"Annual Survey of School System Finance","Minnesota","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","177375"
"Annual Survey of School System Finance","Minnesota","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","92483"
"Annual Survey of School System Finance","Minnesota","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","89530"
"Annual Survey of School System Finance","Minnesota","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","87886"
"Annual Survey of School System Finance","Minnesota","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","88441"
"Annual Survey of School System Finance","Minnesota","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","90714"
"Annual Survey of School System Finance","Minnesota","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","89068"
"Annual Survey of School System Finance","Minnesota","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","172984"
"Annual Survey of School System Finance","Minnesota","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","167236"
"Annual Survey of School System Finance","Minnesota","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","165055"
"Annual Survey of School System Finance","Minnesota","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","161463"
"Annual Survey of School System Finance","Minnesota","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","159597"
"Annual Survey of School System Finance","Minnesota","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","161821"
"Annual Survey of School System Finance","Minnesota","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","163810"
"Annual Survey of School System Finance","Minnesota","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","152121"
"Annual Survey of School System Finance","Minnesota","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","160212"
"Annual Survey of School System Finance","Minnesota","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","148297"
"Annual Survey of School System Finance","Minnesota","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","135907"
"Annual Survey of School System Finance","Minnesota","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","131500"
"Annual Survey of School System Finance","Minnesota","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","143113"
"Annual Survey of School System Finance","Minnesota","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","145317"
"Annual Survey of School System Finance","Minnesota","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","670947"
"Annual Survey of School System Finance","Minnesota","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","596759"
"Annual Survey of School System Finance","Minnesota","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","586621"
"Annual Survey of School System Finance","Minnesota","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","580848"
"Annual Survey of School System Finance","Minnesota","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","585831"
"Annual Survey of School System Finance","Minnesota","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","606391"
"Annual Survey of School System Finance","Minnesota","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","608991"
"Annual Survey of School System Finance","Minnesota","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6101"
"Annual Survey of School System Finance","Minnesota","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6122"
"Annual Survey of School System Finance","Minnesota","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5748"
"Annual Survey of School System Finance","Minnesota","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5554"
"Annual Survey of School System Finance","Minnesota","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5954"
"Annual Survey of School System Finance","Minnesota","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5958"
"Annual Survey of School System Finance","Minnesota","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6127"
"Annual Survey of School System Finance","Mississippi","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","795110"
"Annual Survey of School System Finance","Mississippi","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","707522"
"Annual Survey of School System Finance","Mississippi","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","664697"
"Annual Survey of School System Finance","Mississippi","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","672366"
"Annual Survey of School System Finance","Mississippi","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","690724"
"Annual Survey of School System Finance","Mississippi","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","671484"
"Annual Survey of School System Finance","Mississippi","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","656763"
"Annual Survey of School System Finance","Mississippi","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","2512"
"Annual Survey of School System Finance","Mississippi","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","2162"
"Annual Survey of School System Finance","Mississippi","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","1162"
"Annual Survey of School System Finance","Mississippi","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","1677"
"Annual Survey of School System Finance","Mississippi","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","1698"
"Annual Survey of School System Finance","Mississippi","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","1763"
"Annual Survey of School System Finance","Mississippi","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","2034"
"Annual Survey of School System Finance","Mississippi","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","50431"
"Annual Survey of School System Finance","Mississippi","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","43627"
"Annual Survey of School System Finance","Mississippi","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","43603"
"Annual Survey of School System Finance","Mississippi","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","41190"
"Annual Survey of School System Finance","Mississippi","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","50972"
"Annual Survey of School System Finance","Mississippi","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","45071"
"Annual Survey of School System Finance","Mississippi","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","41066"
"Annual Survey of School System Finance","Mississippi","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","210793"
"Annual Survey of School System Finance","Mississippi","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","219573"
"Annual Survey of School System Finance","Mississippi","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","225959"
"Annual Survey of School System Finance","Mississippi","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","230442"
"Annual Survey of School System Finance","Mississippi","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","240390"
"Annual Survey of School System Finance","Mississippi","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","242235"
"Annual Survey of School System Finance","Mississippi","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","237949"
"Annual Survey of School System Finance","Mississippi","2012","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","200254"
"Annual Survey of School System Finance","Mississippi","2013","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","117150"
"Annual Survey of School System Finance","Mississippi","2014","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","96600"
"Annual Survey of School System Finance","Mississippi","2015","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","98098"
"Annual Survey of School System Finance","Mississippi","2016","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","89307"
"Annual Survey of School System Finance","Mississippi","2017","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","74574"
"Annual Survey of School System Finance","Mississippi","2018","FSDSON","Elementary-secondary education school system revenue from Federal sources - distributed through state other and nonspecified","State and Local ","73378"
"Annual Survey of School System Finance","Mississippi","2012","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","116454"
"Annual Survey of School System Finance","Mississippi","2013","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","121675"
"Annual Survey of School System Finance","Mississippi","2014","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","112886"
"Annual Survey of School System Finance","Mississippi","2015","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","113595"
"Annual Survey of School System Finance","Mississippi","2016","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","112135"
"Annual Survey of School System Finance","Mississippi","2017","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","111494"
"Annual Survey of School System Finance","Mississippi","2018","FSDSSE","Elementary-secondary education school system revenue from Federal sources - distributed through state special education","State and Local ","110376"
"Annual Survey of School System Finance","Mississippi","2012","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","210924"
"Annual Survey of School System Finance","Mississippi","2013","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","199595"
"Annual Survey of School System Finance","Mississippi","2014","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","179051"
"Annual Survey of School System Finance","Mississippi","2015","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","182833"
"Annual Survey of School System Finance","Mississippi","2016","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","192037"
"Annual Survey of School System Finance","Mississippi","2017","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","192183"
"Annual Survey of School System Finance","Mississippi","2018","FSDSTIT","Elementary-secondary education school system revenue from Federal sources - distributed through state Title 1","State and Local ","188078"
"Annual Survey of School System Finance","Mississippi","2012","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","744679"
"Annual Survey of School System Finance","Mississippi","2013","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","663895"
"Annual Survey of School System Finance","Mississippi","2014","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","621094"
"Annual Survey of School System Finance","Mississippi","2015","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","631176"
"Annual Survey of School System Finance","Mississippi","2016","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","639752"
"Annual Survey of School System Finance","Mississippi","2017","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","626413"
"Annual Survey of School System Finance","Mississippi","2018","FSDSTOT","Elementary-secondary education school system revenue from Federal sources - distributed through state total","State and Local ","615697"
"Annual Survey of School System Finance","Mississippi","2012","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6254"
"Annual Survey of School System Finance","Mississippi","2013","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5902"
"Annual Survey of School System Finance","Mississippi","2014","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6598"
"Annual Survey of School System Finance","Mississippi","2015","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","6208"
"Annual Survey of School System Finance","Mississippi","2016","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5883"
"Annual Survey of School System Finance","Mississippi","2017","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5927"
"Annual Survey of School System Finance","Mississippi","2018","FSDSV","Elementary-secondary education school system revenue from Federal sources - distributed through state vocational","State and Local ","5916"
"Annual Survey of School System Finance","Missouri","2012","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","994192"
"Annual Survey of School System Finance","Missouri","2013","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","894168"
"Annual Survey of School System Finance","Missouri","2014","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","895743"
"Annual Survey of School System Finance","Missouri","2015","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","948600"
"Annual Survey of School System Finance","Missouri","2016","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","924655"
"Annual Survey of School System Finance","Missouri","2017","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","925895"
"Annual Survey of School System Finance","Missouri","2018","FS","Elementary-secondary education school system revenue from Federal sources","State and Local ","908639"
"Annual Survey of School System Finance","Missouri","2012","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","20547"
"Annual Survey of School System Finance","Missouri","2013","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","24781"
"Annual Survey of School System Finance","Missouri","2014","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","25322"
"Annual Survey of School System Finance","Missouri","2015","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","24444"
"Annual Survey of School System Finance","Missouri","2016","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","24765"
"Annual Survey of School System Finance","Missouri","2017","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","23925"
"Annual Survey of School System Finance","Missouri","2018","FSDFAIA","Elementary-secondary education school system revenue from Federal sources - direct federal aid impact aid","State and Local ","26757"
"Annual Survey of School System Finance","Missouri","2012","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","49273"
"Annual Survey of School System Finance","Missouri","2013","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","48260"
"Annual Survey of School System Finance","Missouri","2014","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","53653"
"Annual Survey of School System Finance","Missouri","2015","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","52572"
"Annual Survey of School System Finance","Missouri","2016","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","54963"
"Annual Survey of School System Finance","Missouri","2017","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","54381"
"Annual Survey of School System Finance","Missouri","2018","FSDFATOT","Elementary-secondary education school system revenue from Federal sources - direct federal aid total","State and Local ","58320"
"Annual Survey of School System Finance","Missouri","2012","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","239318"
"Annual Survey of School System Finance","Missouri","2013","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","247063"
"Annual Survey of School System Finance","Missouri","2014","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","253545"
"Annual Survey of School System Finance","Missouri","2015","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","261576"
"Annual Survey of School System Finance","Missouri","2016","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","272621"
"Annual Survey of School System Finance","Missouri","2017","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","280305"
"Annual Survey of School System Finance","Missouri","2018","FSDSCN","Elementary-secondary education school system revenue from Federal sources - distributed through state child nutrition","State and Local ","273068"
