"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US2711040","Duluth Public School District, Minnesota","37525","1584","93.6","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.4","1.3","9.9","1.9","30.6","2.5","37.6","2.7","21.9","2.2","21084","1108","N","N","N","N","N","N","N","N","N","N","16441","1442","54.0","4.5","42.5","4.6","11.4","2.9","46.0","4.5","33.2","4.2","12.9","3.1","23.8","(X)","18.2","(X)","28.6","(X)","45637","2556","47112","3522","N","N","31048","N","N","-","**","-","**","52924","52210","N","N","47006","3377","23402","9077","53723","4276","54715","7427","33886","4763","61871","3729","60798","9276","62111","4263","75535","5312","27870","4313","50915","33858","26612","2560","25159","3977","20987","3428","46612","8943","30010","5058","22995","5068","44924","16697","(X)","(X)","(X)","(X)","(X)","(X)","18357"
"9700000US2711370","Elk River Public School District, Minnesota","22929","1629","96.7","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96.7","2.0","2.5","2.1","41.6","5.2","38.7","4.9","17.2","4.0","17620","1773","N","N","N","N","N","N","N","N","N","N","5309","1220","41.1","13.2","34.4","12.2","6.8","6.2","58.9","13.2","48.6","13.1","10.3","6.3","24.4","(X)","24.2","(X)","25.2","(X)","71338","5679","71213","6519","-","**","65981","71586","61854","-","**","-","**","80905","38626","-","**","71213","6519","56035","32216","78143","12556","85067","7368","34870","7299","82920","6033","83797","8717","81329","12491","88220","5161","40851","2271","74252","56304","40200","6218","33826","18321","31278","7676","75000","38036","40709","3736","40226","4277","68723","33247","(X)","(X)","(X)","(X)","(X)","(X)","21567"
"9700000US2714260","Hopkins Public School District, Minnesota","30172","1560","86.5","3.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.3","3.9","4.8","2.2","35.1","4.2","38.9","4.0","21.1","3.0","18622","1453","N","N","N","N","N","N","N","N","N","N","11550","1493","62.3","6.3","52.7","6.5","9.7","3.4","37.7","6.3","30.8","6.5","6.9","2.9","23.7","(X)","24.6","(X)","22.1","(X)","65373","5917","66590","5012","27024","21307","-","79083","46202","-","**","71232","11403","N","N","53170","41681","67049","5592","26089","6839","70492","7127","80569","13641","47822","9396","81513","7391","75986","13851","87561","16634","105646","12836","27004","11236","67715","33782","44788","4117","38818","8914","33290","6856","72203","30868","55574","6078","50950","13337","81141","9290","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2721240","Minneapolis Public School District, Minnesota","165854","3196","73.8","1.6","16.1","1.3","N","N","4.3","0.6","N","N","1.8","0.4","2.9","0.6","6.2","0.7","70.0","1.6","8.8","1.0","45.2","1.5","33.1","1.4","12.9","1.0","75642","2592","50.8","2.0","49.2","2.0","63.6","2.5","27.8","2.2","8.6","1.6","90212","3647","48.5","2.0","37.1","2.1","11.4","1.3","51.5","2.0","35.2","2.3","16.3","1.6","18.5","(X)","20.3","(X)","15.8","(X)","47604","1951","57435","4065","17520","2394","30482","40641","5997","N","N","35068","6529","32152","9721","36467","3815","59575","3679","22218","2811","56701","4818","52737","2774","31404","2736","62186","4633","48848","3540","75543","4858","90810","4639","28080","4048","32839","3681","38094","2175","37125","3021","30589","2956","60220","7291","40000","4290","30859","2383","76739","7428","(X)","(X)","(X)","(X)","(X)","(X)","28847"
"9700000US2722950","Mounds View Public School District, Minnesota","29367","1474","88.1","2.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.1","3.2","3.4","1.8","26.3","3.0","44.0","3.4","26.3","3.0","20230","1390","N","N","N","N","N","N","N","N","N","N","9137","1273","57.3","6.6","49.5","6.4","7.8","3.7","42.7","6.6","28.0","5.7","14.7","5.9","20.6","(X)","17.0","(X)","27.9","(X)","68893","4634","71390","3734","50190","16640","N","54238","22092","-","**","N","N","27258","23715","N","N","71976","4168","41062","20571","70065","14142","89298","8728","44902","6990","83210","6503","83064","15937","83352","7345","98840","7547","39103","5225","60581","21070","41078","3681","34626","6430","29816","6320","116729","144480","54635","18926","43397","14325","61598","16753","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2723850","North St. Paul-Maplewood School District, Minnesota","31346","1819","86.8","3.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84.4","3.3","3.0","2.0","30.5","3.7","41.1","3.5","25.3","2.5","19520","1329","N","N","N","N","N","N","N","N","N","N","11826","1586","59.1","6.4","48.4","6.2","10.8","3.3","40.9","6.4","27.0","6.7","13.9","5.8","19.0","(X)","18.4","(X)","19.9","(X)","56280","5291","57080","7026","27429","22608","-","64663","18815","-","**","66866","61351","55967","13427","37575","15079","60046","6853","52226","39887","51263","22782","69724","4445","40019","5197","70387","5947","62052","10120","74094","5059","82101","5377","39868","4377","58696","9921","40249","4180","26042","4491","23380","4402","57695","22152","51371","6256","46743","4382","63440","13108","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2725200","Osseo Public School District, Minnesota","50623","1981","75.7","2.7","12.8","2.1","N","N","9.0","1.9","N","N","N","N","N","N","N","N","73.8","2.7","2.6","1.4","38.2","3.5","41.5","3.1","17.7","2.0","37289","1719","N","N","N","N","N","N","N","N","N","N","13334","2025","59.5","5.8","52.1","5.7","7.4","3.1","40.5","5.8","30.1","5.7","10.5","4.8","20.6","(X)","20.5","(X)","20.1","(X)","72638","4915","79216","4394","42719","11198","40920","77805","18181","-","**","32482","14336","51160","14766","42106","21148","79630","4271","32129","24800","76546","7531","85911","10317","47853","10889","82982","5032","82004","7344","83680","7904","96198","5245","33933","14478","51971","7229","42489","3363","38715","4724","35170","5154","79460","34472","52736","10181","47831","12609","64547","46904","(X)","(X)","(X)","(X)","(X)","(X)","40210"
"9700000US2731780","Robbinsdale Public School District, Minnesota","42909","1804","81.0","2.6","13.1","2.4","N","N","N","N","N","N","N","N","N","N","N","N","77.2","2.7","3.5","1.5","34.3","3.3","40.4","3.3","21.8","2.6","27382","1679","45.2","4.8","54.8","4.8","70.0","4.5","21.4","4.0","8.6","2.6","15527","1789","63.1","5.6","52.7","5.7","10.4","3.9","36.9","5.6","29.3","4.8","7.6","3.2","18.8","(X)","16.9","(X)","21.0","(X)","52688","3953","57152","5984","28700","6492","61847","92278","24644","-","**","N","N","56164","12455","31240","11744","59362","5616","37961","17778","62352","9951","64012","8658","34005","5176","68806","5469","55583","11041","75591","4857","82193","5622","29010","9047","50456","11885","34988","2598","32835","2308","30542","5365","57803","21193","43664","8427","36790","7017","57639","4465","(X)","(X)","(X)","(X)","(X)","(X)","50109"
"9700000US2731800","Rochester Public School District, Minnesota","47665","1267","89.1","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.5","1.3","4.7","1.2","37.9","2.2","38.1","2.0","19.3","1.3","31253","1461","N","N","N","N","N","N","N","N","N","N","16412","1521","58.9","4.7","51.0","4.8","7.9","2.7","41.1","4.7","30.5","4.7","10.7","3.7","22.1","(X)","21.0","(X)","22.6","(X)","64341","4338","65075","3969","27212","27292","2,500-","76202","10606","-","**","58010","45905","10709","8523","43928","20173","65637","4042","16060","4612","68069","5428","81965","4910","42631","4666","79461","4475","73831","7529","83648","6224","92167","4937","44946","7095","37205","8472","38000","2961","31419","5916","26963","5025","59875","15811","42147","9240","41261","2195","63490","18396","(X)","(X)","(X)","(X)","(X)","(X)","***"
"9700000US2732390","Rosemount-Apple Valley-Eagan, Minnesota","53042","1516","87.2","2.0","5.0","1.2","N","N","N","N","N","N","N","N","N","N","N","N","85.5","2.1","3.1","1.3","36.3","2.4","46.2","2.5","14.4","1.8","38610","1766","51.1","3.4","48.9","3.4","80.0","3.2","14.0","3.0","6.0","1.8","14432","1309","54.6","5.9","46.3","5.5","8.3","3.2","45.4","5.9","31.7","5.9","13.7","5.3","18.4","(X)","18.2","(X)","17.7","(X)","81014","4491","83720","6751","43783","5634","N","91225","18635","-","**","N","N","86897","16782","41567","33550","84312","7095","44063","17651","81898","8190","100124","7340","50403","5277","97946","8073","97439","9550","98816","11581","108382","3506","41427","1843","62099","25736","46109","3991","41356","4514","37615","6362","72296","9864","54182","8767","50230","7919","105286","43223","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2733510","St. Cloud Public School District, Minnesota","36155","1708","91.2","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.4","2.3","10.9","2.5","35.4","3.0","35.0","3.2","18.7","2.4","20647","1621","N","N","N","N","N","N","N","N","N","N","15508","1558","50.3","5.6","36.3","5.7","13.9","4.2","49.7","5.6","33.8","5.7","15.9","4.4","28.8","(X)","28.4","(X)","28.7","(X)","47659","3344","50253","3281","25916","19980","N","73000","25530","-","**","N","N","N","N","N","N","50316","3218","22959","6651","52784","6627","63141","8143","38993","3278","67002","5329","76145","10166","62911","6851","79130","5561","31886","7166","40948","17868","26662","4258","26098","4382","24963","6810","28618","8007","27301","9995","24511","9931","46310","18191","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2733810","South Washington County School District, Minnesota","35090","1254","89.7","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87.2","2.5","1.6","1.0","34.7","2.9","44.3","2.8","19.4","2.3","26367","1292","N","N","N","N","N","N","N","N","N","N","8723","1496","58.7","8.0","52.2","8.1","6.5","3.8","41.3","8.0","31.7","7.8","9.6","6.3","15.3","(X)","15.7","(X)","11.8","(X)","87977","7890","87830","9092","N","N","-","114542","25525","-","**","-","**","74148","9923","59893","31753","89495","8887","105073","65237","94631","12125","100681","5520","56169","4335","100563","4121","102846","7353","97071","11196","113048","9154","49164","18675","44748","50719","48702","9953","39563","3831","36984","4174","99557","29400","60752","8688","55057","14342","98491","15908","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2733840","St. Paul Public School District, Minnesota","111917","2232","71.6","1.4","14.6","1.1","N","N","9.0","1.0","N","N","N","N","2.8","0.7","6.2","1.0","67.6","1.3","7.7","1.2","41.2","1.9","36.0","1.6","15.1","1.1","63278","2443","52.3","2.1","47.7","2.1","65.3","2.5","26.3","2.5","8.3","1.7","48639","2649","52.9","2.5","42.1","2.6","10.8","1.8","47.1","2.5","34.4","2.7","12.6","2.1","23.3","(X)","22.1","(X)","22.8","(X)","48235","2401","58141","3466","25232","3208","23188","39438","4970","-","**","35060","11347","40119","13253","36025","5441","59544","3133","24424","2843","51773","4304","55951","4617","39015","5309","61320","2303","47261","6835","69438","6068","81903","3636","26851","3325","33852","4634","35410","1868","33524","3501","31217","2283","51389","13297","36831","3147","30466","5418","58393","16873","(X)","(X)","(X)","(X)","(X)","(X)","12078"
"9700000US2801320","DeSoto County School District, Mississippi","59172","1278","75.3","1.7","21.7","1.5","N","N","N","N","N","N","N","N","N","N","N","N","73.3","1.7","2.8","1.0","40.5","2.2","38.3","2.0","18.4","1.1","43028","1987","50.8","2.9","49.2","2.9","69.7","3.2","23.5","3.1","6.8","1.9","16144","1602","58.3","5.5","53.4","5.2","4.9","2.9","41.7","5.5","32.6","4.8","9.1","3.8","28.4","(X)","28.9","(X)","23.8","(X)","54102","2814","56484","2620","47250","5761","N","45920","28623","-","**","45463","22575","50612","21684","36917","11259","57022","2479","51528","10656","57238","3377","58073","3950","41076","3218","60298","2918","58142","4237","62911","6211","71700","7653","38689","6194","61982","29261","37469","4156","31170","7744","27240","6765","49136","13222","45591","4069","42320","6883","50820","7646","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2801770","Harrison County School District, Mississippi","31586","1787","80.3","3.1","17.6","3.1","N","N","N","N","N","N","N","N","N","N","N","N","76.9","3.2","4.0","1.9","34.5","3.8","41.7","3.7","19.8","2.8","22188","1766","N","N","N","N","N","N","N","N","N","N","9398","1461","49.0","8.2","42.7","8.3","6.3","4.7","51.0","8.2","41.5","8.5","9.5","5.9","29.0","(X)","33.3","(X)","18.6","(X)","46582","4157","49154","3797","33557","8252","-","N","N","-","**","-","**","100229","99528","N","N","49438","3703","21569","21905","49553","4839","50372","8005","36587","5707","52549","4567","50262","8536","54515","5626","60841","14078","25519","3966","47895","6415","30680","4454","28264","7625","23565","8955","75948","16843","32076","8038","30473","9979","55120","3105","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2802190","Jackson Public School District, Mississippi","61302","2088","24.4","1.8","73.8","1.8","N","N","N","N","N","N","N","N","N","N","N","N","24.1","1.8","4.2","1.3","34.0","2.5","42.1","2.4","19.7","1.6","36791","2133","44.5","3.5","55.5","3.5","43.0","3.7","44.3","3.5","12.7","2.9","24511","2175","60.9","3.9","52.5","4.2","8.4","2.7","39.1","3.9","32.1","4.1","6.9","2.7","34.6","(X)","38.4","(X)","27.7","(X)","29364","2502","44948","7152","25697","2237","-","N","N","-","**","N","N","N","N","30656","25039","44715","7689","13560","2088","29523","3193","31719","4184","31085","5332","34891","3686","27229","4768","44599","7765","62082","9101","22511","3698","29411","6880","20284","2596","19741","2984","17957","3112","42474","19064","21812","4920","21395","5230","23221","8870","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2802790","Madison County School District, Mississippi","28563","1270","69.5","2.8","26.4","2.8","N","N","N","N","N","N","N","N","N","N","N","N","69.4","2.8","2.8","1.8","37.8","3.3","41.8","3.4","17.6","1.9","19691","1349","N","N","N","N","N","N","N","N","N","N","8872","1274","53.0","7.0","47.4","7.1","5.5","4.5","47.0","7.0","38.4","7.9","8.6","5.7","36.4","(X)","38.5","(X)","31.8","(X)","67964","4536","76363","4241","44520","6944","70345","N","N","-","**","-","**","N","N","N","N","76331","4316","50498","36226","65640","9019","79413","7751","52149","26911","80277","5492","77772","7352","82489","10520","91694","13836","32929","14051","54648","41395","42091","7458","41338","2681","40377","5953","70100","23622","48580","11343","46402","18704","49570","10500","(X)","(X)","(X)","(X)","(X)","(X)","7661"
"9700000US2803830","Rankin County School District, Mississippi","43176","1836","81.3","2.6","16.4","2.4","N","N","N","N","N","N","N","N","N","N","N","N","79.9","2.6","1.2","1.0","37.8","2.8","40.2","3.0","20.8","1.6","33844","2003","N","N","N","N","N","N","N","N","N","N","9332","1477","55.3","8.0","49.4","8.1","5.9","3.8","44.7","8.0","34.0","7.8","10.7","5.0","25.9","(X)","24.9","(X)","27.8","(X)","60197","2937","61991","4431","37065","9020","84406","63506","11379","-","**","63000","47643","N","N","N","N","62214","4857","22063","46046","61989","6702","65766","8621","44775","8168","64922","5967","65554","8407","63325","5879","83809","9633","32474","7611","36303","7921","32069","5558","27658","13265","22167","11944","105616","110091","42452","13044","32615","8102","78354","23691","(X)","(X)","(X)","(X)","(X)","(X)","5896"
"9700000US2901000","Columbia Public Schools, Missouri","55800","1806","84.1","1.9","7.0","1.6","N","N","N","N","N","N","N","N","N","N","N","N","82.0","2.0","16.2","2.0","39.0","2.4","32.8","2.3","12.0","1.3","28529","1930","N","N","N","N","N","N","N","N","N","N","27271","1975","54.4","4.6","39.6","5.0","14.9","3.3","45.6","4.6","31.0","4.7","14.5","4.5","23.1","(X)","19.3","(X)","26.0","(X)","41846","2805","47719","4956","23265","11830","N","33902","4045","-","**","47975","27283","29921","25159","N","N","49013","5131","13650","2248","51248","7572","52743","11614","49772","9152","71801","5159","60899","9389","75673","6392","84187","10596","34526","9150","23825","5451","26624","2814","22518","4085","26613","3658","14087","1693","37092","6680","38555","7592","34039","20815","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2905310","Blue Springs R-IV School District, Missouri","28426","1454","91.2","2.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.4","3.0","1.7","1.1","36.2","4.1","41.0","4.1","21.1","3.2","21314","1239","N","N","N","N","N","N","N","N","N","N","7112","1237","55.3","9.1","46.8","9.6","8.5","4.5","44.7","9.1","27.7","8.5","17.0","7.3","27.6","(X)","26.1","(X)","30.9","(X)","64238","5469","64424","5118","44109","37196","-","N","N","-","**","N","N","N","N","77431","63391","64152","5183","34223","21731","67911","4783","81690","8092","41368","4934","71298","6559","71667","9661","70712","9903","81450","7410","36580","9518","51763","21397","38523","4787","31971","8503","28313","9135","42583","22103","61587","29040","40976","9661","88618","6326","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2908370","Fort Zumwalt R-II School District, Missouri","42104","1724","95.5","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.7","1.7","1.5","0.9","33.0","3.1","42.3","3.6","23.1","2.8","30839","1847","N","N","N","N","N","N","N","N","N","N","11265","1518","61.1","7.4","54.4","7.9","6.7","4.2","38.9","7.4","31.1","7.7","7.8","4.4","25.5","(X)","26.7","(X)","20.0","(X)","72047","4302","72880","4332","54875","30060","-","100321","25238","-","**","N","N","N","N","81543","17374","72773","4303","43828","7872","79941","6719","89421","10185","34332","7752","81417","4981","95527","14096","75504","4883","89858","6686","42877","10758","53847","6241","31216","3408","28191","6454","25533","6115","51563","44808","48681","17424","31238","7574","81563","35436","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2912010","Ferguson-Florissant School District, Missouri","28265","1714","52.3","3.9","46.7","3.9","N","N","N","N","N","N","N","N","N","N","N","N","52.1","3.9","3.2","1.9","30.6","4.4","42.1","4.8","24.1","3.0","17294","1602","N","N","N","N","N","N","N","N","N","N","10971","1440","50.7","9.0","49.2","8.8","1.5","1.5","49.3","9.0","45.9","8.7","3.4","2.2","30.0","(X)","33.4","(X)","22.9","(X)","42693","3604","47415","8941","37955","5963","-","N","N","-","**","2,500-","***","44176","1756","33042","10330","47871","8884","42834","24774","42957","7533","50506","8865","38971","6241","51704","5169","39199","8954","58515","9303","68431","9206","37831","11929","40811","11724","30222","5753","26363","4697","26449","5113","24481","166570","35132","5526","33820","7392","48311","18477","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2912300","Fox C-6 School District, Missouri","25573","1635","96.6","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.4","1.9","3.2","1.8","37.2","4.4","40.8","4.6","18.8","2.5","18214","1541","N","N","N","N","N","N","N","N","N","N","7359","1087","46.0","9.3","36.4","8.6","9.6","5.2","54.0","9.3","44.3","9.7","9.7","6.4","23.1","(X)","23.8","(X)","21.5","(X)","55046","3820","55238","3503","2,500-","***","-","N","N","-","**","45750","5167","N","N","61554","26603","54046","4046","39788","17008","63930","6535","53356","4827","42130","4079","62937","3323","64482","10472","59187","5728","81279","6993","40911","20700","47312","4948","29501","6363","30277","13122","23156","6332","41950","23345","29361","10277","27702","9239","43049","12897","(X)","(X)","(X)","(X)","(X)","(X)","**"
