"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"9700000US2511130","Springfield School District, Massachusetts","56742","1808","58.1","3.0","20.8","1.7","N","N","N","N","N","N","16.2","2.3","N","N","36.1","2.9","41.1","2.8","3.7","1.0","36.1","2.1","40.3","2.3","19.9","1.9","34924","1833","53.1","3.5","46.9","3.5","46.4","4.0","41.5","3.7","12.1","3.0","21818","2287","52.2","5.2","46.5","5.0","5.7","2.2","47.8","5.2","38.6","5.4","9.2","2.8","28.6","(X)","30.6","(X)","24.3","(X)","31356","2236","35917","3811","28840","5722","9441","37092","14748","-","**","18122","6056","34336","23565","20021","3174","43588","4587","14587","3969","31930","4212","37323","6022","26181","3695","35890","3617","26542","2598","47215","9399","60070","10703","18459","5302","38522","11763","21237","2516","17669","4054","15668","2371","58458","17973","26289","6166","20460","5664","49880","12638","(X)","(X)","(X)","(X)","(X)","(X)","2136"
"9700000US2513230","Worcester School District, Massachusetts","67017","2565","77.4","2.3","9.5","1.4","N","N","N","N","N","N","N","N","4.4","1.3","17.2","2.0","66.2","2.5","5.7","1.5","38.1","3.1","38.1","2.8","18.1","2.0","39116","1937","51.5","3.7","48.5","3.7","54.1","4.2","35.1","4.2","10.8","2.6","27901","2739","55.6","4.3","44.8","4.2","10.7","2.9","44.4","4.3","35.8","4.7","8.7","2.5","30.2","(X)","29.9","(X)","28.8","(X)","43492","4494","46976","3880","40564","8799","14341","93077","60690","-","**","23062","10700","26756","5644","23981","5849","50906","3627","24964","11882","51783","6983","47801","5359","24951","2955","53090","4069","51119","7171","55200","6105","76597","4304","28927","5179","34988","9896","27237","4173","24597","6207","18773","5032","51630","18258","31214","4776","26427","5944","72775","21996","(X)","(X)","(X)","(X)","(X)","(X)","3940"
"9700000US2600015","Wayne-Westland Community School District, Michigan","34175","2071","76.4","3.4","18.3","3.0","N","N","N","N","N","N","N","N","N","N","N","N","74.7","3.4","3.6","1.3","34.6","3.4","40.8","3.3","21.0","3.1","20714","1512","47.3","5.1","52.7","5.1","59.6","4.8","31.3","4.6","9.1","2.7","13461","1582","52.8","5.8","43.2","6.5","9.6","4.4","47.2","5.8","36.0","5.8","11.2","4.1","28.1","(X)","26.6","(X)","29.6","(X)","41548","2910","43577","2879","31516","8455","N","48322","26848","-","**","-","**","38247","22192","61475","7144","43378","2781","29915","27159","42004","4580","51223","6974","30116","3930","51788","4864","51256","7262","52388","6272","64153","4638","27612","5960","53807","24229","27142","3109","21390","2256","20135","2336","34085","26940","35708","5050","31559","7068","60236","38483","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2602820","Ann Arbor Public Schools, Michigan","67959","2213","74.5","1.8","7.2","1.3","N","N","14.4","1.1","N","N","N","N","2.9","1.0","N","N","71.6","1.9","13.2","1.9","36.6","2.3","33.6","1.8","16.6","1.4","33853","1942","44.6","3.4","55.4","3.4","77.5","2.8","15.3","2.5","7.2","2.4","34106","2174","50.7","3.7","36.4","3.4","14.2","2.8","49.3","3.7","30.9","3.6","18.5","3.1","23.3","(X)","19.2","(X)","26.0","(X)","56123","3094","59026","4846","40295","12188","-","60518","9333","-","**","24468","11005","30504","23823","32343","14168","60751","4302","15950","4680","56882","5470","92856","7499","48767","8271","95158","4869","82019","10083","100474","6451","108106","6666","41849","12834","56237","19323","32732","2330","32489","2896","32056","2995","33684","8705","33257","5784","35248","10197","32343","6258","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2604260","Bay City School District, Michigan","29985","1315","95.6","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.0","1.7","3.0","1.3","31.1","2.9","39.8","2.7","26.1","2.4","18998","1175","N","N","N","N","N","N","N","N","N","N","10987","1094","52.9","5.4","46.2","5.6","6.7","2.8","47.1","5.4","38.7","5.9","8.4","3.5","32.1","(X)","29.4","(X)","36.5","(X)","43953","3573","44252","4008","43594","39687","34111","99350","82394","-","**","N","N","43008","25058","53139","10600","43258","3779","22922","18623","53111","4079","47890","7964","35541","4501","55069","3892","58384","4723","51453","6420","61032","5142","27470","5176","50109","9957","24955","2543","23990","3710","23077","3881","45000","22720","25889","3320","23785","4031","43232","19050","(X)","(X)","(X)","(X)","(X)","(X)","20797"
"9700000US2609570","Chippewa Valley Schools, Michigan","40589","1945","88.3","2.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87.9","2.6","4.2","1.7","27.2","4.0","41.9","3.7","26.6","2.8","28304","1853","N","N","N","N","N","N","N","N","N","N","12285","1612","64.3","7.9","57.2","8.1","7.1","4.3","35.7","7.9","28.7","6.6","7.0","4.6","23.1","(X)","25.4","(X)","17.0","(X)","62034","4549","60573","6689","68937","15772","-","83716","41469","-","**","-","**","71450","56588","N","N","60513","6813","26952","3979","79470","13261","76662","5590","37736","4357","75121","6789","90125","8593","67276","4600","88577","7859","35728","5971","43014","22008","34334","4337","29626","4532","26785","2600","92052","34277","45630","11260","50779","9956","35934","4943","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2611600","Dearborn City School District, Michigan","34766","1775","88.3","2.3","6.3","2.0","N","N","N","N","N","N","N","N","N","N","N","N","85.7","2.6","2.2","1.0","33.2","3.6","38.8","3.6","25.9","3.1","23096","1132","48.8","4.1","51.2","4.1","72.3","4.2","17.2","4.0","10.5","2.8","11670","1447","55.7","5.5","51.2","5.6","4.5","2.2","44.3","5.5","38.8","5.3","5.4","2.7","30.5","(X)","33.1","(X)","24.8","(X)","42224","4950","45586","5617","25340","5316","36535","42401","21876","-","**","68513","40038","32016","21895","41893","27470","45494","5538","35406","25218","44043","10212","54217","5532","32841","6055","52644","6939","46587","11970","57201","5623","58702","5103","31273","10789","30892","5497","28267","5345","23185","4872","20669","4217","78200","53183","34955","7634","29939","9062","98989","36667","(X)","(X)","(X)","(X)","(X)","(X)","15981"
"9700000US2612000","Detroit City School District, Michigan","253073","4212","12.7","0.8","82.9","0.7","N","N","N","N","N","N","1.5","0.3","1.6","0.3","5.1","0.5","9.6","0.7","4.2","0.6","31.8","1.1","40.3","0.9","23.7","0.8","145294","3174","45.0","1.6","55.0","1.6","37.3","1.7","52.6","1.8","10.1","1.2","107779","4304","52.0","1.7","47.6","1.8","4.5","0.9","48.0","1.7","41.6","1.5","6.3","0.8","41.3","(X)","46.8","(X)","32.2","(X)","23600","1186","27456","2408","22695","1165","26926","37831","20505","-","**","21134","3788","27129","7144","27593","4821","26391","2425","11942","1732","21033","1085","27480","1840","25744","1624","29272","1572","18962","1763","39197","1945","49288","2624","20183","1110","23768","4843","17248","986","16473","916","15656","983","28335","5332","19105","2479","16788","2293","26914","3123","(X)","(X)","(X)","(X)","(X)","(X)","9257"
"9700000US2614070","Farmington Public School District, Michigan","37607","1809","70.6","3.5","17.1","3.1","N","N","10.0","2.3","N","N","N","N","N","N","N","N","69.0","3.5","1.8","1.2","30.1","3.7","42.1","3.9","26.0","3.2","22798","1200","N","N","N","N","N","N","N","N","N","N","14809","1858","58.4","7.2","52.6","7.3","5.8","3.0","41.6","7.2","35.9","7.4","5.7","3.5","25.0","(X)","22.1","(X)","27.6","(X)","63108","4880","66094","6770","46366","7637","N","70253","16526","-","**","152757","145938","61013","24363","101480","31552","65403","6557","26258","23592","61885","6856","87588","6944","34147","13456","83216","4701","75102","5608","89092","7345","93703","10185","45104","8803","34325","41020","34768","3564","31278","4757","28138","7071","64581","42436","41431","18963","46910","21664","34894","10387","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2614520","Flint City School District, Michigan","41150","1941","42.4","2.8","54.7","2.7","N","N","N","N","N","N","N","N","N","N","N","N","39.5","2.8","5.3","1.6","31.4","2.9","41.4","3.2","21.9","2.2","21165","1393","N","N","N","N","N","N","N","N","N","N","19985","1903","49.8","4.5","43.0","4.7","6.9","2.9","50.2","4.5","40.0","4.7","10.1","3.3","38.0","(X)","41.3","(X)","32.6","(X)","27113","2244","32622","3015","19753","2141","5586","2,500-","***","-","**","65370","64895","23647","3997","25140","4299","34201","3164","18232","9881","24128","5492","29006","3930","30861","4310","32719","3875","18437","2240","44083","3465","50770","3313","19208","2007","23843","9029","21168","3847","20191","4144","19217","2990","24816","14607","22414","9842","16603","9796","29526","2507","(X)","(X)","(X)","(X)","(X)","(X)","3848"
"9700000US2616440","Grand Rapids Public Schools, Michigan","70319","2324","76.8","2.2","17.5","2.0","N","N","N","N","N","N","N","N","2.0","0.7","11.6","1.6","68.0","2.4","9.8","1.7","39.4","2.5","31.8","2.1","19.0","1.7","39201","1661","49.5","3.9","50.5","3.9","61.1","3.6","31.4","3.2","7.5","2.4","31118","2610","51.1","4.0","38.6","3.7","12.5","3.1","48.9","4.0","34.8","3.9","14.0","2.4","23.5","(X)","20.8","(X)","25.1","(X)","39168","2143","42879","2663","22447","7255","19500","N","N","-","**","30571","7843","33008","23235","28580","4909","45376","2381","23045","7239","41397","4966","48451","6701","34324","5131","46523","2418","32291","3882","55694","4420","60587","3880","22161","5041","38281","19780","30811","3425","27260","5305","21191","1957","45552","7134","35809","3720","28603","7444","51185","13605","(X)","(X)","(X)","(X)","(X)","(X)","17574"
"9700000US2619950","Kalamazoo Public School District, Michigan","44751","1858","74.0","3.0","18.8","2.8","N","N","N","N","N","N","N","N","N","N","N","N","71.5","2.9","16.8","2.6","32.8","2.9","30.9","2.8","19.6","2.0","21419","1789","N","N","N","N","N","N","N","N","N","N","23332","1886","54.4","4.9","41.3","4.8","13.0","3.5","45.6","4.9","32.3","4.5","13.4","3.2","21.8","(X)","21.2","(X)","20.1","(X)","32493","2996","37140","3959","17368","7729","26152","N","N","-","**","43449","10899","N","N","27130","27135","36989","3705","16592","4384","34581","4984","42440","4023","35928","5930","47376","3823","36079","10852","51008","6098","61465","5701","22240","7085","40540","21448","20395","3525","19575","3188","16684","2883","30224","10979","21767","10090","17772","6602","31541","11865","(X)","(X)","(X)","(X)","(X)","(X)","12779"
"9700000US2620340","Kentwood Public Schools, Michigan","26835","1509","68.3","4.6","22.0","4.2","N","N","N","N","N","N","N","N","N","N","N","N","64.1","4.4","9.7","3.3","38.1","5.0","33.9","4.3","18.3","2.8","18047","1404","N","N","N","N","N","N","N","N","N","N","8788","1150","54.1","8.0","43.6","7.4","10.5","5.6","45.9","8.0","38.2","8.0","7.7","3.6","28.6","(X)","28.2","(X)","26.4","(X)","44797","6044","51385","5402","30695","5456","61176","N","N","-","**","16020","1988","27701","9617","N","N","50658","5609","30358","28856","48357","7647","51052","12404","39057","9673","53134","6556","32494","18152","63830","5688","68595","10964","21023","3800","55851","24060","30928","4026","31167","3183","29160","2330","65522","10563","29386","12398","23164","9691","47500","16957","(X)","(X)","(X)","(X)","(X)","(X)","12814"
"9700000US2621150","Lansing Public School District, Michigan","50022","1897","69.5","2.2","20.8","2.2","N","N","N","N","N","N","N","N","N","N","8.2","1.2","64.9","2.2","10.6","1.9","38.6","3.0","33.6","2.5","17.2","1.9","26306","1714","50.3","3.8","49.7","3.8","56.7","3.6","32.0","3.2","11.3","2.8","23716","1786","55.7","4.5","41.1","4.4","14.6","3.4","44.3","4.5","31.1","4.5","13.2","3.5","25.1","(X)","25.7","(X)","23.0","(X)","34023","2196","38490","4468","24947","7381","28356","30822","28686","-","**","38287","30369","17540","4919","24250","8142","39943","5033","17842","3620","36862","5793","39348","8718","32496","5817","40227","4524","27596","5034","56618","6093","62799","4577","18733","4325","24517","9278","25958","2278","26103","2238","23655","3682","34356","13707","25666","4515","24511","3093","36372","25209","(X)","(X)","(X)","(X)","(X)","(X)","24825"
"9700000US2621840","Livonia Public Schools, Michigan","44022","1633","89.3","1.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.6","2.1","1.4","0.6","29.5","2.9","41.2","2.7","27.9","2.2","30163","1355","43.1","4.0","56.9","4.0","78.1","3.6","16.3","3.5","5.6","1.9","13859","1580","54.8","5.9","49.7","6.0","5.1","3.3","45.2","5.9","39.4","6.0","5.8","2.4","25.8","(X)","25.5","(X)","26.4","(X)","65179","4809","67079","3311","36292","8042","66707","100028","49154","-","**","77100","20798","90397","79288","51838","19659","67895","3244","41340","2145","72902","6340","79165","5507","42966","3186","77955","3945","83422","11130","75994","2597","89905","6862","45869","10042","60867","7493","34300","4040","31225","3226","29193","5636","72377","10967","40529","8671","35835","6057","85515","35764","(X)","(X)","(X)","(X)","(X)","(X)","39864"
"9700000US2621870","L'Anse Creuse Public Schools, Michigan","26125","1400","90.8","3.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.6","4.0","3.4","1.8","33.0","5.5","42.8","4.6","20.8","3.7","17554","1498","N","N","N","N","N","N","N","N","N","N","8571","1664","56.4","8.8","50.1","9.3","6.3","3.3","43.6","8.8","35.0","7.8","8.5","5.8","26.6","(X)","25.2","(X)","27.3","(X)","57623","4822","60362","7513","38147","19601","-","50377","44793","-","**","-","**","-","**","76197","29344","59573","7050","22283","34209","58058","6959","72684","7246","31042","14182","69523","9284","61409","13080","73676","9581","88372","7040","32159","14623","44625","21103","32508","9414","25500","4524","23730","4158","81085","25573","41181","6644","34908","11848","46888","48954","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2628560","Plymouth-Canton Community Schools, Michigan","42062","1701","84.9","2.2","4.8","1.2","N","N","8.4","1.6","N","N","N","N","N","N","N","N","83.5","2.1","1.8","0.8","32.5","2.9","43.8","2.8","21.9","2.5","30532","1322","N","N","N","N","N","N","N","N","N","N","11530","1386","53.7","6.1","48.3","6.3","5.4","2.8","46.3","6.1","37.5","6.3","8.8","4.4","23.7","(X)","23.1","(X)","25.4","(X)","83931","5782","82464","6313","56077","7186","105938","109551","11900","-","**","-","**","36276","21208","40489","34542","83388","6389","37947","7591","91646","8437","106756","6329","44947","5502","101766","4945","105687","5848","96084","5806","107416","4485","39021","14029","71215","18805","40854","4636","33365","6667","29704","4617","56281","16508","50210","4844","47101","7862","79735","20252","(X)","(X)","(X)","(X)","(X)","(X)","24556"
"9700000US2628740","Pontiac City School District, Michigan","31150","1507","51.4","3.7","42.6","3.8","N","N","N","N","N","N","N","N","N","N","N","N","44.9","3.8","7.5","2.1","33.2","4.4","39.7","4.4","19.5","2.9","17893","1382","N","N","N","N","N","N","N","N","N","N","13257","1701","52.9","5.8","44.4","5.9","8.5","3.4","47.1","5.8","40.8","6.4","6.3","2.8","34.3","(X)","35.2","(X)","31.8","(X)","31412","2293","38173","4215","23897","4184","47530","90640","25083","-","**","38750","14070","16077","6782","30078","10243","39561","4124","17462","6225","26754","7366","40453","3899","32517","3859","40425","4865","27376","6969","52237","4361","56219","5266","22013","3305","39762","16329","22535","2809","23610","3379","21663","2247","48782","17611","20498","8444","17232","7234","42391","30010","(X)","(X)","(X)","(X)","(X)","(X)","16402"
"9700000US2628830","Port Huron Area School District, Michigan","27731","1182","91.9","2.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.4","2.3","4.9","1.9","28.1","3.1","42.4","3.0","24.6","2.3","18398","1174","N","N","N","N","N","N","N","N","N","N","9333","1162","52.7","7.3","51.1","7.4","1.7","1.3","47.3","7.3","33.8","6.5","13.4","4.9","26.7","(X)","28.8","(X)","21.4","(X)","36968","2673","38947","3001","14801","2988","N","-","**","-","**","-","**","32884","17146","N","N","38613","2953","23734","6567","38049","5739","45071","9429","29775","3061","44457","5612","38446","13542","47631","7790","62328","4290","18735","4025","26637","10279","21330","4486","16681","4587","15734","4226","72581","123367","27422","8046","24630","9860","36469","14979","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2629940","Rochester Community School District, Michigan","34722","1410","86.8","2.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84.7","2.9","1.1","0.7","31.7","4.1","44.0","3.6","23.2","3.1","24658","1220","N","N","N","N","N","N","N","N","N","N","10064","1286","62.0","7.1","56.6","6.8","5.4","3.4","38.0","7.1","30.5","6.3","7.5","4.7","23.3","(X)","20.9","(X)","29.1","(X)","87304","4251","87269","4346","N","N","-","91250","10894","-","**","-","**","123490","104420","94117","40593","87048","4458","47783","25028","88958","10479","111433","11324","57560","12463","103822","11975","114093","17361","101310","6745","114418","8410","46263","12459","76333","46079","43766","7373","36607","6461","36255","6303","44127","66254","64946","10769","59026","20570","88910","20803","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2632310","Southfield Public School District, Michigan","30637","1747","27.5","3.1","67.5","3.5","N","N","N","N","N","N","N","N","N","N","N","N","27.0","3.1","3.8","2.0","29.2","3.4","38.0","3.7","29.0","3.2","16921","1083","35.2","5.2","64.8","5.2","60.2","4.9","31.6","4.9","8.2","3.5","13716","1652","62.4","6.9","58.5","6.7","3.9","1.7","37.6","6.9","29.9","6.3","7.7","3.2","28.8","(X)","31.8","(X)","24.9","(X)","45414","2291","50107","10256","43838","2773","N","56535","38493","-","**","56765","22329","50683","30495","57330","42280","49157","10834","13048","15736","43854","4751","57325","12896","37083","10589","63105","8470","49809","8687","71203","5172","82178","9370","32360","9740","71638","8298","31128","2086","29059","4767","27261","5833","47342","43685","35344","5781","32045","4684","46982","34577","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2633540","Taylor School District, Michigan","24867","1331","83.0","3.2","14.8","3.2","N","N","N","N","N","N","N","N","N","N","N","N","79.9","3.3","5.0","2.2","30.5","4.2","39.9","4.1","24.5","3.1","15942","821","N","N","N","N","N","N","N","N","N","N","8925","1253","55.9","7.3","46.8","7.2","9.1","4.8","44.1","7.3","36.4","7.1","7.7","3.3","34.5","(X)","34.9","(X)","30.4","(X)","39001","2533","41908","4534","28172","8837","-","51042","21580","-","**","-","**","37742","31603","35625","14171","42562","4572","8558","12966","39063","5615","50571","4011","32662","6215","48609","5033","26918","10354","53996","2865","55785","4961","18591","10856","40104","16200","28701","3691","24465","4733","22034","2808","31640","9206","37658","10613","30032","5510","72135","43413","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2633870","Traverse City Area Public Schools, Michigan","33236","1710","96.2","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.8","1.9","2.3","1.4","28.4","2.7","43.0","2.5","26.3","2.4","20750","1759","N","N","N","N","N","N","N","N","N","N","12486","1447","57.3","5.8","49.9","5.3","7.3","3.0","42.7","5.8","35.9","5.8","6.8","3.6","27.1","(X)","25.3","(X)","28.9","(X)","51883","3310","53047","3791","-","**","47799","63816","13121","-","**","N","N","24343","23879","41509","30484","53244","3851","16049","12308","49606","15232","57146","7765","44497","10574","64786","2624","60438","12435","66204","3527","69465","3956","32713","8945","55625","37751","27340","7658","26011","4873","22443","4160","51743","5733","35722","16676","23261","15469","63845","12470","(X)","(X)","(X)","(X)","(X)","(X)","7874"
"9700000US2634260","Troy School District, Michigan","23687","1170","75.8","3.2","N","N","N","N","19.0","2.9","N","N","N","N","N","N","N","N","74.4","3.1","1.8","1.4","31.3","4.1","43.7","4.1","23.2","3.0","17336","924","N","N","N","N","N","N","N","N","N","N","6351","1069","53.8","9.2","47.9","8.3","5.9","4.0","46.2","9.2","40.3","8.9","5.8","4.0","23.1","(X)","22.2","(X)","24.8","(X)","86399","4838","82380","8252","72656","37961","-","102092","9927","-","**","-","**","N","N","N","N","82375","8027","47237","83144","93136","5565","102653","9917","52336","6527","97111","6157","106345","8472","89304","9125","105020","7169","51135","12185","34965","59601","46018","7634","40714","9311","38955","8809","66378","52906","59402","21843","62683","21976","45987","57741","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2634470","Utica Community Schools, Michigan","68140","2128","91.2","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.6","1.7","1.8","0.8","30.9","2.5","44.1","2.8","23.2","1.9","48114","1879","45.1","3.7","54.9","3.7","81.1","2.8","12.4","2.5","6.5","1.6","20026","1962","52.9","5.4","48.8","5.7","4.0","1.8","47.1","5.4","39.9","5.4","7.2","2.7","26.7","(X)","25.7","(X)","29.0","(X)","64644","3460","63020","3125","76130","5516","57813","85099","17250","-","**","N","N","N","N","N","N","63504","3201","32803","21489","73516","9033","80562","6583","39355","2187","78881","4176","78984","5991","78795","5213","87633","5595","39760","7089","52500","10507","35510","3998","27390","2549","26764","3126","37083","50046","52108","14486","46118","9673","69864","37738","(X)","(X)","(X)","(X)","(X)","(X)","41355"
"9700000US2635160","Walled Lake Consolidated Schools, Michigan","43090","1742","85.2","3.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83.6","3.2","3.7","1.4","30.5","3.3","43.3","3.3","22.6","2.3","26875","1446","N","N","N","N","N","N","N","N","N","N","16215","1778","53.2","6.2","47.1","6.6","6.1","3.4","46.8","6.2","39.0","6.3","7.8","3.4","27.1","(X)","26.6","(X)","27.8","(X)","67065","4597","66357","5395","68867","24482","-","77939","62242","-","**","N","N","118348","51750","82532","38573","66291","5490","38980","15713","79557","14067","83153","8355","45099","9079","88681","10545","95464","13488","83758","9546","100248","8688","53198","11893","74306","51012","39586","4640","33929","7956","29921","5033","64781","87877","44886","11364","47057","12648","39342","11859","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2635190","Warren Consolidated Schools, Michigan","43903","1993","84.7","2.2","7.5","2.0","N","N","6.1","1.4","N","N","N","N","N","N","N","N","83.5","2.3","2.6","1.0","27.0","2.3","41.1","3.0","29.3","2.2","29615","1760","36.6","3.3","63.4","3.3","75.9","3.6","17.5","2.9","6.6","2.0","14288","1597","59.3","5.8","53.7","5.5","5.5","3.7","40.7","5.8","36.0","5.6","4.8","3.3","25.1","(X)","25.1","(X)","24.5","(X)","50348","4299","50888","4137","40394","14398","-","57423","19019","-","**","-","**","50386","19577","78018","15972","50342","4133","32364","27335","52402","9318","65808","4858","32844","2310","61177","3957","61186","8730","61172","4713","65628","3480","48653","12179","40531","10574","30410","3791","24555","2947","22559","2352","53608","1752","40350","8789","35759","10034","47172","20952","(X)","(X)","(X)","(X)","(X)","(X)","**"
"9700000US2635310","Waterford School District, Michigan","32180","1268","89.6","2.6","6.8","2.2","N","N","N","N","N","N","N","N","N","N","N","N","85.2","2.9","3.8","1.6","32.1","3.5","42.2","3.5","22.0","2.2","21047","1210","41.8","4.3","58.2","4.3","68.3","4.7","22.9","4.2","8.8","3.1","11133","1286","47.4","6.0","41.5","5.9","5.9","2.3","52.6","6.0","39.9","6.2","12.6","5.2","28.3","(X)","25.8","(X)","28.3","(X)","52040","3979","54255","4571","37600","15364","N","N","N","-","**","-","**","N","N","N","N","55027","4558","12079","10745","55208","8387","64034","4832","43090","5979","62032","4777","57147","7984","65512","7116","78517","5874","27719","8523","40209","7704","34994","6258","32044","5025","30490","4685","52276","28333","38611","11676","27166","12048","56390","15116","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2703180","Anoka-Hennepin Public School District, Minnesota","81872","2097","90.8","1.2","4.9","1.1","N","N","N","N","N","N","N","N","N","N","N","N","89.6","1.3","1.7","0.6","39.0","2.0","41.5","1.8","17.8","1.5","58873","1897","48.5","2.6","51.5","2.6","78.8","2.2","13.6","1.6","7.6","1.6","22999","1953","52.6","4.4","43.0","4.1","9.6","2.5","47.4","4.4","33.8","4.2","13.6","3.6","22.7","(X)","22.5","(X)","21.9","(X)","72430","3980","75325","3112","39699","8437","92070","70370","29924","-","**","36104","8639","N","N","65487","22477","75475","2789","43924","10879","76718","3750","87409","5743","42976","2677","84712","3200","86796","4453","82854","3638","93382","2581","44021","6030","60683","15422","43015","3406","39756","4304","34000","4727","75716","15155","47744","5997","40949","5776","85703","37397","(X)","(X)","(X)","(X)","(X)","(X)","65913"
"9700000US2705790","Bloomington Public School District, Minnesota","36395","1364","85.4","2.7","7.6","2.3","N","N","N","N","N","N","N","N","N","N","N","N","82.6","2.7","1.3","0.8","30.4","3.4","40.2","3.6","28.1","2.9","21593","1095","N","N","N","N","N","N","N","N","N","N","14802","1569","59.5","5.2","48.5","5.1","11.0","3.8","40.5","5.2","34.7","5.5","5.8","2.4","21.1","(X)","20.8","(X)","21.4","(X)","58335","3437","61735","3168","32821","10023","N","N","N","-","**","38050","14576","46608","26518","39365","8657","62290","3848","31250","38562","55654","8317","69823","5922","47778","6495","75225","5456","75988","11125","74226","8083","87460","4299","38881","18432","51941","24585","38971","3552","37906","4364","36259","1998","72411","5686","39948","5645","38767","5247","57404","16140","(X)","(X)","(X)","(X)","(X)","(X)","N"
"9700000US2707290","Burnsville Public School District, Minnesota","26026","1422","81.9","4.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","79.9","4.2","3.5","1.6","38.5","4.0","41.4","3.7","16.5","2.6","16301","1182","N","N","N","N","N","N","N","N","N","N","9725","1329","54.0","6.3","43.2","6.7","10.8","4.7","46.0","6.3","35.4","6.3","10.6","4.3","16.9","(X)","16.1","(X)","16.9","(X)","64708","7308","71247","6070","51644","6548","N","49651","13704","-","**","165675","103957","26941","17182","N","N","72006","6316","25956","9457","71678","8834","74516","14439","49512","4419","80840","8589","74018","16062","82990","11947","90345","6082","31008","10689","42437","35832","46330","4781","39733","7599","32457","6134","82190","9622","52060","10387","51477","9714","58655","42516","(X)","(X)","(X)","(X)","(X)","(X)","N"
