STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
NJ,EAST ORANGE CITY SCHOOL DISTRICT,16,261911,14511,4064,3109,5799,1539,224786,166544,6918,1183,50141,22614,0,0,20647,0,0,525,1442,265701,251409,132737,58179,139814,78500,32665,95249,29296,13781,2221,13328,36623,16346,885,9993,3414,47526,4410,5690,100.0,5.5,1.6,85.8,63.6,8.6,7.9,0.0,0.2,21427.0,12936.0,5670.0,11516.0,7650.0,3183,9283.0,2855,1343,216,1299,Middle Atlantic,Northeast,53683
NJ,BAYONNE CITY SCHOOL DISTRICT,16,146626,9928,2855,2675,3589,809,70708,46701,5977,65,17965,65990,0,0,61174,0,0,1103,3713,154545,149498,87913,36649,99848,64384,25451,43674,9446,1736,2676,7249,22567,5976,2117,284,2646,73637,0,6363,100.0,6.8,1.9,48.2,31.9,45.0,41.7,0.0,0.8,14850.0,9001.0,3752.0,9860.0,6592.0,2606,4472.0,967,178,274,742,Middle Atlantic,Northeast,81979
NJ,EDISON TOWNSHIP SCHOOL DISTRICT,16,278463,7594,1188,3543,2240,623,46394,3676,11870,830,30018,224475,0,0,204367,0,250,3927,15931,282030,244267,141494,59384,160833,102139,41589,77787,22626,5476,3463,10142,36080,5647,35545,2040,178,6930,0,1605,100.0,2.7,0.4,16.7,1.3,80.6,73.4,0.1,1.4,15249.0,9306.0,3906.0,9826.0,6718.0,2735,5116.0,1488,360,228,667,Middle Atlantic,Northeast,111311
NJ,CLIFTON CITY SCHOOL DISTRICT,16,189389,12674,2728,2822,3023,4101,44958,17685,7129,486,19658,131757,128336,128336,0,0,289,1867,1265,187831,172235,96137,49461,111938,65361,32575,54668,19385,3915,2625,9273,19470,5629,5327,9896,373,9217,0,2295,100.0,6.7,1.4,23.7,9.3,69.6,67.8,0.2,1.0,14768.0,8722.0,4487.0,9359.0,5930.0,2955,4960.0,1759,355,238,841,Middle Atlantic,Northeast,89100
NJ,ELIZABETH CITY SCHOOL DISTRICT,16,566722,37005,9511,6334,16838,4322,462415,308295,15352,2977,135791,67302,59813,59813,0,0,0,2079,5410,542135,514560,286245,137689,301538,186716,85656,184319,58209,10191,8227,18390,89302,28703,1822,25753,0,0,0,0,100.0,6.5,1.7,81.6,54.4,11.9,10.6,0.0,0.4,18058.0,10448.0,5026.0,10695.0,6815.0,3127,6728.0,2125,372,300,671,Middle Atlantic,Northeast,54344
NM,GALLUP-MCKINLEY COUNTY SCHOOLS,16,152132,60483,8193,2675,190,49425,78388,64807,0,5157,8424,13261,8438,8438,0,0,0,1916,2907,142484,124452,72817,23728,67196,47972,15515,50074,11706,3597,1650,7129,25992,7182,16340,143,1549,49335,7750,6230,100.0,39.8,5.4,51.5,42.6,8.7,5.5,0.0,1.3,10649.0,6231.0,2030.0,5750.0,4105.0,1328,4285.0,1002,308,141,610,Mountain,West,43832
NM,RIO RANCHO PUBLIC SCHOOLS,16,168312,8282,2199,3860,0,2223,126080,118552,60,3005,4463,33950,22763,22763,0,163,0,8371,2653,155879,141322,88164,29715,83293,59560,20209,51281,14405,2422,3895,7272,23287,6748,10783,14,3760,121905,69895,72195,100.0,4.9,1.3,74.9,70.4,20.2,13.5,0.1,5.0,8207.0,5121.0,1726.0,4838.0,3460.0,1174,2979.0,837,141,226,422,Mountain,West,75539
NY,LONGWOOD CENTRAL SCHOOL DISTRICT,16,231860,7278,995,2400,2931,952,108773,62557,20930,0,25286,115809,110583,110583,0,149,503,1430,3144,242395,217037,125913,57838,149542,94257,43652,63121,9496,4961,3375,12886,32403,4374,18932,574,5852,77630,21620,10075,100.0,3.1,0.4,46.9,27.0,49.9,47.7,0.3,0.6,23328.0,13805.0,6341.0,15936.0,10334.0,4786,6920.0,1041,544,370,1413,Middle Atlantic,Northeast,94419
NY,ITHACA CITY SCHOOL DISTRICT,16,126111,4428,911,1278,1384,855,36346,17205,5506,0,13635,85337,75960,75960,0,1330,86,1404,6557,118532,108219,62200,33063,66943,40720,22096,38863,4891,3475,2764,5579,22154,2413,5188,281,4844,71365,23365,22545,100.0,3.5,0.7,28.8,13.6,67.7,60.2,1.1,1.1,19895.0,11613.0,6173.0,12216.0,7603.0,4125,7256.0,913,649,516,1042,Middle Atlantic,Northeast,68622
NC,BUNCOMBE COUNTY SCHOOLS,16,237060,25031,6997,4769,8776,4489,137443,136523,0,0,920,74586,0,0,67099,0,0,3641,3846,260639,222146,144329,48675,136552,96832,31880,73276,12168,11243,1746,14122,33997,12318,31086,1151,6256,146855,0,9547,100.0,10.6,3.0,58.0,57.6,31.5,28.3,0.0,1.5,9044.0,5876.0,1982.0,5559.0,3942.0,1298,2983.0,495,458,71,575,South Atlantic,South,68482
NC,CALDWELL COUNTY SCHOOLS,16,111668,12322,3161,2632,4645,1884,75983,72929,0,0,3054,23363,0,0,16348,0,0,3131,3884,116136,108810,70067,23558,70436,49251,16522,30529,5656,4070,1350,6747,12706,7845,6415,163,748,17097,0,1612,100.0,11.0,2.8,68.0,65.3,20.9,14.6,0.0,2.8,8834.0,5749.0,1933.0,5780.0,4041.0,1356,2505.0,464,334,111,554,South Atlantic,South,50001
NC,IREDELL-STATESVILLE SCHOOLS,16,181329,20658,3935,4286,5026,7411,110184,107545,0,0,2639,50487,0,0,38606,0,0,6545,5336,188304,165425,104934,36095,98899,68946,22929,56216,8306,8368,1085,10547,27910,10310,14055,1660,7164,199216,36825,16705,100.0,11.4,2.2,60.8,59.3,27.8,21.3,0.0,3.6,7850.0,5017.0,1726.0,4727.0,3296.0,1096,2688.0,397,400,52,504,South Atlantic,South,80717
NC,CHARLOTTE-MECKLENBURG SCHOOLS,16,1389280,146058,45987,29782,51195,19094,766688,754234,0,0,12454,476534,0,0,416315,0,0,27949,32270,1481685,1288808,817295,259580,827917,564183,178058,387664,53157,34780,12815,76096,210816,73227,141007,6960,44910,1009304,0,113441,100.0,10.5,3.3,55.2,54.3,34.3,30.0,0.0,2.0,8732.0,5590.0,1775.0,5662.0,3859.0,1218,2651.0,364,238,88,520,South Atlantic,South,89684
NC,RUTHERFORD COUNTY SCHOOLS,16,80685,12271,2912,271,3931,5157,53387,51432,0,0,1955,15027,0,0,13370,0,0,735,922,80580,78959,48727,17208,46716,31891,10991,27441,4140,4051,696,5034,13520,4802,341,135,1145,25486,0,3148,100.0,15.2,3.6,66.2,63.7,18.6,16.6,0.0,0.9,9259.0,5714.0,2018.0,5479.0,3740.0,1289,3218.0,486,475,82,590,South Atlantic,South,46400
NC,WAKE COUNTY SCHOOLS,16,1380356,109144,26914,31734,30191,20305,838578,837690,0,0,888,432634,0,0,386000,0,0,33777,12857,1686851,1344057,881222,289251,882420,637073,205106,405401,69827,44280,6966,83361,200967,56236,272646,5493,64655,1483168,1301,134510,100.0,7.9,1.9,60.8,60.7,31.3,28.0,0.0,2.4,8449.0,5583.0,1833.0,5591.0,4036.0,1299,2568.0,442,281,44,528,South Atlantic,South,100576
NC,WILKES COUNTY SCHOOLS,16,90398,12828,2716,3206,5071,1835,60090,57171,0,0,2919,17480,0,0,13262,0,0,1034,3184,92244,87485,55691,19234,52910,36697,12626,28498,4399,4834,979,5387,12899,6077,2645,766,1348,29970,24425,28165,100.0,14.2,3.0,66.5,63.2,19.3,14.7,0.0,1.1,8737.0,5562.0,1921.0,5284.0,3665.0,1261,2846.0,439,483,98,538,South Atlantic,South,51346
NC,WILSON COUNTY SCHOOLS,16,107842,14862,4379,2629,5388,2466,68413,67425,0,0,988,24567,0,0,20074,0,0,1642,2851,107826,102977,64133,21497,61503,43178,14374,33562,4071,5547,1848,6664,15432,7912,3768,295,786,16359,14495,17778,100.0,13.8,4.1,63.4,62.5,22.8,18.6,0.0,1.5,8323.0,5232.0,1754.0,5017.0,3522.0,1173,2738.0,332,452,151,544,South Atlantic,South,60107
OH,DUBLIN CITY SCHOOL DISTRICT,16,232376,4961,1101,2089,1413,358,39308,36322,0,0,2986,188107,176088,176088,0,17,496,7352,4154,207605,191362,119755,41496,123013,86924,28625,62878,11861,6782,5110,9690,29435,5471,10127,258,5858,141776,21390,34700,100.0,2.1,0.5,16.9,15.6,80.9,75.8,0.2,3.2,12341.0,7760.0,2689.0,7969.0,5633.0,1855,4075.0,769,439,331,628,East North Central,Midwest,122989
OH,TOLEDO CITY SCHOOL DISTRICT,16,349590,54632,15267,5779,10694,22892,172551,153221,0,0,19330,122407,108235,107594,0,0,2039,6572,5561,414738,395975,174074,85315,245096,103271,47031,120917,17943,14788,4006,16832,67348,29962,10471,1460,6832,134031,21920,27175,100.0,15.6,4.4,49.4,43.8,35.0,31.0,0.6,1.9,13502.0,7893.0,3869.0,7248.0,4683.0,2133,5483.0,814,671,182,763,East North Central,Midwest,44671
PA,LANCASTER SCHOOL DISTRICT,16,199086,20866,5399,0,6625,8842,95940,56456,9352,1293,28839,82280,74702,66662,0,0,4440,714,2424,193735,176256,77290,50073,114008,56047,37101,53277,11801,7771,3083,7487,23135,8971,3183,8246,6050,126454,0,6445,100.0,10.5,2.7,48.2,28.4,41.3,37.5,2.2,0.4,15140.0,6931.0,4490.0,9740.0,5026.0,3327,4778.0,1058,697,276,671,Middle Atlantic,Northeast,56821
SC,AIKEN COUNTY SCHOOL DISTRICT,16,264817,23104,7825,5654,7378,2247,138279,32728,6966,1235,97350,103434,91987,74686,0,6844,6,1532,3065,255574,221769,134210,49693,131537,87662,31223,80123,14968,13583,3305,14435,33832,10109,30739,556,2510,125012,107148,17023,100.0,8.7,3.0,52.2,12.4,39.1,34.7,2.6,0.6,8761.0,5412.0,2004.0,5144.0,3535.0,1259,3231.0,604,548,133,582,South Atlantic,South,61021
SC,CHARLESTON COUNTY SCHOOL DISTRICT,16,763748,71926,18158,10812,18457,24499,226262,33766,7504,1720,183272,465560,400454,304804,0,32177,0,14159,18770,749656,592253,305040,108031,326407,195357,69233,228135,39309,39123,7254,39104,103345,37711,126141,2871,28391,1607633,0,29639,100.0,9.4,2.4,29.6,4.4,61.0,52.4,4.2,1.9,11408.0,6344.0,2247.0,6083.0,4063.0,1440,4745.0,818,814,151,813,South Atlantic,South,85601
SC,DARLINGTON COUNTY SCHOOL DISTRICT,16,120956,14746,4030,2909,5339,2468,58409,13487,3846,744,40332,47801,34864,34864,0,2167,0,2832,7938,118753,108011,58628,22381,53389,36314,13434,46198,7508,6160,764,6839,24927,8424,7182,2830,730,33924,5000,9401,100.0,12.2,3.3,48.3,11.2,39.5,28.8,1.8,2.3,10431.0,5679.0,2168.0,5172.0,3518.0,1301,4475.0,727,597,74,663,South Atlantic,South,53488
SC,GREENVILLE COUNTY SCHOOL DISTRICT,16,855902,72818,25419,15853,23153,8393,428494,104685,21676,3061,299072,354590,264091,264091,0,34504,138,35303,20554,785835,713546,411623,151927,409001,262245,95057,254377,51031,36492,2248,44968,119638,50168,29038,1170,42081,1791855,6558,33080,100.0,8.5,3.0,50.1,12.2,41.4,30.9,4.0,4.1,8978.0,5394.0,1991.0,5018.0,3436.0,1246,3333.0,669,478,29,589,South Atlantic,South,75562
SC,HORRY COUNTY SCHOOL DISTRICT,16,543802,42444,14500,9301,15036,3607,207312,43888,11039,2141,150244,294046,262231,203939,0,8321,0,13488,10006,543998,453545,266222,100085,266777,177494,63468,163779,37173,22742,1823,24171,77870,22989,75810,1381,13262,940095,238893,21976,100.0,7.8,2.7,38.1,8.1,54.1,48.2,1.5,2.5,10294.0,6164.0,2317.0,6015.0,4110.0,1470,3792.0,861,527,42,560,South Atlantic,South,61572
SC,LANCASTER COUNTY SCHOOL DISTRICT,16,139395,13529,3107,2458,3848,4116,71450,16227,5476,576,49171,54416,41475,41475,0,4684,16,5050,3191,132149,118843,68178,25928,66575,44837,16052,43937,9573,7213,1165,8104,17882,8331,9960,243,3103,202466,16061,17750,100.0,9.7,2.2,51.3,11.6,39.0,29.8,3.4,3.6,9248.0,5400.0,2054.0,5220.0,3551.0,1271,3480.0,758,571,92,642,South Atlantic,South,77045
SC,OCONEE COUNTY SCHOOL DISTRICT,16,133613,10594,2701,2712,3633,1548,54976,8132,3147,690,43007,68043,57191,57191,0,4329,0,3942,2581,134542,115569,67820,25212,64430,44471,15888,45095,9943,6974,555,7827,19796,6044,16762,342,1869,108041,19121,18612,100.0,7.9,2.0,41.1,6.1,50.9,42.8,3.2,3.0,11010.0,6474.0,2407.0,6150.0,4245.0,1517,4305.0,949,666,53,747,South Atlantic,South,64615
SD,SIOUX FALLS SCHOOL DISTRICT 49-5,16,230640,23125,6093,5128,5968,5936,77231,57923,16543,0,2765,130284,110609,108686,0,0,502,11680,7493,240887,207107,128597,41035,126115,84943,27288,63975,9756,7778,4708,11096,30637,17017,27367,1051,5362,137650,13450,6010,100.0,10.0,2.6,33.5,25.1,56.5,48.0,0.2,5.1,8436.0,5330.0,1701.0,5166.0,3520.0,1131,2651.0,404,322,195,460,West North Central,Midwest,73402
UT,CACHE SCHOOL DISTRICT,16,133741,8043,1124,2725,2856,1338,83129,47117,7991,3717,24304,42569,35090,35090,0,0,1315,4993,1171,178257,114384,64911,29772,73942,46090,20492,33967,3162,6307,572,6251,17675,6475,57537,0,6336,189335,49659,14983,100.0,6.0,0.8,62.2,35.2,31.8,26.2,1.0,3.7,6619.0,3756.0,1723.0,4279.0,2667.0,1186,1965.0,183,365,33,362,Mountain,West,89999
UT,GRANITE SCHOOL DISTRICT,16,557620,62079,14342,11924,23182,12631,294401,175370,30494,4513,84024,201140,171539,171539,0,0,2860,18825,7916,537280,491807,284476,140450,317673,195938,97590,144516,20865,15927,3440,31187,73097,29618,37063,61,8349,191489,75400,76896,100.0,11.1,2.6,52.8,31.4,36.1,30.8,0.5,3.4,6999.0,4058.0,2004.0,4532.0,2795.0,1392,2062.0,298,227,49,445,Mountain,West,80364
UT,CANYONS SCHOOL DISTRICT,16,322832,18454,2907,6488,6351,2708,131018,77965,14672,3911,34470,173360,150241,150241,0,0,1,15600,7518,330558,258801,148772,63311,151750,92212,40457,94249,10914,15937,2391,18314,46693,12802,57343,1497,12917,312442,0,18325,100.0,5.7,0.9,40.6,24.2,53.7,46.5,0.0,4.8,7504.0,4322.0,1839.0,4408.0,2679.0,1175,2738.0,317,463,69,532,Mountain,West,110180
VA,ARLINGTON COUNTY PUBLIC SCHOOLS,16,566112,13774,2340,4659,4841,1934,63675,45888,4343,0,13444,488663,0,0,467009,0,1813,17128,2713,553468,478567,323485,105644,286714,209354,68206,159086,26364,34956,13472,23583,60711,32767,58628,941,15332,392555,42296,29199,100.0,2.4,0.4,11.2,8.1,86.3,82.5,0.3,3.0,17927.0,12754.0,4165.0,11301.0,8254.0,2689,6272.0,1039,1378,531,930,South Atlantic,South,143507
WI,MADISON METROPOLITAN SCHOOL DISTRICT,16,416785,27687,6259,5356,7770,8302,135978,52465,19021,232,64260,253120,234189,234189,0,0,2239,9403,7289,423037,382157,231834,100727,216583,145772,63391,138309,27256,25349,5159,19417,61128,27265,25798,12427,2655,93163,53490,19312,100.0,6.6,1.5,32.6,12.6,60.7,56.2,0.5,2.3,13492.0,8551.0,3715.0,7985.0,5377.0,2338,5101.0,1005,935,190,716,East North Central,Midwest,77329
WI,EAU CLAIRE AREA SCHOOL DISTRICT,16,140368,8188,1784,2037,2145,2222,75765,56427,4579,267,14492,56415,47258,47258,0,9,1944,2823,4381,136294,123687,63206,35327,72327,43995,25242,45964,5918,5428,1864,5901,26853,5396,3508,7323,1776,47895,0,3635,100.0,5.8,1.3,54.0,40.2,40.2,33.7,1.4,2.0,10901.0,5634.0,3149.0,6403.0,3921.0,2250,4097.0,527,484,166,526,East North Central,Midwest,65891
WI,WEST ALLIS SCHOOL DISTRICT,16,123364,10144,2071,2053,3262,2758,66302,49070,3290,24,13918,46918,33951,33951,0,194,8853,2965,955,118587,107791,60098,27985,59761,40706,16475,40880,3764,7147,1864,5838,22267,7150,5392,4510,894,17225,3000,5044,100.0,8.2,1.7,53.7,39.8,38.0,27.5,7.3,2.4,10957.0,6296.0,2932.0,6218.0,4265.0,1726,4283.0,394,749,195,612,East North Central,Midwest,56992
WI,APPLETON AREA SCHOOL DISTRICT,16,192640,12173,2231,2567,3275,4100,108428,84119,6740,109,17460,72039,56169,56169,0,260,10013,2908,2689,181817,171006,92270,40381,102852,68289,27204,61679,8524,9198,2158,8612,33187,6475,3811,5512,1488,45115,0,3435,100.0,6.3,1.2,56.3,43.7,37.4,29.2,5.3,1.5,10347.0,5650.0,2473.0,6257.0,4182.0,1666,3777.0,522,563,132,527,East North Central,Midwest,76913
WI,WAUKESHA SCHOOL DISTRICT,16,159795,8702,1553,3070,2007,2072,75775,50557,6154,164,18900,75318,65849,65849,0,0,5209,3524,736,164290,142564,86008,31285,83473,61265,19947,55702,7056,8128,2418,8687,29413,3389,13622,7748,356,8957,0,1761,100.0,5.4,1.0,47.4,31.6,47.1,41.2,3.3,2.2,10802.0,6543.0,2380.0,6312.0,4661.0,1517,4238.0,537,618,184,661,East North Central,Midwest,83321
WI,OSHKOSH AREA SCHOOL DISTRICT,16,123819,8157,1744,1874,1929,2610,70836,53386,6006,151,11293,44826,38206,38206,0,1514,1037,2415,1654,129772,113547,63312,31167,71763,45898,22486,36676,6153,5493,1256,5955,17819,5108,12154,2496,1575,45988,0,3870,100.0,6.6,1.4,57.2,43.1,36.2,30.9,2.1,2.0,11301.0,6411.0,3156.0,7237.0,4647.0,2277,3714.0,623,556,127,603,East North Central,Midwest,63832
AL,BALDWIN COUNTY SCHOOL DISTRICT,17,363148,24673,6769,6287,8125,3492,156755,133128,0,12252,11375,181720,51119,50931,0,102951,0,14435,13215,322157,288832,163560,64913,166157,108095,41421,102546,18622,11292,3856,18874,49902,20129,25029,277,8019,440321,35684,7563,100.0,6.8,1.9,43.2,36.7,50.0,14.1,28.3,4.0,9069.0,5231.0,2076.0,5312.0,3457.0,1325,3280.0,596,361,123,604,East South Central,South,79120
FL,CLAY COUNTY SCHOOL DISTRICT,17,18587,2062,542,490,770,260,13098,10530,0,1540,1028,3427,1338,1333,0,673,0,866,550,18028,17671,9944,4235,10264,6743,2598,5676,910,435,427,969,2935,1731,57,35,265,4389,0,485,100.0,11.1,2.9,70.5,56.7,18.4,7.2,3.6,4.7,8901.0,5136.0,2188.0,5296.0,3483.0,1342,2932.0,470,225,221,501,South Atlantic,South,73136
FL,CLAY COUNTY SCHOOL DISTRICT,17,333043,28052,4894,8365,9764,5029,211408,99835,39556,5562,66455,93583,70206,66839,0,0,0,13924,9453,315511,299165,189652,46626,193898,129110,31384,89632,14339,17831,2039,14662,40761,15635,14346,0,2000,47377,0,3959,100.0,8.4,1.5,63.5,30.0,28.1,21.1,0.0,4.2,8050.0,5119.0,1258.0,5233.0,3485.0,847,2419.0,387,481,55,396,South Atlantic,South,73136
AL,CULLMAN COUNTY SCHOOL DISTRICT,17,98073,8828,2390,2016,3953,469,60767,51963,0,4483,4321,28478,7293,7268,0,11254,0,5143,4788,97545,92979,51359,20708,52840,33429,12647,32119,5795,4003,1307,6248,14766,8020,3783,58,725,14511,5535,2609,100.0,9.0,2.4,62.0,53.0,29.0,7.4,11.5,5.2,9496.0,5349.0,2157.0,5503.0,3481.0,1317,3345.0,604,417,136,651,East South Central,South,25158
AL,ELMORE COUNTY SCHOOL DISTRICT,17,103948,10626,2217,3738,3610,1061,65118,55082,0,5284,4752,28204,9634,9605,0,9463,0,5698,3409,104114,96945,53262,22391,57464,35866,14163,30997,4414,3153,1808,5176,16446,8484,5693,107,1369,52794,6538,3075,100.0,10.2,2.1,62.6,53.0,27.1,9.3,9.1,5.5,8263.0,4665.0,1961.0,5033.0,3141.0,1241,2715.0,387,276,158,453,East South Central,South,27367
FL,ESCAMBIA COUNTY SCHOOL DISTRICT,17,49953,5854,1713,1052,2271,818,28683,22663,0,3319,2701,15416,6268,6258,0,3469,0,1717,3962,51335,45278,24617,10693,24219,15405,6188,17256,2413,1866,1350,3097,8530,3803,5065,87,905,28297,0,633,100.0,11.7,3.4,57.4,45.4,30.9,12.5,6.9,3.4,10063.0,5557.0,2414.0,5467.0,3477.0,1397,3895.0,545,421,305,699,South Atlantic,South,122406
FL,ESCAMBIA COUNTY SCHOOL DISTRICT,17,402204,49731,13770,10863,16166,8932,198678,93439,29254,6619,69366,153795,136489,111588,0,0,255,12507,4544,418608,364214,212792,64614,204352,132057,38216,134191,17587,28986,3282,16321,68015,25671,50826,0,3568,73657,812,6392,100.0,12.4,3.4,49.4,23.2,38.2,33.9,0.1,3.1,8896.0,5269.0,1600.0,5060.0,3270.0,946,3323.0,435,718,81,404,South Atlantic,South,122406
AL,DOTHAN CITY SCHOOL DISTRICT,17,90889,13490,3743,2458,4035,3254,52663,45383,0,3061,4219,24736,8961,8945,0,11442,0,2232,2101,87057,85624,48854,20265,51432,33149,13256,27465,4956,4126,1563,5397,11423,6727,903,240,290,3127,0,2053,100.0,14.8,4.1,57.9,49.9,27.2,9.9,12.6,2.5,9155.0,5303.0,2200.0,5537.0,3598.0,1439,2981.0,538,448,170,586,East South Central,South,25192
AL,BIRMINGHAM CITY SCHOOL DISTRICT,17,294470,44692,17989,6501,13266,6936,128865,111044,0,5954,11867,120913,87453,87418,0,23346,0,4721,5393,273569,264916,141513,52227,141356,85287,31594,101394,14936,18675,5925,15860,45998,22166,5221,201,3231,451193,0,1959,100.0,15.2,6.1,43.8,37.7,41.1,29.7,7.9,1.6,10761.0,5879.0,2170.0,5863.0,3543.0,1313,4212.0,621,776,246,659,East South Central,South,90186
AL,HOOVER CITY SCHOOL DISTRICT,17,195251,6727,1399,2593,2337,398,72828,61809,0,5739,5280,115696,72629,72623,0,15815,0,11395,15857,165480,153192,88502,34715,90768,60189,21212,51164,8704,6771,1554,9813,24322,11260,4799,100,7389,285583,14885,18032,100.0,3.4,0.7,37.3,31.7,59.3,37.2,8.1,5.8,10756.0,6350.0,2491.0,6512.0,4318.0,1522,3671.0,624,486,111,704,East South Central,South,33514
FL,LEE COUNTY SCHOOL DISTRICT,17,98383,7799,2164,2001,3144,490,58735,48826,0,5575,4334,31849,12750,12712,0,12834,0,3860,2405,97354,92158,53191,22212,53581,36355,13980,31932,6168,2781,1539,5199,16245,6645,3979,142,1075,41902,9070,2905,100.0,7.9,2.2,59.7,49.6,32.4,13.0,13.0,3.9,9412.0,5510.0,2301.0,5551.0,3766.0,1448,3308.0,639,288,159,539,South Atlantic,South,266266
FL,LEE COUNTY SCHOOL DISTRICT,17,959274,117407,28822,18108,41540,28937,282189,104307,26791,7283,143808,559678,503664,503664,0,0,27,40259,15728,982928,861334,459322,134329,502713,277032,80214,298799,31254,45796,7510,47934,166305,59822,103905,0,17689,442273,141257,88342,100.0,12.2,3.0,29.4,10.9,58.3,52.5,0.0,4.2,9106.0,4956.0,1449.0,5424.0,2989.0,865,3224.0,337,494,81,517,South Atlantic,South,266266
FL,LEE COUNTY SCHOOL DISTRICT,17,64079,7401,1985,1372,2676,1368,36510,35002,0,0,1508,20168,16949,16949,0,0,63,2766,390,60395,57864,34920,12077,35380,23666,8189,18757,2816,1916,1368,3787,8870,3727,1811,0,720,26060,10320,9314,100.0,11.5,3.1,57.0,54.6,31.5,26.5,0.1,4.3,8292.0,5004.0,1731.0,5070.0,3392.0,1174,2688.0,404,275,196,543,South Atlantic,South,266266
FL,LEE COUNTY SCHOOL DISTRICT,17,30910,5675,1934,1109,1423,1209,16650,2584,936,425,12705,8585,5185,5038,0,2487,0,307,606,29917,26306,13823,4791,12468,7642,2519,11933,1704,2299,540,1609,5781,1905,671,2240,700,28633,30386,31928,100.0,18.4,6.3,53.9,8.4,27.8,16.8,8.0,1.0,12743.0,6723.0,2330.0,6064.0,3717.0,1225,5804.0,829,1118,263,783,South Atlantic,South,266266
AL,HUNTSVILLE CITY SCHOOL DISTRICT,17,280552,29543,7959,6123,13234,2227,115850,100829,0,6141,8880,135159,60951,60908,0,58790,34,6848,8536,320224,262784,127799,47553,143692,82446,30943,101996,14000,19680,4707,15882,47727,17096,44885,93,12462,428588,20000,12973,100.0,10.5,2.8,41.3,35.9,48.2,21.7,21.0,2.4,10732.0,5319.0,1979.0,5976.0,3432.0,1288,4245.0,583,819,196,661,East South Central,South,84750
AL,MADISON COUNTY SCHOOL DISTRICT,17,190410,12734,2584,3622,4448,2080,114753,96115,0,9630,9008,62923,21369,21345,0,24322,36,11625,5571,185879,173609,102193,41403,100271,67549,25934,58336,9691,7106,2383,11808,27348,15002,4521,155,7594,273130,135,6150,100.0,6.7,1.4,60.3,50.5,33.0,11.2,12.8,6.1,8782.0,5281.0,2139.0,5181.0,3491.0,1340,3014.0,501,367,123,610,East South Central,South,45970
AL,MADISON COUNTY SCHOOL DISTRICT,17,28007,4818,2069,756,1322,671,16712,9109,2806,474,4323,6477,4859,4859,0,0,95,1274,249,28977,26483,13053,3844,14700,7276,1944,10086,864,1953,1308,1540,4421,1697,2398,0,96,1851,0,198,100.0,17.2,7.4,59.7,32.5,23.1,17.3,0.3,4.5,9568.0,4731.0,1393.0,5328.0,2637.0,705,3656.0,313,708,474,558,East South Central,South,45970
AL,MADISON COUNTY SCHOOL DISTRICT,17,143590,8841,1612,2850,3034,1345,59261,56301,97,0,2863,75488,67140,67140,0,0,68,6947,1333,135946,120294,69654,22511,71835,49535,16184,42923,5635,6338,2180,8190,20580,5536,12972,0,2680,69815,22,11670,100.0,6.2,1.1,41.3,39.2,52.6,46.8,0.0,4.8,9117.0,5288.0,1709.0,5454.0,3761.0,1229,3259.0,428,481,166,622,East South Central,South,45970
MS,MADISON COUNTY SCHOOL DISTRICT,17,190410,12734,2584,3622,4448,2080,114753,96115,0,9630,9008,62923,21369,21345,0,24322,36,11625,5571,185879,173609,102193,41403,100271,67549,25934,58336,9691,7106,2383,11808,27348,15002,4521,155,7594,273130,135,6150,100.0,6.7,1.4,60.3,50.5,33.0,11.2,12.8,6.1,8782.0,5281.0,2139.0,5181.0,3491.0,1340,3014.0,501,367,123,610,East South Central,South,31619
MS,MADISON COUNTY SCHOOL DISTRICT,17,28007,4818,2069,756,1322,671,16712,9109,2806,474,4323,6477,4859,4859,0,0,95,1274,249,28977,26483,13053,3844,14700,7276,1944,10086,864,1953,1308,1540,4421,1697,2398,0,96,1851,0,198,100.0,17.2,7.4,59.7,32.5,23.1,17.3,0.3,4.5,9568.0,4731.0,1393.0,5328.0,2637.0,705,3656.0,313,708,474,558,East South Central,South,31619
MS,MADISON COUNTY SCHOOL DISTRICT,17,143590,8841,1612,2850,3034,1345,59261,56301,97,0,2863,75488,67140,67140,0,0,68,6947,1333,135946,120294,69654,22511,71835,49535,16184,42923,5635,6338,2180,8190,20580,5536,12972,0,2680,69815,22,11670,100.0,6.2,1.1,41.3,39.2,52.6,46.8,0.0,4.8,9117.0,5288.0,1709.0,5454.0,3761.0,1229,3259.0,428,481,166,622,East South Central,South,31619
