STATE,NAME,YRDATA,TOTALREV,TFEDREV,FEDRCOMP,FEDRSPEC,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRSPEC,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,DIVISION,REGION,MEAN INCOME
MD,CECIL COUNTY PUBLIC SCHOOLS,10,219361,15999,3515,5801,2914,3769,112653,64367,7800,4446,36040,90709,0,0,74891,0,0,5637,10181,217219,194343,118733,45572,119726,80141,33604,65832,8996,11905,1761,14755,28415,8785,13416,3783,5677,81285,2078,5677,100.0,7.3,1.6,51.4,29.3,41.4,34.1,0.0,2.6,11973.0,7327.0,2812.0,7388.0,4945.0,2074,4062.0,555,735,109,911,South Atlantic,South,70375
MI,GRAND RAPIDS PUBLIC SCHOOLS,10,263540,44727,8641,0,8605,27481,127478,88214,20750,0,18514,91335,41519,41519,0,0,44605,1747,3464,270743,232951,123754,62930,132661,79746,41056,89209,16483,19383,1543,12315,39485,11081,9057,22158,6577,148185,0,4830,100.0,17.0,3.3,48.4,33.5,34.7,15.8,16.9,0.7,12338.0,6635.0,3374.0,7112.0,4275.0,2201,4783.0,884,1039,83,660,East North Central,Midwest,46158
MS,HARRISON COUNTY SCHOOL DISTRICT,10,107577,20120,3387,2481,4977,9275,51684,49612,27,0,2045,35773,30675,29176,0,0,0,4376,722,104916,99225,60158,19023,59423,40223,12338,32524,5369,2094,2034,5865,17162,7278,3841,0,1850,48386,3000,2550,100.0,18.7,3.1,48.0,46.1,33.3,28.5,0.0,4.1,7377.0,4506.0,1425.0,4451.0,3013.0,924,2436.0,402,157,152,439,East South Central,South,57388
NV,CLARK COUNTY SCHOOL DISTRICT,10,3037823,245314,86928,65899,60567,31920,1602217,646251,72908,0,883058,1190292,1102680,1100060,0,1564,163,32876,53009,3053058,2551927,1565778,563581,1503132,1004576,356636,949103,115098,144870,22632,189784,476719,99692,277844,541,222746,4271029,0,567678,100.0,8.1,2.9,52.7,21.3,39.2,36.3,0.1,1.1,8262.0,5099.0,1835.0,4895.0,3272.0,1161,3091.0,375,472,74,618,Mountain,West,66379
NV,WASHOE COUNTY SCHOOL DISTRICT,10,627168,63239,13875,17760,13502,18102,374438,172407,23168,7,178856,189491,167130,166798,0,211,0,7923,14227,636667,558720,347647,128953,323864,222789,82435,212992,42735,23758,7575,35261,103663,21864,51768,587,25592,555123,66608,59178,100.0,10.1,2.2,59.7,27.5,30.2,26.6,0.0,1.3,8572.0,5362.0,1989.0,4995.0,3436.0,1271,3285.0,659,366,117,544,Mountain,West,69728
NJ,PATERSON CITY SCHOOL DISTRICT,10,570873,110125,22867,8957,11809,66492,416224,266259,16788,3740,129437,44524,0,0,0,39322,162,334,4706,587679,534849,288556,102498,340397,196344,60561,180524,54830,19061,4929,20097,81607,13928,18498,33902,430,13108,0,1427,100.0,19.3,4.0,72.9,46.6,7.8,0.0,6.9,0.1,19685.0,11983.0,4257.0,11746.0,8154.0,2515,7497.0,2277,792,205,835,Middle Atlantic,Northeast,44357
NJ,JERSEY CITY SCHOOL DISTRICT,10,666405,101590,19922,12615,9451,59602,456996,227055,18839,2557,208545,107819,0,0,0,93012,50,5957,8800,678227,660648,371279,117566,423007,248171,73905,216960,54824,22018,10385,24593,105140,20681,7855,4687,5037,89660,0,11085,100.0,15.2,3.0,68.6,34.1,16.2,0.0,14.0,0.9,21037.0,13418.0,4249.0,12630.0,8969.0,2671,7841.0,1981,796,375,889,Middle Atlantic,Northeast,74013
NJ,EAST ORANGE CITY SCHOOL DISTRICT,10,266532,40865,5903,3333,4751,26878,203444,107725,6554,1221,87944,22223,0,0,20473,0,0,648,1102,272969,245920,134706,43875,143687,82546,24639,95933,25805,14423,3121,11531,41053,6300,20207,5588,1254,45705,0,4429,100.0,15.3,2.2,76.3,40.4,8.3,7.7,0.0,0.2,21575.0,13400.0,4364.0,11485.0,8211.0,2451,9543.0,2567,1435,310,1147,Middle Atlantic,Northeast,50016
NJ,EDISON TOWNSHIP SCHOOL DISTRICT,10,231900,8360,1037,4826,1172,1325,36973,3683,9922,3491,19877,186567,0,0,176434,0,170,4461,5502,225305,215173,136372,41638,142813,99516,28150,66879,17537,5145,3739,8224,32234,5481,9400,279,453,17067,0,2475,100.0,3.6,0.4,15.9,1.6,80.5,76.1,0.1,1.9,14240.0,9552.0,2916.0,9259.0,6970.0,1972,4684.0,1228,360,262,576,Middle Atlantic,Northeast,105832
NJ,CLIFTON CITY SCHOOL DISTRICT,10,166998,12070,2823,2776,2114,4357,35529,14777,6593,1353,12806,119399,116046,116046,0,0,0,2115,1238,163188,156392,88629,39155,98694,60323,25008,52735,15366,4239,2885,8537,21708,4963,1060,4620,1116,24958,0,2690,100.0,7.2,1.7,21.3,8.8,71.5,69.5,0.0,1.3,13651.0,8167.0,3608.0,8427.0,5559.0,2304,4859.0,1416,391,266,787,Middle Atlantic,Northeast,81621
NJ,ELIZABETH CITY SCHOOL DISTRICT,10,441968,82662,12825,6528,11635,51674,269515,210279,13068,2017,44151,89791,44248,44248,0,0,0,1817,43726,450391,434249,255422,94439,266114,167037,56001,152586,44401,9844,5522,15906,76913,15549,3675,12467,0,0,0,0,100.0,18.7,2.9,61.0,47.6,20.3,10.0,0.0,0.4,19197.0,11574.0,4279.0,11673.0,7569.0,2538,6914.0,2012,446,250,721,Middle Atlantic,Northeast,57219
NM,RIO RANCHO PUBLIC SCHOOLS,10,154458,17008,1007,3438,60,12503,105160,96901,0,4228,4031,32290,23865,23865,0,0,0,3643,4782,162649,124160,80267,23660,75901,54445,15769,43189,12272,2257,3013,6375,19272,5070,33921,102,4466,135070,32915,29275,100.0,11.0,0.7,68.1,62.7,20.9,15.5,0.0,2.4,7468.0,4856.0,1431.0,4592.0,3294.0,954,2613.0,742,137,182,386,Mountain,West,74345
NY,ITHACA CITY SCHOOL DISTRICT,10,104154,5129,856,1336,968,1969,30812,13674,5018,0,12120,68213,60261,60261,0,1078,45,1897,4932,136976,96377,59365,23655,61889,40399,16415,32164,4367,4134,2640,4368,16655,2324,38516,45,2038,56530,32000,2965,100.0,4.9,0.8,29.6,13.1,65.5,57.9,1.1,1.8,17677.0,11047.0,4402.0,11260.0,7517.0,3055,5985.0,813,769,491,813,Middle Atlantic,Northeast,62517
NC,BUNCOMBE COUNTY SCHOOLS,10,262022,31349,2159,1210,6466,21514,133268,128110,0,0,5158,97405,0,0,86662,0,0,6327,4416,235973,213440,144757,39304,132033,97790,25032,69163,11095,9884,1418,13480,33286,12244,14467,1530,6536,119390,45530,26700,100.0,12.0,0.8,50.9,48.9,37.2,33.1,0.0,2.4,8319.0,5649.0,1534.0,5153.0,3816.0,977,2699.0,433,386,55,526,South Atlantic,South,55456
NC,CALDWELL COUNTY SCHOOLS,10,118909,14833,983,1365,3584,8901,68644,66470,0,0,2174,35432,0,0,29698,0,0,3802,1932,105459,100988,67410,18558,65653,47366,13024,27711,5266,3686,1138,6198,11423,7624,3196,177,1098,12305,9095,13689,100.0,12.5,0.8,57.7,55.9,29.8,25.0,0.0,3.2,7644.0,5164.0,1422.0,5029.0,3628.0,998,2123.0,403,282,87,475,South Atlantic,South,45872
NC,IREDELL-STATESVILLE SCHOOLS,10,208280,24690,2095,1642,4454,16499,110211,101837,0,0,8374,73379,0,0,63086,0,0,6587,3706,199894,170708,108892,29847,104590,72125,19030,54903,9536,6203,675,10403,28086,11215,11610,986,16590,246733,4906,13400,100.0,11.9,1.0,52.9,48.9,35.2,30.3,0.0,3.2,7864.0,5068.0,1389.0,4867.0,3357.0,886,2555.0,444,289,31,484,South Atlantic,South,63537
NC,CHARLOTTE-MECKLENBURG SCHOOLS,10,2297008,169887,10262,12422,37860,109343,644107,623302,0,0,20805,1483014,0,0,1420290,0,0,36956,25768,1529792,1150379,764817,197687,719675,514265,130716,361046,49344,36750,10844,70176,193932,69658,253475,6297,119641,1366479,512620,986772,100.0,7.4,0.4,28.0,27.1,64.6,61.8,0.0,1.6,8292.0,5584.0,1443.0,5254.0,3755.0,954,2636.0,360,268,79,512,South Atlantic,South,74656
NC,RUTHERFORD COUNTY SCHOOLS,10,91353,15569,854,0,3050,11665,52867,50208,0,0,2659,22917,0,0,20422,0,0,1347,1148,89273,82938,53224,15887,51956,36271,9897,26465,4144,3146,661,4860,13654,4517,1678,528,4129,59550,0,3966,100.0,17.0,0.9,57.9,55.0,25.1,22.4,0.0,1.5,8832.0,5672.0,1693.0,5537.0,3865.0,1055,2820.0,442,335,70,518,South Atlantic,South,43840
NC,WAKE COUNTY SCHOOLS,10,2061643,122009,5971,9779,21244,85015,664034,659905,0,0,4129,1275600,0,0,1228362,0,0,30799,16439,1371674,1093135,745866,195151,700669,523931,134542,346356,55748,38288,6339,69620,176361,46110,147287,5562,125690,1600857,456330,789168,100.0,5.9,0.3,32.2,32.0,61.9,59.6,0.0,1.5,7727.0,5306.0,1388.0,4985.0,3728.0,957,2464.0,397,272,45,495,South Atlantic,South,80606
NC,WILKES COUNTY SCHOOLS,10,92624,12151,929,904,3028,7290,54260,51556,0,0,2704,26213,0,0,19990,0,0,1825,4398,91630,85651,54370,14667,53949,35923,9557,26403,3972,4776,1081,5113,11461,5299,1424,545,4010,59085,0,2605,100.0,13.1,1.0,58.6,55.7,28.3,21.6,0.0,2.0,8274.0,5256.0,1418.0,5215.0,3472.0,924,2552.0,384,462,104,494,South Atlantic,South,41994
NC,WILSON COUNTY SCHOOLS,10,106690,17426,936,2083,4214,10193,60752,59969,0,0,783,28512,0,0,24074,0,0,2649,1789,101541,97058,62799,17052,58570,43047,11770,30979,4438,3142,1792,6284,15323,7509,950,161,3372,48173,0,3707,100.0,16.3,0.9,56.9,56.2,26.7,22.6,0.0,2.5,7701.0,5023.0,1364.0,4684.0,3443.0,941,2478.0,355,251,143,503,South Atlantic,South,50416
OH,DUBLIN CITY SCHOOL DISTRICT,10,185632,6387,1162,3000,935,1290,36576,35902,0,0,674,142669,133546,133546,0,28,395,6794,1906,190864,171409,111864,34418,102691,75290,21476,63235,9598,14135,4483,6961,28058,5483,12026,335,7094,166418,7511,20150,100.0,3.4,0.6,19.7,19.3,76.9,71.9,0.2,3.7,12235.0,8021.0,2468.0,7348.0,5399.0,1540,4534.0,688,1014,321,499,East North Central,Midwest,102279
OH,TOLEDO CITY SCHOOL DISTRICT,10,489695,77901,32556,13285,8541,23519,288319,225905,0,0,62414,123475,101664,101181,0,10,1440,12911,7450,423758,349934,202597,93584,181816,124323,47687,140522,17322,33595,4121,18939,66545,27596,60790,4834,8200,170555,0,7835,100.0,15.9,6.6,58.9,46.1,25.2,20.8,0.3,2.6,10846.0,7883.0,3642.0,4564.0,4838.0,1856,5468.0,674,1307,160,737,East North Central,Midwest,39773
PA,LANCASTER SCHOOL DISTRICT,10,162378,24122,8191,0,4446,11485,72513,42138,9090,1166,20119,65743,59493,50601,0,0,4767,205,1278,193798,145762,78470,30049,91870,55405,21476,41961,9082,6392,1797,6518,18172,11931,33460,10430,4146,93725,1074,6910,100.0,14.9,5.0,44.7,26.0,40.5,36.6,2.9,0.1,12496.0,7054.0,2701.0,8259.0,4981.0,1931,3772.0,816,575,162,586,Middle Atlantic,Northeast,45321
SC,AIKEN COUNTY SCHOOL DISTRICT,10,217965,36579,11428,8202,6303,10646,107361,30306,5822,1310,69923,74025,59884,59884,0,5997,27,6660,1457,207506,191743,120621,36662,118227,82177,24513,64728,14546,10666,2271,10809,26436,8788,14026,49,1688,27925,14579,12824,100.0,16.8,5.2,49.3,13.9,34.0,27.5,2.8,3.1,7685.0,4897.0,1488.0,4722.0,3336.0,995,2628.0,591,433,92,439,South Atlantic,South,56299
SC,CHARLESTON COUNTY SCHOOL DISTRICT,10,525170,64082,23281,14360,13165,13276,161761,9524,3043,1668,147526,299327,262256,262256,0,300,0,12933,23838,655848,424113,231980,68052,247841,154160,44752,150677,26726,24725,3818,25657,69751,25595,187181,472,44082,986287,80195,12965,100.0,12.2,4.4,30.8,1.8,57.0,49.9,0.1,2.5,9132.0,5387.0,1580.0,5157.0,3580.0,1039,3499.0,621,574,89,596,South Atlantic,South,67810
SC,DARLINGTON COUNTY SCHOOL DISTRICT,10,115466,21235,5687,4241,4240,7067,50153,14253,3876,753,31271,44078,31017,31017,0,2952,0,2759,7350,111415,92751,57914,19427,53375,37584,11822,32922,5830,6956,623,6072,13441,6454,13666,2795,2203,44753,5000,6350,100.0,18.4,4.9,43.4,12.3,38.2,26.9,2.6,2.4,8441.0,5298.0,1777.0,4868.0,3438.0,1082,3012.0,533,636,57,555,South Atlantic,South,49273
SC,GREENVILLE COUNTY SCHOOL DISTRICT,10,673631,88847,23933,24316,17279,23319,314960,85574,18399,2165,208822,269824,192669,192669,0,18655,486,32495,25519,674303,558899,351847,106814,321467,229147,66495,193294,40058,33076,1880,32399,85881,44138,59302,634,55468,1849420,28292,21185,100.0,13.2,3.6,46.8,12.7,40.1,28.6,2.8,4.8,7688.0,4958.0,1505.0,4383.0,3229.0,937,2724.0,564,466,26,457,South Atlantic,South,63092
SC,HORRY COUNTY SCHOOL DISTRICT,10,463253,48367,13513,11013,13013,10828,129841,19080,5341,2011,103409,285045,258588,218484,0,6930,0,11837,7690,426198,378131,237110,70252,226148,160314,44865,131275,31328,16980,1399,20188,61380,20708,26428,668,20971,508476,49822,34590,100.0,10.4,2.9,28.0,4.1,61.5,55.8,1.5,2.6,9929.0,6274.0,1859.0,5950.0,4242.0,1187,3474.0,829,449,37,534,South Atlantic,South,54577
SC,LANCASTER COUNTY SCHOOL DISTRICT,10,116122,21715,5987,4222,3220,8286,54635,13682,3317,573,37063,39772,30791,30791,0,2451,16,3900,2614,116096,104539,64357,18889,61672,43111,12345,36406,7487,8005,1462,6469,12983,6461,7046,145,4366,145288,0,2690,100.0,18.7,5.2,47.0,11.8,34.3,26.5,2.1,3.4,8771.0,5507.0,1616.0,5222.0,3689.0,1056,3115.0,641,685,125,554,South Atlantic,South,44668
SC,OCONEE COUNTY SCHOOL DISTRICT,10,128032,14338,3586,3841,3114,3797,47235,8570,2505,643,35517,66459,55684,55684,0,2878,0,4055,3842,120345,105095,65971,20775,60569,43448,13318,39017,8867,6411,450,7073,16216,5509,12630,388,2232,106920,12418,14365,100.0,11.2,2.8,36.9,6.7,51.9,43.5,2.2,3.2,9755.0,6131.0,1931.0,5629.0,4038.0,1238,3626.0,824,596,42,657,South Atlantic,South,61748
SD,SIOUX FALLS SCHOOL DISTRICT 49-5,10,204009,29206,8076,6955,4312,9863,61909,48787,10832,0,2290,112894,94414,93311,0,0,171,8051,10258,201426,173202,109990,31935,110039,75287,21985,54261,8498,6144,3446,10165,26008,8902,22722,1671,3831,92705,18115,7205,100.0,14.3,4.0,30.3,23.9,55.3,46.3,0.1,3.9,8262.0,5277.0,1532.0,5272.0,3612.0,1055,2603.0,408,295,165,488,West North Central,Midwest,62388
UT,CACHE SCHOOL DISTRICT,10,106263,11731,991,2730,2323,5687,66458,33958,4813,3417,24270,28074,23102,23102,0,0,1000,2783,1189,116015,92758,54781,23633,60071,38780,16369,25556,2302,3472,422,5088,14272,7131,19419,0,3838,84824,0,4923,100.0,11.0,0.9,62.5,32.0,26.4,21.7,0.9,2.6,6077.0,3663.0,1580.0,4017.0,2593.0,1095,1709.0,154,232,28,340,Mountain,West,71020
UT,GRANITE SCHOOL DISTRICT,10,495657,77873,14863,19763,16669,26578,264637,144904,25398,4456,89879,153147,134773,134773,0,0,507,8038,9829,503587,432873,260409,112067,274498,183396,78321,119999,18257,16871,2884,25595,56392,38376,70714,0,0,82027,82027,0,100.0,15.7,3.0,53.4,29.2,30.9,27.2,0.1,1.6,6089.0,3785.0,1629.0,3989.0,2665.0,1138,1744.0,265,245,42,372,Mountain,West,65216
UT,CANYONS SCHOOL DISTRICT,10,272644,22974,3770,5700,4826,8678,123210,63149,14350,3783,41928,126460,116066,116066,0,0,0,5894,4500,231897,206021,127660,42615,117025,83385,27891,70968,7336,11401,2271,13619,36341,18028,18031,779,7066,151995,0,17954,100.0,8.4,1.4,45.2,23.2,46.4,42.6,0.0,2.2,5974.0,3815.0,1273.0,3497.0,2492.0,833,2121.0,219,341,68,407,Mountain,West,88609
VA,ARLINGTON COUNTY PUBLIC SCHOOLS,10,427705,16558,4048,4671,3393,4446,47618,34701,3380,0,9537,363529,0,0,346375,0,1520,12953,2681,443577,376321,259930,78713,216072,162114,49086,132640,21834,32252,8444,17885,52225,27609,55414,937,10905,259576,0,20159,100.0,3.9,0.9,11.1,8.1,85.0,81.0,0.4,3.0,17519.0,12825.0,3884.0,10658.0,7999.0,2422,6544.0,1077,1591,417,882,South Atlantic,South,119414
WI,MADISON METROPOLITAN SCHOOL DISTRICT,10,359639,31979,7688,10032,6124,8135,76558,48464,17107,159,10828,251102,235140,235140,0,11,2372,8690,4889,352264,335666,202272,91786,193570,128268,58884,118394,21822,18377,4567,19928,53700,23702,9817,4365,2416,73881,75430,50697,100.0,8.9,2.1,21.3,13.5,69.8,65.4,0.7,2.4,13098.0,8213.0,3727.0,7860.0,5208.0,2391,4807.0,886,746,185,809,East North Central,Midwest,65369
WI,EAU CLAIRE AREA SCHOOL DISTRICT,10,134310,11528,2091,3671,1789,3977,61913,55313,4004,242,2354,60869,53853,53853,0,841,1497,3154,1524,128450,119099,62150,37365,70066,43681,22359,42341,4741,4205,1774,5510,26111,6692,6218,2212,921,18550,9360,14351,100.0,8.6,1.6,46.1,41.2,45.3,40.1,1.7,2.3,10812.0,5751.0,3458.0,6484.0,4042.0,2069,3918.0,439,389,164,510,East North Central,Midwest,60469
WI,WEST ALLIS SCHOOL DISTRICT,10,106590,11560,2046,3975,2026,3513,40993,34988,3185,44,2776,54037,45851,45851,0,38,5060,2602,486,105786,97938,52192,31026,54295,34435,18797,36860,4854,4338,1737,5474,20457,6783,2622,3442,1784,31133,0,1167,100.0,10.8,1.9,38.5,32.8,50.7,43.0,4.8,2.4,10812.0,5965.0,3546.0,6205.0,3935.0,2148,4213.0,555,496,199,626,East North Central,Midwest,52014
WI,APPLETON AREA SCHOOL DISTRICT,10,181250,17298,2327,5719,2684,6568,89291,80307,5916,128,2940,74661,63347,63347,0,1,6236,3799,1278,171716,164223,87048,49149,105225,66651,33728,51882,8292,6865,1632,8111,26982,7116,2470,2736,2287,42580,0,6097,100.0,9.5,1.3,49.3,44.3,41.2,35.0,3.4,2.1,10806.0,5772.0,3259.0,6977.0,4420.0,2236,3440.0,550,455,108,538,East North Central,Midwest,63823
WI,WAUKESHA SCHOOL DISTRICT,10,162217,12256,1807,5239,1677,3533,53540,43871,6815,314,2540,96421,86354,86354,0,12,6345,2963,747,155031,145146,80890,38335,92515,61591,27441,47641,6540,4555,2450,7533,26563,4990,3539,4523,1823,24388,0,3986,100.0,7.6,1.1,33.0,27.0,59.4,53.2,3.9,1.8,10416.0,5816.0,2756.0,6651.0,4428.0,1973,3425.0,470,327,176,542,East North Central,Midwest,72536
WI,OSHKOSH AREA SCHOOL DISTRICT,10,116174,11423,1960,3986,1536,3941,62556,56294,4773,149,1340,42195,38096,38096,0,40,608,2169,1282,112461,105297,57334,32027,67217,42460,21951,33619,4903,3712,1135,4762,19107,4461,4183,1991,990,11959,6660,10081,100.0,9.8,1.7,53.8,48.5,36.3,32.8,0.6,1.9,10187.0,5614.0,3136.0,6582.0,4157.0,2149,3292.0,480,363,111,466,East North Central,Midwest,55841
AL,BALDWIN COUNTY SCHOOL DISTRICT,11,281434,30713,6100,7734,6621,10258,105457,82817,0,8898,13742,145264,48691,48438,0,76138,25,11986,8424,253965,239347,136077,55525,141132,90737,36015,82760,13257,10863,3845,15767,39028,15455,3851,281,10486,311962,4126,7780,100.0,10.9,2.2,37.5,29.4,51.6,17.3,27.1,4.3,8342.0,4826.0,1969.0,5003.0,3218.0,1277,2935.0,470,385,136,559,East South Central,South,67452
FL,CLAY COUNTY SCHOOL DISTRICT,11,27409,2690,590,713,555,832,12617,9647,0,1385,1585,12102,1404,1399,0,8958,0,1126,614,43004,17742,10108,4334,10608,6961,2717,5430,820,416,766,961,2467,1704,24744,28,490,6095,299,581,100.0,9.8,2.2,46.0,35.2,44.2,5.1,32.7,4.1,8346.0,4893.0,2098.0,5135.0,3369.0,1315,2628.0,397,201,371,465,South Atlantic,South,71054
FL,CLAY COUNTY SCHOOL DISTRICT,11,318538,45939,4572,10615,6668,24084,177969,83252,30308,5449,58960,94630,75364,71254,0,0,0,15452,3814,316488,295406,191740,53855,188435,132431,36351,91813,13865,14687,2530,15681,45050,15158,17778,0,3304,71070,0,3450,100.0,14.4,1.4,55.9,26.1,29.7,23.7,0.0,4.9,8219.0,5354.0,1504.0,5262.0,3698.0,1015,2564.0,387,410,71,438,South Atlantic,South,71054
AL,CULLMAN COUNTY SCHOOL DISTRICT,11,88888,12482,2623,3353,2947,3559,56619,45991,0,3577,7051,19787,6314,6294,0,5667,0,4078,3728,83795,81350,47511,20083,48244,32497,12759,26452,4241,3035,993,5713,12470,6654,977,79,1389,11638,0,1576,100.0,14.0,3.0,63.7,51.7,22.3,7.1,6.4,4.6,8206.0,4860.0,2054.0,4935.0,3324.0,1305,2706.0,434,310,102,584,East South Central,South,50278
AL,ELMORE COUNTY SCHOOL DISTRICT,11,95605,12080,2143,3294,2617,4026,58256,46288,0,4639,7329,25269,8990,8956,0,8055,116,5309,2799,96898,88176,50193,21693,53246,33936,13748,27277,4163,3295,1837,4906,13076,7653,6335,77,2310,42690,4400,1800,100.0,12.6,2.2,60.9,48.4,26.4,9.4,8.5,5.6,7786.0,4556.0,1969.0,4834.0,3081.0,1248,2476.0,378,299,167,445,East South Central,South,67726
FL,ESCAMBIA COUNTY SCHOOL DISTRICT,11,48921,8769,2598,1490,1978,2703,27592,20410,0,2945,4237,12560,5384,5373,0,3689,0,1736,1751,46704,44309,24380,10568,24246,15506,6291,15952,2436,1828,1088,2895,7705,4111,2117,74,204,6600,0,430,100.0,17.9,5.3,56.4,41.7,25.7,11.0,7.5,3.5,9310.0,5268.0,2283.0,5239.0,3350.0,1359,3447.0,526,395,235,626,South Atlantic,South,56928
FL,ESCAMBIA COUNTY SCHOOL DISTRICT,11,392633,80845,20062,15588,13173,32022,161825,70618,24543,5397,61267,149963,134874,115230,0,0,263,13398,1428,402458,352272,198468,66015,201739,126140,39736,127837,16570,27891,3960,13998,65418,22696,47678,0,2508,52568,225,3311,100.0,20.6,5.1,41.2,18.0,38.2,34.4,0.1,3.4,8635.0,4934.0,1641.0,5015.0,3136.0,988,3178.0,412,693,98,348,South Atlantic,South,56928
AL,DOTHAN CITY SCHOOL DISTRICT,11,86667,16480,4016,3376,3460,5628,46609,37945,0,2752,5912,23578,8509,8491,0,10287,0,2550,2232,81775,80389,45059,18787,48200,31089,12439,26144,4152,4939,1644,4608,10801,6045,625,169,592,9870,0,809,100.0,19.0,4.6,53.8,43.8,27.2,9.8,11.9,2.9,8547.0,4841.0,2018.0,5177.0,3340.0,1336,2809.0,446,531,177,495,East South Central,South,61857
AL,BIRMINGHAM CITY SCHOOL DISTRICT,11,279900,53431,20435,10505,10467,12024,131567,107463,0,5185,18919,94902,72670,72669,0,4946,0,4161,13125,378008,286786,161089,59324,150418,92054,34193,110675,17312,22816,5727,18249,46571,25693,87307,149,3766,460959,0,1488,100.0,19.1,7.3,47.0,38.4,33.9,26.0,1.8,1.5,10676.0,6216.0,2289.0,5793.0,3552.0,1319,4271.0,668,880,221,704,East South Central,South,42726
AL,HOOVER CITY SCHOOL DISTRICT,11,154703,10184,797,3675,1720,3992,60684,47487,0,5519,7678,83835,64258,64254,0,3297,0,11547,4733,154031,142315,81204,32996,82051,53822,20339,48634,7775,5888,1532,9181,24258,11630,2982,105,8629,297009,0,0,100.0,6.6,0.5,39.2,30.7,54.2,41.5,2.1,7.5,10452.0,6137.0,2494.0,6201.0,4068.0,1537,3675.0,588,445,116,694,East South Central,South,95139
FL,LEE COUNTY SCHOOL DISTRICT,11,88327,10927,1650,3291,2781,3205,50223,40798,0,3558,5867,27177,12462,12415,0,9606,0,3536,1573,100669,81913,47500,19959,49830,33009,12992,25643,4152,2543,1273,4225,13450,6440,15479,108,3169,54748,0,2932,100.0,12.4,1.9,56.9,46.2,30.8,14.1,10.9,4.0,8245.0,4842.0,2035.0,5080.0,3365.0,1324,2614.0,423,259,130,431,South Atlantic,South,63697
FL,LEE COUNTY SCHOOL DISTRICT,11,827211,142228,24968,26172,26174,64914,193442,49050,15303,3685,125404,491541,445154,445154,0,0,14,35746,10627,824431,750902,387627,128782,446112,240110,77926,261367,27248,33436,5663,42700,152320,43423,50979,0,22550,532790,26860,19652,100.0,17.2,3.0,23.4,5.9,59.4,53.8,0.0,4.3,8988.0,4729.0,1571.0,5443.0,2929.0,951,3189.0,332,408,69,521,South Atlantic,South,63697
FL,LEE COUNTY SCHOOL DISTRICT,11,59350,11567,2007,1253,2408,5899,30605,29310,16,0,1279,17178,14433,14433,0,0,0,2172,573,58054,52816,32551,10218,31779,22180,6806,17646,2900,2435,1106,3253,7952,3391,4329,0,909,22661,844,2523,100.0,19.5,3.4,51.6,49.4,28.9,24.3,0.0,3.7,7669.0,4726.0,1484.0,4614.0,3221.0,988,2562.0,421,354,161,472,South Atlantic,South,63697
FL,LEE COUNTY SCHOOL DISTRICT,11,29143,6806,2683,1099,1325,1699,15991,2621,671,275,12424,6346,4806,4647,0,684,0,349,507,26685,23831,13358,4274,11162,7600,2248,10895,1473,2272,504,1535,5111,1774,770,49,2035,54298,0,1598,100.0,23.4,9.2,54.9,9.0,21.8,16.5,2.3,1.2,10284.0,5831.0,1866.0,4872.0,3317.0,981,4756.0,643,992,220,670,South Atlantic,South,63697
AL,HUNTSVILLE CITY SCHOOL DISTRICT,11,247159,32314,9103,8140,5957,9114,114440,96323,0,3757,14360,100405,45578,45546,0,39214,0,5603,10010,264918,226589,127834,50965,131748,86358,33053,82179,10096,13243,3715,15686,39439,12662,37111,30,1188,113498,5500,1183,100.0,13.1,3.7,46.3,39.0,40.6,18.4,15.9,2.3,9610.0,5471.0,2181.0,5638.0,3696.0,1415,3517.0,432,567,159,671,East South Central,South,65662
AL,MADISON COUNTY SCHOOL DISTRICT,11,182095,19822,2811,5635,3589,7787,104049,84166,0,7790,12093,58224,18870,18843,0,21397,215,11807,5935,176595,166808,98545,40654,96272,65700,25615,55877,8228,7787,2208,10856,26798,14659,3507,118,6162,158443,224,5107,100.0,10.9,1.5,57.1,46.2,32.0,10.4,11.9,6.5,8193.0,4953.0,2043.0,4839.0,3302.0,1287,2808.0,414,391,111,546,East South Central,South,79317
AL,MADISON COUNTY SCHOOL DISTRICT,11,27371,7424,2625,1169,1004,2626,13845,6153,3071,426,4195,6102,5031,5031,0,0,0,855,216,28494,27352,15631,3651,13647,8532,1666,12188,911,3482,930,1443,5422,1517,1014,0,128,2965,1190,20,100.0,27.1,9.6,50.6,22.5,22.3,18.4,0.0,3.1,10011.0,5747.0,1342.0,5017.0,3137.0,613,4481.0,335,1280,342,531,East South Central,South,79317
